	class	0.2_0	0.7_0	0.5_0	1_0	0.1_0	0.07_0	0.05_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF06808	+	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DctM-like transporters	0.132
PF01936	+	0.175	0.000	0.128	0.224	0.113	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NYN domain	0.130
PF09278	-	0.000	0.000	0.000	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MerR, DNA binding	0.128
PF02388	-	0.000	-0.061	0.000	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FemAB family	0.128
PF02511	+	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thymidylate synthase complementing protein	0.127
PF08392	+	0.000	0.061	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAE1/Type III polyketide synthase-like protein	0.117
PF08239	+	0.080	0.000	0.241	0.128	0.070	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial SH3 domain	0.108
PF01008	-	0.000	0.000	-0.279	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Initiation factor 2 subunit family	0.103
PF14451	+	0.147	0.273	0.129	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mut7-C ubiquitin	0.100
PF00145	+	0.000	0.156	0.037	0.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-5 cytosine-specific DNA methylase	0.098
PF03610	-	0.000	0.000	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system fructose IIA component	0.096
PF01470	-	0.000	-0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyroglutamyl peptidase	0.093
PF08003	+	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1698)	0.088
PF01921	+	0.000	0.065	0.118	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	tRNA synthetases class I (K)	0.085
PF04237	-	0.000	-0.142	0.000	-0.198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YjbR	0.085
PF04214	+	0.000	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF	0.082
PF05231	+	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MASE1	0.077
PF03280	+	0.000	0.183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proteobacterial lipase chaperone protein	0.077
PF09838	+	0.000	0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2065)	0.077
PF01068	+	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP dependent DNA ligase domain	0.071
PF05732	+	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Firmicute plasmid replication protein (RepL)	0.068
PF02770	+	0.000	0.194	0.027	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-CoA dehydrogenase, middle domain	0.062
PF07885	+	0.114	0.234	0.096	0.297	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	0.059
PF07876	+	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stress responsive A/B Barrel Domain	0.049
PF12680	+	0.081	0.119	0.097	0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	0.048
PF06271	+	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RDD family	0.035
PF07662	-	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Na+ dependent nucleoside transporter C-terminus	0.029
PF00082	-	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Subtilase family	-0.011
PF13166	-	0.000	0.000	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.015
PF01557	-	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fumarylacetoacetate (FAA) hydrolase family	-0.016
PF11700	-	-0.132	-0.256	-0.236	-0.359	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vacuole effluxer Atg22 like	-0.020
PF12008	-	0.000	-0.227	-0.052	-0.217	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction and modification enzyme - subunit R C terminal	-0.022
PF09924	-	0.000	-0.088	0.000	-0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized conserved protein (DUF2156)	-0.025
PF03575	+	0.000	0.080	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S51	-0.033
PF02604	+	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antitoxin Phd_YefM, type II toxin-antitoxin system	-0.034
PF02682	-	-0.055	-0.124	0.000	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Allophanate hydrolase subunit 1	-0.043
PF02626	-	-0.019	-0.090	-0.086	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Allophanate hydrolase subunit 2	-0.043
PF07905	-	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Purine catabolism regulatory protein-like family	-0.046
PF10017	+	0.000	0.206	0.082	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine-specific methyltransferase, SAM-dependent	-0.046
PF01522	-	0.000	0.000	-0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide deacetylase	-0.046
PF02230	-	-0.130	0.000	-0.146	0.000	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase/Carboxylesterase	-0.052
PF13189	-	-0.145	0.000	-0.078	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytidylate kinase-like family	-0.054
PF12682	-	0.000	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	-0.058
PF05171	+	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemin-degrading HemS.ChuX domain	-0.058
PF13768	-	0.000	0.000	-0.070	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	-0.071
PF00591	-	0.000	-0.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family, a/b domain	-0.077
PF04221	-	0.000	-0.064	-0.076	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RelB antitoxin	-0.083
PF05593	-	0.000	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RHS Repeat	-0.084
PF03073	-	-0.053	0.000	0.000	-0.166	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TspO/MBR family	-0.084
PF04261	-	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dyp-type peroxidase family	-0.085
PF03707	-	0.000	-0.145	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial signalling protein N terminal repeat	-0.087
PF01637	-	-0.020	-0.128	-0.076	-0.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Archaeal ATPase	-0.096
PF07811	-	0.000	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TadE-like protein	-0.096
PF04332	-	0.000	-0.074	0.000	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF475)	-0.122
PF07732	-	0.000	-0.042	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Multicopper oxidase	-0.123
PF13593	-	0.000	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SBF-like CPA transporter family (DUF4137)	-0.124
PF02237	-	0.000	-0.134	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Biotin protein ligase C terminal domain	-0.124
PF10001	+	0.000	0.000	0.322	0.467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2242)	-0.127
PF04314	+	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF461)	-0.132
PF13404	-	0.000	0.000	-0.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AsnC-type helix-turn-helix domain	-0.146
PF13425	-	-0.197	-0.445	-0.269	-0.377	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-antigen ligase like membrane protein	-0.157
PF00614	-	0.000	0.000	-0.068	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase D Active site motif	-0.157
PF01306	-	-0.112	-0.101	-0.072	-0.190	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LacY proton/sugar symporter	-0.167
PF01051	-	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Initiator Replication protein	-0.170
PF13567	-	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4131)	-0.175
PF10994	-	0.000	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2817)	-0.177
PF04480	-	0.000	0.000	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF559)	-0.180
PF00290	-	-0.090	0.000	0.000	-0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tryptophan synthase alpha chain	-0.198
PF03681	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.206
PF11941	-	-0.010	-0.164	0.000	-0.141	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3459)	-0.206
PF06210	-	-0.095	-0.266	-0.147	-0.177	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1003)	-0.213
PF14588	-	0.000	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YjgF/chorismate_mutase-like, putative endoribonuclease	-0.213
PF10099	-	-0.084	-0.206	-0.043	-0.218	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anti-sigma-K factor rskA	-0.222
PF03775	-	-0.085	-0.075	-0.087	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Septum formation inhibitor MinC, C-terminal domain	-0.264
PF12172	-	0.000	-0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rubredoxin-like zinc ribbon domain (DUF35_N)	-0.282
PF11920	-	0.000	0.000	-0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3438)	-0.282
PF07568	-	-0.136	-0.144	-0.158	-0.239	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine kinase	-0.301
PF03969	-	-0.447	-0.549	-0.470	-0.582	-0.320	-0.252	-0.127	0.000	0.000	0.000	0.000	0.000	0.000	AFG1-like ATPase	-0.309
PF01161	-	-0.231	-0.118	-0.393	-0.323	-0.166	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphatidylethanolamine-binding protein	-0.315
PF12696	-	-0.029	0.000	0.000	0.000	-0.078	-0.095	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	TraM recognition site of TraD and TraG	-0.323
PF02534	-	-0.385	-0.355	-0.457	-0.354	-0.284	-0.151	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	Type IV secretory system Conjugative DNA transfer	-0.323
PF02913	-	0.000	-0.135	-0.139	-0.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD linked oxidases, C-terminal domain	-0.325
PF03169	-	-0.131	0.000	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	OPT oligopeptide transporter protein	-0.338
PF12399	-	-0.074	0.000	-0.041	0.000	-0.071	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Branched-chain amino acid ATP-binding cassette transporter	-0.359
PF03865	-	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolysin secretion/activation protein ShlB/FhaC/HecB	-0.378
PF03797	-	0.000	-0.059	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Autotransporter beta-domain	-0.389
PF08479	-	0.000	0.000	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	POTRA domain, ShlB-type	-0.408
