	class	0.2_0	0.5_0	0.7_0	1_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.001_0	0.002_0	0.005_0	0.007_0	Pfam_desc	cor
PF00232	+	0.000	0.018	0.042	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 1	0.420
PF12464	+	0.075	0.033	0.075	0.000	0.065	0.067	0.050	0.000	0.000	0.000	0.000	0.000	0.000	Maltose acetyltransferase	0.410
PF02230	+	0.219	0.119	0.296	0.106	0.153	0.167	0.132	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase/Carboxylesterase	0.403
PF00150	+	0.023	0.000	0.128	0.000	0.094	0.106	0.101	0.000	0.000	0.000	0.000	0.000	0.000	Cellulase (glycosyl hydrolase family 5)	0.402
PF00251	+	0.121	0.193	0.093	0.040	0.061	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 32 N-terminal domain	0.380
PF06833	+	0.443	0.579	0.507	0.670	0.389	0.246	0.131	0.000	0.000	0.000	0.000	0.000	0.000	Malonate decarboxylase gamma subunit (MdcE)	0.369
PF06964	+	0.000	0.000	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-L-arabinofuranosidase C-terminus	0.369
PF02016	+	0.000	0.038	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LD-carboxypeptidase	0.364
PF03812	+	0.000	0.152	0.000	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-keto-3-deoxygluconate permease	0.360
PF04295	+	0.000	0.000	0.042	0.000	0.027	0.090	0.064	0.000	0.000	0.000	0.000	0.000	0.000	D-galactarate dehydratase / Altronate hydrolase, C terminus	0.351
PF12535	+	0.205	0.312	0.321	0.396	0.057	0.062	0.037	0.000	0.000	0.000	0.000	0.000	0.000	Hydrolase of X-linked nucleoside diphosphate N terminal	0.341
PF00781	+	0.020	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Diacylglycerol kinase catalytic domain	0.336
PF03935	+	0.243	0.163	0.000	0.165	0.252	0.208	0.007	0.000	0.000	0.000	0.000	0.000	0.000	Beta-glucan synthesis-associated protein (SKN1)	0.323
PF03786	+	0.000	0.230	0.000	0.000	0.173	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-mannonate dehydratase (UxuA)	0.312
PF00722	+	0.026	0.000	0.157	0.026	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 16	0.306
PF05229	+	0.105	0.301	0.307	0.296	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Spore Coat Protein U domain	0.302
PF02829	+	0.230	0.253	0.484	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3H domain	0.297
PF12708	+	0.201	0.183	0.189	0.225	0.223	0.208	0.182	0.000	0.000	0.000	0.000	0.000	0.000	Pectate lyase superfamily protein	0.288
PF00520	+	0.174	0.241	0.221	0.227	0.090	0.062	0.016	0.000	0.000	0.000	0.000	0.000	0.000	Ion transport protein	0.288
PF01548	+	0.118	0.060	0.050	0.110	0.061	0.058	0.019	0.000	0.000	0.000	0.000	0.000	0.000	Transposase	0.276
PF02746	+	0.120	0.056	0.113	0.105	0.069	0.066	0.049	0.000	0.000	0.000	0.000	0.000	0.000	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	0.276
PF06204	+	0.156	0.182	0.120	0.086	0.090	0.080	0.012	0.000	0.000	0.000	0.000	0.000	0.000	Putative carbohydrate binding domain	0.267
PF06165	+	0.169	0.040	0.094	0.060	0.099	0.089	0.083	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase family 36	0.267
PF03632	+	0.000	0.000	0.040	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 65 central catalytic domain	0.263
PF01204	+	0.129	0.251	0.240	0.094	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Trehalase	0.249
PF07221	+	0.078	0.127	0.082	0.124	0.137	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	0.244
PF04984	+	0.030	0.052	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage tail sheath protein	0.240
PF06149	+	0.000	0.031	0.030	0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF969)	0.240
PF06568	+	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1127)	0.237
PF02156	+	0.335	0.417	0.357	0.488	0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 26	0.236
PF03328	+	0.063	0.000	0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HpcH/HpaI aldolase/citrate lyase family	0.232
PF08323	+	0.000	0.000	0.000	0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Starch synthase catalytic domain	0.231
PF01094	+	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Receptor family ligand binding region	0.222
PF05913	+	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF871)	0.221
PF08376	+	0.293	0.528	0.428	0.339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nitrate and nitrite sensing	0.217
PF08212	+	0.071	0.000	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lipocalin-like domain	0.212
PF01869	+	0.000	0.187	0.257	0.120	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BadF/BadG/BcrA/BcrD ATPase family	0.210
PF10397	+	0.279	0.287	0.456	0.399	0.098	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	0.204
PF03425	+	0.000	0.213	0.729	0.361	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate binding domain (family 11)	0.201
PF07714	+	0.000	0.000	0.000	0.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein tyrosine kinase	0.200
PF06082	+	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial putative lipoprotein (DUF940)	0.197
PF13434	+	0.085	0.136	0.218	0.196	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	L-lysine 6-monooxygenase (NADPH-requiring)	0.193
PF00359	+	0.000	0.087	0.005	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	0.185
PF03306	-	0.000	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-acetolactate decarboxylase	0.181
PF11208	-	0.000	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2992)	0.161
PF03733	-	0.000	-0.045	0.000	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF307)	0.158
PF00962	+	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenosine/AMP deaminase	0.154
PF02225	-	0.000	-0.045	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PA domain	0.147
PF09346	+	0.021	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMI1 / KNR4 family (SUKH-1)	0.147
PF05954	+	0.074	0.000	0.189	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage late control gene D protein (GPD)	0.130
PF07949	-	0.000	0.000	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YbbR-like protein	0.130
PF13395	-	0.000	0.000	0.000	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	0.129
PF00381	-	0.000	-0.132	0.000	-0.302	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS HPr component phosphorylation site	0.126
PF08495	+	0.055	0.000	0.378	0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FIST N domain	0.124
PF01345	-	0.000	0.000	0.000	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF11	0.118
PF13240	-	0.000	-0.079	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	0.116
PF00710	+	0.000	0.035	0.000	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	0.113
PF00302	-	0.000	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chloramphenicol acetyltransferase	0.112
PF09851	+	0.000	0.137	0.175	0.144	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Short C-terminal domain	0.112
PF08843	-	0.000	0.000	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyl transferase of unknown function (DUF1814)	0.100
PF04203	-	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sortase family	0.099
PF13768	+	0.328	0.408	0.284	0.413	0.210	0.151	0.132	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	0.099
PF01223	-	0.000	0.000	-0.238	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA/RNA non-specific endonuclease	0.098
PF13542	-	0.000	-0.005	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain of transposase family ISL3	0.097
PF13378	+	0.000	0.028	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enolase C-terminal domain-like	0.083
PF08378	-	-0.103	-0.073	-0.109	-0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nuclease-related domain	0.082
PF00198	+	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	0.070
PF02452	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PemK-like protein	0.068
PF09709	+	0.000	0.080	0.090	0.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein (Cas_Csd1)	0.064
PF05119	-	0.000	0.000	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage terminase, small subunit	0.059
PF07685	-	0.000	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CobB/CobQ-like glutamine amidotransferase domain	0.058
PF00665	-	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	0.058
PF07282	-	-0.117	-0.240	-0.135	-0.248	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative transposase DNA-binding domain	0.057
PF01188	+	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain	0.054
PF01523	+	0.161	0.343	0.206	0.359	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative modulator of DNA gyrase	0.049
PF05544	-	0.000	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proline racemase	0.048
PF09250	-	0.000	0.000	-0.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bifunctional DNA primase/polymerase, N-terminal	0.048
PF13988	-	0.000	0.000	-0.006	-0.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF4225)	0.045
PF07831	-	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyrimidine nucleoside phosphorylase C-terminal domain	0.045
PF13243	+	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prenyltransferase-like	0.044
PF10145	-	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage-related minor tail protein	0.041
PF12821	-	0.000	-0.068	-0.048	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3815)	0.038
PF07853	-	0.000	0.000	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1648)	0.038
PF13474	-	0.000	-0.097	-0.035	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	0.038
PF13426	-	0.000	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	0.035
PF12051	-	0.000	0.000	-0.023	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3533)	0.031
PF00805	-	-0.201	-0.317	-0.322	-0.401	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (8 copies)	0.027
PF07664	-	0.000	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferrous iron transport protein B C terminus	0.026
PF06983	+	0.081	0.206	0.232	0.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-demethylubiquinone-9 3-methyltransferase	0.018
PF09134	+	0.000	0.093	0.144	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Invasin, domain 3	0.016
PF14690	-	0.000	0.000	0.000	-0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	0.007
PF06605	-	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prophage endopeptidase tail	0.007
PF04332	-	0.000	0.000	0.000	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF475)	0.003
PF03174	-	0.000	0.000	-0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chitobiase/beta-hexosaminidase C-terminal domain	-0.002
PF01867	-	-0.032	-0.023	-0.082	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas1	-0.008
PF13372	+	0.000	0.025	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alginate export	-0.009
PF06808	-	-0.036	-0.020	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DctM-like transporters	-0.009
PF11794	-	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4-hydroxyphenylacetate 3-hydroxylase N terminal	-0.016
PF13415	+	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Galactose oxidase, central domain	-0.020
PF04011	-	0.000	-0.023	0.000	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LemA family	-0.028
PF02535	-	-0.033	-0.092	-0.179	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ZIP Zinc transporter	-0.034
PF13456	-	0.000	-0.033	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Reverse transcriptase-like	-0.038
PF07501	-	0.000	-0.100	0.000	-0.239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	G5 domain	-0.040
PF07729	-	-0.115	-0.218	-0.322	-0.143	-0.121	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FCD domain	-0.041
PF02557	-	0.000	-0.040	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-alanyl-D-alanine carboxypeptidase	-0.041
PF01773	-	0.000	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Na+ dependent nucleoside transporter N-terminus	-0.045
PF07662	-	-0.070	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Na+ dependent nucleoside transporter C-terminus	-0.045
PF13624	+	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SurA N-terminal domain	-0.049
PF00931	-	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NB-ARC domain	-0.050
PF00282	-	-0.051	-0.012	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxal-dependent decarboxylase conserved domain	-0.056
PF07274	-	0.000	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1440)	-0.057
PF01855	-	0.000	-0.141	-0.120	-0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	-0.058
PF13338	-	0.000	-0.097	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4095)	-0.070
PF08000	-	0.000	-0.102	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	-0.071
PF02436	+	0.000	0.104	0.046	0.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved carboxylase domain	-0.073
PF01633	-	-0.030	-0.112	-0.023	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Choline/ethanolamine kinase	-0.079
PF03741	-	0.000	0.000	-0.151	-0.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integral membrane protein TerC family	-0.082
PF06889	+	0.016	0.144	0.116	0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1266)	-0.088
PF01740	-	0.000	0.000	0.000	-0.019	-0.056	-0.062	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	STAS domain	-0.100
PF03575	-	-0.082	0.000	-0.212	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S51	-0.105
PF00221	-	0.000	-0.428	0.000	-0.407	-0.144	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aromatic amino acid lyase	-0.117
PF03806	-	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AbgT putative transporter family	-0.127
PF01520	-	-0.183	-0.198	-0.148	-0.242	-0.082	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-acetylmuramoyl-L-alanine amidase	-0.130
PF13241	-	0.000	0.000	-0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative NAD(P)-binding	-0.130
PF07536	-	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HWE histidine kinase	-0.131
PF04134	-	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF393	-0.138
PF03445	-	0.000	-0.085	-0.078	-0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative nucleotidyltransferase DUF294	-0.139
PF13398	-	0.000	0.000	0.000	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase M50B-like	-0.141
PF00850	-	-0.207	-0.085	-0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histone deacetylase domain	-0.146
PF01551	-	-0.174	-0.110	-0.174	-0.205	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family M23	-0.147
PF00762	-	0.000	-0.065	0.000	-0.014	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferrochelatase	-0.168
PF01663	-	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I phosphodiesterase / nucleotide pyrophosphatase	-0.171
PF01208	-	-0.153	-0.192	-0.127	-0.165	-0.126	-0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uroporphyrinogen decarboxylase (URO-D)	-0.181
PF02754	-	-0.126	-0.087	-0.152	-0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cysteine-rich domain	-0.182
PF00565	-	-0.072	-0.213	-0.165	-0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Staphylococcal nuclease homologue	-0.183
PF06411	+	0.000	0.000	0.000	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HdeA/HdeB family	-0.197
PF01637	-	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Archaeal ATPase	-0.209
PF01755	-	0.000	-0.076	-0.034	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase family 25 (LPS biosynthesis protein)	-0.233
PF02597	-	-0.177	-0.201	-0.044	-0.077	-0.235	-0.186	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	ThiS family	-0.271
