	class	0.2_0	0.1_0	1_0	0.07_0	0.5_0	0.7_0	0.05_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF12146	+	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative lysophospholipase	0.380
PF08392	+	0.124	0.136	0.167	0.147	0.271	0.216	0.079	0.000	0.000	0.000	0.000	0.000	0.000	FAE1/Type III polyketide synthase-like protein	0.375
PF12464	+	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Maltose acetyltransferase	0.365
PF06874	+	0.000	0.000	0.157	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Firmicute fructose-1,6-bisphosphatase	0.356
PF01769	+	0.000	0.000	0.215	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divalent cation transporter	0.354
PF14542	+	0.029	0.000	0.000	0.000	0.019	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GCN5-related N-acetyl-transferase	0.354
PF13434	+	0.000	0.000	0.007	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	L-lysine 6-monooxygenase (NADPH-requiring)	0.346
PF00209	+	0.010	0.025	0.108	0.013	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium:neurotransmitter symporter family	0.345
PF11314	+	0.292	0.115	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3117)	0.339
PF01738	+	0.008	0.000	0.132	0.000	0.115	0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dienelactone hydrolase family	0.335
PF08280	+	0.000	0.000	0.071	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	M protein trans-acting positive regulator (MGA) HTH domain	0.301
PF03606	+	0.014	0.000	0.000	0.000	0.000	0.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C4-dicarboxylate anaerobic carrier	0.301
PF02656	+	0.000	0.014	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF202)	0.296
PF13726	+	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Na+-H+ antiporter family	0.291
PF01928	+	0.062	0.000	0.158	0.000	0.154	0.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CYTH domain	0.285
PF00135	-	0.000	0.000	-0.049	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carboxylesterase family	0.260
PF11286	+	0.834	0.444	0.641	0.018	0.944	0.828	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3087)	0.254
PF01443	+	0.000	0.000	0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Viral (Superfamily 1) RNA helicase	0.254
PF13601	+	0.000	0.000	0.058	0.000	0.012	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix DNA-binding domain	0.247
PF01494	+	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD binding domain	0.235
PF01923	+	0.250	0.158	0.355	0.126	0.281	0.290	0.082	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin adenosyltransferase	0.232
PF00211	+	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylate and Guanylate cyclase catalytic domain	0.181
PF02577	+	0.100	0.015	0.248	0.000	0.257	0.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bifunctional nuclease	0.178
PF10011	+	0.000	0.000	0.000	0.000	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2254)	0.165
PF08386	+	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TAP-like protein	0.162
PF07853	-	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1648)	0.160
PF14078	-	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4259)	0.152
PF13936	+	0.012	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	0.137
PF00982	+	0.064	0.000	0.186	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase family 20	0.111
PF13669	+	0.000	0.000	0.142	0.000	0.194	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	0.099
PF06165	+	0.000	0.000	0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase family 36	0.094
PF06204	+	0.000	0.000	0.000	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative carbohydrate binding domain	0.094
PF02796	-	0.000	0.000	0.000	0.000	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain of resolvase	0.088
PF13495	-	0.000	0.000	-0.090	0.000	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	0.080
PF14568	-	0.000	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMI1-KNR4 cell-wall	0.073
PF01326	-	0.000	0.000	-0.139	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyruvate phosphate dikinase, PEP/pyruvate binding domain	0.066
PF04277	+	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxaloacetate decarboxylase, gamma chain	0.048
PF11391	+	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2798)	0.029
PF02630	-	0.000	0.000	-0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SCO1/SenC	0.018
PF04239	-	-0.035	0.000	-0.120	0.000	-0.158	-0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF421)	0.014
PF03575	+	0.010	0.000	0.000	0.000	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S51	0.005
PF05544	-	0.000	0.000	0.000	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proline racemase	-0.019
PF01809	-	0.000	0.000	-0.036	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolytic domain	-0.022
PF01643	-	0.000	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-ACP thioesterase	-0.050
PF12161	-	0.000	0.000	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HsdM N-terminal domain	-0.061
PF07885	-	0.000	0.000	-0.156	0.000	-0.090	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	-0.074
PF00596	-	0.000	0.000	-0.119	0.000	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Class II Aldolase and Adducin N-terminal domain	-0.093
PF02624	-	0.000	0.000	-0.189	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YcaO-like family	-0.094
PF08867	-	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FRG domain	-0.111
PF05893	-	0.000	0.000	-0.147	0.000	-0.125	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-CoA reductase (LuxC)	-0.136
PF02036	-	0.000	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SCP-2 sterol transfer family	-0.155
PF13187	-	0.000	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S dicluster domain	-0.193
PF01464	-	-0.001	0.000	-0.089	0.000	-0.136	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglycosylase SLT domain	-0.207
PF01512	-	0.000	0.000	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Respiratory-chain NADH dehydrogenase 51 Kd subunit	-0.214
PF01420	-	-0.097	-0.057	-0.298	-0.015	-0.192	-0.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction modification DNA specificity domain	-0.215
PF02685	-	0.000	0.000	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glucokinase	-0.223
PF02086	-	-0.014	0.000	-0.104	0.000	-0.095	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D12 class N6 adenine-specific DNA methyltransferase	-0.281
PF01094	-	-0.041	0.000	-0.056	0.000	0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Receptor family ligand binding region	-0.287
PF00146	-	0.000	0.000	0.000	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH dehydrogenase	-0.313
PF01223	-	0.000	0.000	0.000	0.000	-0.067	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA/RNA non-specific endonuclease	-0.321
PF13386	-	0.000	0.000	0.000	0.000	-0.211	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome C biogenesis protein transmembrane region	-0.322
PF01914	-	0.000	0.000	-0.124	0.000	-0.063	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MarC family integral membrane protein	-0.327
PF14697	-	-0.077	0.000	0.000	0.000	0.000	-0.208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S dicluster domain	-0.339
PF03472	-	-0.010	0.000	-0.029	0.000	-0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Autoinducer binding domain	-0.348
PF12724	-	-0.028	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin domain	-0.365
PF01555	-	-0.003	0.000	-0.159	-0.011	-0.074	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.367
PF13353	-	-0.274	-0.129	0.000	-0.009	0.000	-0.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S single cluster domain	-0.392
