	class	1_0	0.7_0	0.2_0	0.5_0	0.05_0	0.1_0	0.07_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF13250	+	0.000	0.067	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4041)	0.068
PF02136	+	0.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nuclear transport factor 2 (NTF2) domain	0.066
PF04191	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipid methyltransferase	0.065
PF03235	+	0.132	0.017	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF262	0.058
PF01739	-	-0.114	-0.030	-0.029	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CheR methyltransferase, SAM binding domain	0.058
PF05130	-	0.000	-0.112	0.000	-0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FlgN protein	0.048
PF05816	+	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Toxic anion resistance protein (TelA)	0.044
PF11742	+	0.000	0.066	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3302)	0.041
PF13539	-	-0.214	-0.139	-0.012	-0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-alanyl-D-alanine carboxypeptidase	0.040
PF11188	+	0.175	0.277	0.245	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2975)	0.036
PF13166	+	0.000	0.051	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.030
PF00766	-	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Electron transfer flavoprotein FAD-binding domain	0.017
PF13567	-	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4131)	0.017
PF03775	-	0.000	-0.026	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Septum formation inhibitor MinC, C-terminal domain	0.009
PF10110	+	0.313	0.340	0.178	0.336	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane domain of glycerophosphoryl diester phosphodiesterase	0.009
PF04087	+	0.014	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF389)	0.008
PF01914	-	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MarC family integral membrane protein	-0.009
PF13576	-	-0.049	-0.107	-0.054	-0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (9 copies)	-0.030
PF03960	-	-0.115	-0.109	-0.065	-0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ArsC family	-0.030
PF04608	-	0.000	-0.036	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphatidylglycerophosphatase A	-0.035
PF02954	-	0.000	-0.002	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory protein, Fis family	-0.038
PF10009	-	0.000	-0.041	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2252)	-0.046
PF00931	-	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NB-ARC domain	-0.081
PF07110	-	-0.264	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EthD domain	-0.087
PF05076	-	-0.176	-0.105	0.000	-0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Suppressor of fused protein (SUFU)	-0.091
PF12799	-	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Leucine Rich repeats (2 copies)	-0.094
PF07751	-	-0.005	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Abi-like protein	-0.096
PF04011	-	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LemA family	-0.104
PF12008	-	-0.035	-0.032	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction and modification enzyme - subunit R C terminal	-0.108
PF10979	-	-0.275	-0.262	0.000	-0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2786)	-0.116
PF06838	-	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methionine gamma-lyase	-0.117
PF03205	-	0.000	-0.021	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Molybdopterin guanine dinucleotide synthesis protein B	-0.118
PF07411	-	0.000	-0.033	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	-0.121
PF14595	-	0.000	-0.048	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin	-0.129
PF02275	-	-0.146	-0.180	-0.097	-0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Linear amide C-N hydrolases, choloylglycine hydrolase family	-0.135
PF14720	-	-0.057	-0.024	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NiFe/NiFeSe hydrogenase small subunit C-terminal	-0.137
PF07669	-	0.000	-0.004	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Eco57I restriction-modification methylase	-0.138
PF10662	+	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine utilisation - propanediol utilisation	-0.138
PF07282	-	-0.209	-0.130	0.000	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative transposase DNA-binding domain	-0.150
PF04221	-	0.000	-0.029	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RelB antitoxin	-0.169
PF01368	-	-0.079	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DHH family	-0.169
PF10418	-	0.000	-0.207	-0.236	-0.213	0.000	-0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	-0.228
PF13173	-	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.237
PF10458	-	-0.367	-0.285	-0.076	-0.238	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Valyl tRNA synthetase tRNA binding arm	-0.252
