	class	0.7_0	0.5_0	1_0	0.1_0	0.2_0	0.07_0	0.05_0	0.02_0	0.01_0	0.001_0	0.002_0	0.005_0	0.007_0	Pfam_desc	cor
PF04204	+	0.263	0.202	0.291	0.076	0.134	0.097	0.074	0.000	0.000	0.000	0.000	0.000	0.000	Homoserine O-succinyltransferase	0.510
PF00728	+	0.284	0.268	0.487	0.155	0.198	0.154	0.102	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 20, catalytic domain	0.496
PF00011	+	0.240	0.110	0.000	0.023	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hsp20/alpha crystallin family	0.403
PF00596	+	0.231	0.305	0.305	0.069	0.178	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Class II Aldolase and Adducin N-terminal domain	0.349
PF12821	-	0.000	0.000	-0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3815)	0.311
PF01583	+	0.133	0.212	0.184	0.146	0.194	0.092	0.035	0.000	0.000	0.000	0.000	0.000	0.000	Adenylylsulphate kinase	0.306
PF10418	+	0.464	0.373	0.542	0.235	0.339	0.153	0.084	0.000	0.000	0.000	0.000	0.000	0.000	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	0.282
PF11941	+	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3459)	0.280
PF14526	+	0.000	0.125	0.000	0.081	0.096	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integron-associated effector binding protein	0.274
PF06476	+	0.000	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1090)	0.244
PF10688	-	-0.059	0.000	-0.243	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial inner membrane protein	0.244
PF13192	+	0.219	0.204	0.166	0.043	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin domain	0.241
PF01914	-	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MarC family integral membrane protein	0.241
PF08240	+	0.252	0.016	0.290	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alcohol dehydrogenase GroES-like domain	0.230
PF03881	-	-0.234	-0.090	0.000	0.000	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fructosamine kinase	0.227
PF06296	+	0.183	0.216	0.409	0.086	0.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1044)	0.218
PF09364	+	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XFP N-terminal domain	0.213
PF02153	+	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prephenate dehydrogenase	0.213
PF03825	-	0.000	-0.106	0.000	0.000	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleoside H+ symporter	0.206
PF13807	-	0.000	-0.170	0.000	0.000	-0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	G-rich domain on putative tyrosine kinase	0.203
PF03190	+	0.094	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF255	0.199
PF05168	+	0.000	0.191	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HEPN domain	0.195
PF11694	+	0.258	0.212	0.110	0.073	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3290)	0.193
PF13727	+	0.082	0.067	0.133	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CoA-binding domain	0.188
PF12790	+	0.000	0.136	0.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type VI secretion lipoprotein	0.186
PF02638	-	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase like GH101	0.178
PF13391	+	0.092	0.064	0.074	0.027	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	0.173
PF02694	+	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised BCR, YnfA/UPF0060 family	0.172
PF09445	-	0.000	-0.015	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA cap guanine-N2 methyltransferase	0.164
PF13635	+	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4143)	0.163
PF06414	+	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zeta toxin	0.160
PF03848	+	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tellurite resistance protein TehB	0.159
PF04239	+	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF421)	0.152
PF03649	-	0.000	-0.108	0.000	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0014)	0.145
PF04612	+	0.326	0.215	0.170	0.039	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type II secretion system (T2SS), protein M	0.139
PF02424	-	-0.182	-0.092	-0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ApbE family	0.137
PF13280	+	0.034	0.053	0.122	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WYL domain	0.137
PF06528	+	0.248	0.205	0.248	0.004	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage P2 GpE	0.134
PF13493	+	0.059	0.073	0.188	0.000	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4118)	0.123
PF00025	+	0.000	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ADP-ribosylation factor family	0.120
PF00069	+	0.069	0.128	0.000	0.119	0.134	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein kinase domain	0.108
PF07963	+	0.040	0.120	0.079	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic N-terminal methylation motif	0.096
PF10400	+	0.251	0.229	0.215	0.166	0.206	0.119	0.030	0.000	0.000	0.000	0.000	0.000	0.000	Virulence activator alpha C-term	0.096
PF01188	-	-0.275	-0.244	-0.192	0.000	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain	0.095
PF13714	+	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate phosphomutase	0.092
PF08239	-	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial SH3 domain	0.092
PF12797	-	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S binding domain	0.090
PF11042	+	0.353	0.378	0.477	0.056	0.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2750)	0.090
PF03320	+	0.052	0.000	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	0.088
PF01590	+	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GAF domain	0.085
PF13350	+	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tyrosine phosphatase family	0.082
PF00022	-	0.000	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Actin	0.082
PF03824	-	0.000	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	High-affinity nickel-transport protein	0.080
PF14253	+	0.000	0.166	0.000	0.000	0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage abortive infection AbiH	0.076
PF14531	+	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Kinase-like	0.069
PF02580	-	0.000	-0.250	0.000	-0.076	-0.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-Tyr-tRNA(Tyr) deacylase	0.061
PF02698	+	0.069	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DUF218 domain	0.061
PF03601	-	0.000	-0.055	0.000	-0.089	-0.097	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved hypothetical protein 698	0.061
PF01453	+	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-mannose binding lectin	0.052
PF05272	+	0.091	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virulence-associated protein E	0.043
PF06800	-	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sugar transport protein	0.043
PF03767	-	0.000	0.000	-0.237	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HAD superfamily, subfamily IIIB (Acid phosphatase)	0.043
PF05015	+	0.060	0.094	0.000	0.039	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid maintenance system killer protein	0.043
PF12147	+	0.202	0.000	0.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative methyltransferase	0.042
PF08218	-	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Citrate lyase ligase C-terminal domain	0.039
PF01019	+	0.307	0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Gamma-glutamyltranspeptidase	0.037
PF12724	-	0.000	-0.327	0.000	0.000	-0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin domain	0.036
PF05708	-	-0.099	0.000	-0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Orthopoxvirus protein of unknown function (DUF830)	0.035
PF09924	-	0.000	-0.082	0.000	-0.017	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized conserved protein (DUF2156)	0.033
PF08332	+	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Calcium/calmodulin dependent protein kinase II Association	0.032
PF02350	-	0.000	0.000	0.000	-0.039	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-N-acetylglucosamine 2-epimerase	0.030
PF13792	-	-0.089	-0.111	-0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfate transporter N-terminal domain with GLY motif	0.024
PF00916	-	-0.083	0.000	-0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfate transporter family	0.024
PF02278	-	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide lyase family 8, super-sandwich domain	0.007
PF13176	-	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.005
PF00239	-	-0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Resolvase, N terminal domain	0.005
PF12146	-	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative lysophospholipase	0.005
PF09997	-	-0.106	0.000	-0.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2238)	-0.000
PF03432	-	-0.148	-0.101	-0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Relaxase/Mobilisation nuclease domain	-0.011
PF13936	-	-0.001	0.000	0.000	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.012
PF01642	-	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylmalonyl-CoA mutase	-0.014
PF13181	-	-0.059	-0.069	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.014
PF11985	+	0.078	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3486)	-0.018
PF02796	-	0.000	-0.066	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain of resolvase	-0.019
PF13395	-	0.000	-0.029	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	-0.022
PF13586	-	0.000	0.000	-0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase DDE domain	-0.024
PF12008	+	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction and modification enzyme - subunit R C terminal	-0.024
PF07201	-	-0.337	-0.028	-0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HrpJ-like domain	-0.026
PF04888	-	0.000	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Secretion system effector C (SseC) like family	-0.026
PF00080	-	0.000	0.000	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Copper/zinc superoxide dismutase (SODC)	-0.028
PF02797	+	0.192	0.148	0.371	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chalcone and stilbene synthases, C-terminal domain	-0.033
PF00872	-	0.000	0.000	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase, Mutator family	-0.034
PF00975	-	-0.048	0.000	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioesterase domain	-0.036
PF14497	-	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, C-terminal domain	-0.039
PF13474	+	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	-0.042
PF05191	-	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylate kinase, active site lid	-0.044
PF11760	-	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin synthesis G N-terminal	-0.045
PF02737	-	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	-0.047
PF06961	-	0.000	-0.054	0.000	0.000	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1294)	-0.050
PF01208	-	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uroporphyrinogen decarboxylase (URO-D)	-0.051
PF11870	-	-0.117	0.000	-0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3390)	-0.055
PF01226	-	-0.027	0.000	0.000	-0.019	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Formate/nitrite transporter	-0.073
PF01890	-	0.000	0.000	-0.275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin synthesis G C-terminus	-0.075
PF13518	-	0.000	0.000	-0.038	-0.060	-0.041	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.082
PF04471	-	-0.021	0.000	-0.104	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Restriction endonuclease	-0.084
PF01244	-	-0.096	0.000	-0.113	-0.042	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane dipeptidase (Peptidase family M19)	-0.085
PF02677	-	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized BCR, COG1636	-0.087
PF13601	-	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix DNA-binding domain	-0.088
PF03450	-	0.000	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CO dehydrogenase flavoprotein C-terminal domain	-0.096
PF04183	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	IucA / IucC family	-0.100
PF12363	-	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage protein	-0.101
PF02608	-	-0.225	-0.007	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Basic membrane protein	-0.104
PF06969	-	0.000	0.000	-0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HemN C-terminal domain	-0.108
PF02535	-	-0.205	-0.191	-0.171	-0.058	-0.160	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ZIP Zinc transporter	-0.112
PF02654	-	0.000	-0.137	0.000	-0.020	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin-5-phosphate synthase	-0.120
PF01610	-	0.000	0.000	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase	-0.120
PF01809	-	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolytic domain	-0.123
PF00850	+	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histone deacetylase domain	-0.127
PF00595	-	-0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PDZ domain (Also known as DHR or GLGF)	-0.131
PF14657	-	-0.156	-0.126	-0.127	-0.003	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AP2-like DNA-binding integrase domain	-0.135
PF01555	-	-0.014	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.154
PF06114	-	-0.067	-0.152	-0.250	-0.052	-0.115	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF955)	-0.160
PF01878	-	0.000	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EVE domain	-0.163
PF00355	+	0.043	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rieske [2Fe-2S] domain	-0.167
PF06983	-	-0.255	-0.105	-0.093	-0.024	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-demethylubiquinone-9 3-methyltransferase	-0.178
PF10294	-	0.000	0.000	-0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative methyltransferase	-0.180
PF07508	-	0.000	-0.099	-0.024	-0.063	-0.061	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	-0.191
PF00732	-	0.000	-0.069	0.000	0.000	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GMC oxidoreductase	-0.200
PF13274	-	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF4065)	-0.206
PF03444	-	0.000	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	-0.209
PF00023	-	-0.159	0.000	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	-0.218
PF06068	+	0.000	0.035	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TIP49 C-terminus	-0.223
PF10503	-	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Esterase PHB depolymerase	-0.234
PF10397	-	-0.172	0.000	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	-0.240
PF03060	-	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nitronate monooxygenase	-0.243
PF01135	-	0.000	-0.093	0.000	-0.052	-0.067	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	-0.243
PF01478	-	0.000	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type IV leader peptidase family	-0.248
PF08460	-	0.000	0.000	-0.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial SH3 domain	-0.261
PF02550	-	-0.261	-0.068	-0.242	-0.057	-0.067	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyl-CoA hydrolase/transferase N-terminal domain	-0.317
PF07521	-	0.000	0.000	-0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA-metabolising metallo-beta-lactamase	-0.327
