	class	0.7_0	1_0	0.5_0	0.2_0	0.02_0	0.05_0	0.07_0	0.1_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF05145	+	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative ammonia monooxygenase	0.410
PF07916	+	0.076	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TraG-like protein, N-terminal region	0.392
PF13107	+	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3964)	0.324
PF08191	+	0.000	0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LRR adjacent	0.324
PF12354	+	0.339	0.323	0.441	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial adhesion/invasion protein N terminal	0.324
PF12181	+	0.224	0.239	0.136	0.202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA binding domain of the motility gene repressor (MogR)	0.324
PF11313	+	0.245	0.218	0.001	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3116)	0.324
PF07252	+	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1433)	0.324
PF11328	+	0.000	0.000	0.026	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3130	0.324
PF04480	+	0.067	0.069	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF559)	0.309
PF00145	-	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-5 cytosine-specific DNA methylase	0.260
PF03806	+	0.000	0.000	0.038	0.083	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	AbgT putative transporter family	0.245
PF14305	+	0.198	0.156	0.081	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TupA-like ATPgrasp	0.235
PF02544	+	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-oxo-5-alpha-steroid 4-dehydrogenase	0.216
PF05973	-	-0.039	-0.076	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage derived protein Gp49-like (DUF891)	0.205
PF01321	+	0.115	0.071	0.057	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Creatinase/Prolidase N-terminal domain	0.177
PF00576	-	0.000	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HIUase/Transthyretin family	0.171
PF10571	+	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family UPF0547	0.157
PF02814	+	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UreE urease accessory protein, N-terminal domain	0.112
PF00413	+	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Matrixin	0.112
PF12969	+	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function with PDB structure (DUF3857)	0.104
PF03237	-	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Terminase-like family	0.090
PF13610	-	0.000	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DDE domain	0.032
PF10127	-	0.000	0.000	-0.075	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted nucleotidyltransferase	0.013
PF00135	-	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carboxylesterase family	0.004
PF05015	-	-0.158	-0.182	-0.091	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid maintenance system killer protein	-0.067
PF04313	-	-0.068	-0.112	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction enzyme R protein N terminus (HSDR_N)	-0.085
PF09296	-	0.000	-0.051	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH pyrophosphatase-like rudimentary NUDIX domain	-0.090
PF02677	-	-0.339	-0.335	-0.253	-0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized BCR, COG1636	-0.113
PF03448	+	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MgtE intracellular N domain	-0.135
PF05870	-	-0.116	-0.124	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phenolic acid decarboxylase (PAD)	-0.140
PF03070	-	-0.144	-0.176	-0.093	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TENA/THI-4/PQQC family	-0.403
