	class	0.7_0	0.5_0	1_0	0.2_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.001_0	0.002_0	0.005_0	0.007_0	Pfam_desc	cor
PF00891	-	0.000	-0.195	-0.358	-0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	0.284
PF12242	-	-0.124	-0.060	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NAD(P)H binding domain of trans-2-enoyl-CoA reductase	0.250
PF15604	+	0.000	0.000	0.000	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative toxin 43	0.248
PF05973	-	-0.092	0.000	0.000	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage derived protein Gp49-like (DUF891)	0.244
PF11563	-	-0.096	0.000	-0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protoglobin	0.233
PF07732	-	-0.209	-0.151	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Multicopper oxidase	0.224
PF08786	-	-0.124	-0.155	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1795)	0.223
PF04239	+	0.010	0.105	0.000	0.033	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF421)	0.211
PF08274	-	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PhnA Zinc-Ribbon	0.211
PF07929	+	0.254	0.256	0.274	0.181	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid pRiA4b ORF-3-like protein	0.206
PF11625	+	0.040	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3253)	0.202
PF02654	-	0.000	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin-5-phosphate synthase	0.196
PF00710	+	0.000	0.011	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	0.192
PF13205	-	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial Ig-like domain	0.191
PF00150	+	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cellulase (glycosyl hydrolase family 5)	0.186
PF02604	-	-0.081	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antitoxin Phd_YefM, type II toxin-antitoxin system	0.167
PF06969	-	0.000	-0.197	-0.306	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HemN C-terminal domain	0.155
PF05065	+	0.113	0.131	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage capsid family	0.154
PF01923	-	-0.021	-0.075	-0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin adenosyltransferase	0.153
PF02613	-	-0.260	-0.143	-0.185	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nitrate reductase delta subunit	0.152
PF03601	-	0.000	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved hypothetical protein 698	0.149
PF09314	+	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1972)	0.143
PF07199	+	0.000	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1411)	0.142
PF12495	+	0.000	0.000	0.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vegetative insecticide protein 3A N terminal	0.142
PF09131	+	0.549	0.326	0.295	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacillus thuringiensis delta-Endotoxin, middle domain	0.142
PF08003	-	0.000	0.000	-0.042	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1698)	0.137
PF07885	-	-0.085	0.000	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	0.134
PF00933	-	0.000	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 N terminal domain	0.130
PF07693	-	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KAP family P-loop domain	0.127
PF00872	+	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase, Mutator family	0.113
PF13565	-	0.000	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homeodomain-like domain	0.103
PF03831	-	-0.125	-0.105	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PhnA protein	0.093
PF13540	+	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Regulator of chromosome condensation (RCC1) repeat	0.068
PF06966	+	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1295)	0.066
PF03895	-	-0.064	-0.119	-0.105	-0.045	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YadA-like C-terminal region	0.060
PF07029	+	0.058	0.286	0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CryBP1 protein	0.048
PF03616	-	0.000	-0.272	0.000	-0.226	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium/glutamate symporter	0.040
PF00908	-	-0.000	0.000	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	dTDP-4-dehydrorhamnose 3,5-epimerase	0.030
PF01885	+	0.072	0.025	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA 2'-phosphotransferase, Tpt1 / KptA family	0.012
PF14378	-	-0.099	-0.057	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAP2 superfamily	0.000
PF09669	-	-0.071	-0.061	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage regulatory protein Rha (Phage_pRha)	-0.000
PF13936	+	0.160	0.122	0.225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.008
PF07022	-	0.000	-0.173	-0.094	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage CI repressor helix-turn-helix domain	-0.029
PF01642	-	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylmalonyl-CoA mutase	-0.062
PF13749	-	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP-dependent DNA helicase recG C-terminal	-0.063
PF09445	-	0.000	0.000	-0.055	-0.024	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA cap guanine-N2 methyltransferase	-0.103
PF03308	-	-0.171	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ArgK protein	-0.111
PF03432	-	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Relaxase/Mobilisation nuclease domain	-0.123
PF14635	-	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-hairpin-helix motif	-0.127
PF01420	-	-0.044	-0.020	-0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction modification DNA specificity domain	-0.140
PF12895	-	-0.051	-0.070	-0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anaphase-promoting complex, cyclosome, subunit 3	-0.154
PF07669	+	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Eco57I restriction-modification methylase	-0.168
PF07155	-	-0.270	-0.216	-0.230	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ECF-type riboflavin transporter, S component	-0.182
PF01809	-	-0.191	-0.121	0.000	-0.171	-0.107	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolytic domain	-0.191
PF13854	+	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Kelch motif	-0.203
PF08706	-	-0.065	0.000	-0.024	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D5 N terminal like	-0.204
PF13495	-	-0.079	-0.056	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	-0.210
PF02335	-	-0.160	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome c552	-0.249
PF02475	-	0.000	0.000	0.000	-0.006	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Met-10+ like-protein	-0.250
PF10662	-	0.000	0.000	0.000	-0.158	-0.100	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine utilisation - propanediol utilisation	-0.334
