	class	0.2_0	1_0	0.5_0	0.7_0	0.1_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	0.07_0	0.05_0	Pfam_desc	cor
PF05076	+	0.251	0.168	0.215	0.294	0.180	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	Suppressor of fused protein (SUFU)	0.198
PF08495	+	0.062	0.067	0.065	0.148	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FIST N domain	0.192
PF10442	+	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FIST C domain	0.192
PF08325	+	0.075	0.112	0.072	0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WLM domain	0.192
PF05891	+	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AdoMet dependent proline di-methyltransferase	0.189
PF12476	+	0.000	0.067	0.000	0.309	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3696)	0.189
PF05971	+	0.019	0.000	0.044	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF890)	0.181
PF14903	+	0.030	0.136	0.153	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WG containing repeat	0.169
PF08298	+	0.005	0.057	0.163	0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PrkA AAA domain	0.162
PF14539	+	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4442)	0.151
PF01443	+	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Viral (Superfamily 1) RNA helicase	0.151
PF05729	-	0.000	-0.092	-0.030	-0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NACHT domain	0.148
PF03936	+	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Terpene synthase family, metal binding domain	0.115
PF02450	+	0.000	0.067	0.051	0.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lecithin:cholesterol acyltransferase	0.115
PF13391	+	0.151	0.211	0.139	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	0.114
PF13482	+	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNase_H superfamily	0.102
PF14595	+	0.057	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin	0.096
PF06803	+	0.000	0.068	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1232)	0.082
PF14281	+	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PD-(D/E)XK nuclease superfamily	0.080
PF14390	+	0.000	0.350	0.227	0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4420)	0.080
PF03372	+	0.000	0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Endonuclease/Exonuclease/phosphatase family	0.071
PF04466	+	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage terminase large subunit	0.061
PF04326	+	0.000	0.035	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divergent AAA domain	0.049
PF03096	+	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ndr family	0.004
PF00762	-	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferrochelatase	-0.011
PF07670	-	0.000	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleoside recognition	-0.037
PF13248	+	0.000	0.019	0.005	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	-0.039
PF12696	-	0.000	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TraM recognition site of TraD and TraG	-0.052
PF07166	-	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1398)	-0.057
PF10544	-	0.000	-0.066	0.000	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	T5orf172 domain	-0.059
PF00872	+	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase, Mutator family	-0.092
PF05708	-	0.000	0.000	0.000	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Orthopoxvirus protein of unknown function (DUF830)	-0.108
PF13936	-	-0.002	-0.017	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.113
PF00302	-	0.000	-0.039	-0.004	-0.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chloramphenicol acetyltransferase	-0.120
PF08007	-	0.000	0.000	0.000	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupin superfamily protein	-0.143
PF07377	-	0.000	-0.054	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1493)	-0.151
PF00208	-	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	-0.157
PF01306	-	0.000	-0.015	0.000	-0.173	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LacY proton/sugar symporter	-0.162
PF13378	-	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enolase C-terminal domain-like	-0.164
PF08401	-	0.000	-0.095	-0.052	-0.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1738)	-0.171
PF11974	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-2-macroglobulin MG1 domain	-0.174
PF06754	-	-0.021	-0.042	-0.036	-0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphonate metabolism protein PhnG	-0.180
PF05872	-	0.000	-0.126	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF853)	-0.184
PF06564	-	0.000	0.000	0.000	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YhjQ protein	-0.192
PF13338	-	0.000	-0.063	-0.038	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4095)	-0.199
PF14310	-	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fibronectin type III-like domain	-0.204
PF00325	-	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory proteins, crp family	-0.207
PF13580	-	-0.026	-0.132	-0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SIS domain	-0.207
PF03894	-	0.000	0.000	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase	-0.208
PF07411	-	0.000	0.000	-0.044	-0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	-0.227
PF12682	-	-0.047	-0.208	-0.151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	-0.236
PF03170	-	-0.027	-0.138	-0.133	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial cellulose synthase subunit	-0.246
PF02550	-	0.000	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyl-CoA hydrolase/transferase N-terminal domain	-0.256
PF13596	-	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	-0.256
PF13089	-	0.000	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase N-terminal domain	-0.257
PF02503	-	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase middle domain	-0.257
PF13007	-	0.000	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase C of IS166 homeodomain	-0.286
PF02092	-	-0.074	-0.110	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycyl-tRNA synthetase beta subunit	-0.292
PF10423	-	-0.114	-0.000	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial AMP nucleoside phosphorylase N-terminus	-0.300
PF03432	-	0.000	-0.062	-0.003	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Relaxase/Mobilisation nuclease domain	-0.309
PF03633	-	-0.033	-0.157	-0.099	-0.223	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 65, C-terminal domain	-0.311
PF02705	-	-0.020	0.000	0.000	-0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	K+ potassium transporter	-0.320
PF14821	-	0.000	0.000	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Threonine synthase N terminus	-0.327
PF01094	-	0.000	0.000	0.000	-0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Receptor family ligand binding region	-0.343
PF02627	-	-0.064	-0.099	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carboxymuconolactone decarboxylase family	-0.354
PF13473	-	-0.165	-0.092	-0.126	-0.018	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupredoxin-like domain	-0.417
