	class	1_0	0.5_0	0.7_0	0.2_0	0.05_0	0.07_0	0.1_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	0.001_0	Pfam_desc	cor
PF13420	+	0.000	0.000	0.000	0.000	0.019	0.017	0.007	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	0.382
PF05977	+	0.086	0.138	0.119	0.091	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	Transmembrane secretion effector	0.380
PF03601	+	0.000	0.000	0.000	0.066	0.010	0.022	0.042	0.000	0.000	0.000	0.000	0.000	0.000	Conserved hypothetical protein 698	0.366
PF06114	+	0.109	0.034	0.042	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF955)	0.332
PF04095	+	0.249	0.118	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nicotinate phosphoribosyltransferase (NAPRTase) family	0.324
PF01471	+	0.085	0.117	0.019	0.088	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	Putative peptidoglycan binding domain	0.323
PF13302	+	0.075	0.000	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	0.302
PF02541	+	0.000	0.025	0.000	0.081	0.068	0.114	0.132	0.000	0.000	0.000	0.000	0.000	0.000	Ppx/GppA phosphatase family	0.301
PF12974	+	0.098	0.109	0.000	0.033	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	ABC transporter, phosphonate, periplasmic substrate-binding protein	0.293
PF00258	+	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	0.287
PF02806	+	0.000	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha amylase, C-terminal all-beta domain	0.266
PF13579	-	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase 4-like domain	0.262
PF00984	+	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-glucose/GDP-mannose dehydrogenase family, central domain	0.257
PF01654	+	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial Cytochrome Ubiquinol Oxidase	0.249
PF01136	+	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family U32	0.244
PF13275	+	0.000	0.095	0.108	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	S4 domain	0.242
PF01219	+	0.000	0.062	0.000	0.040	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic diacylglycerol kinase	0.236
PF01507	+	0.289	0.242	0.253	0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoadenosine phosphosulfate reductase family	0.234
PF02634	+	0.098	0.059	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FdhD/NarQ family	0.228
PF00708	+	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acylphosphatase	0.225
PF14698	-	-0.099	0.000	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Argininosuccinate lyase C-terminal	0.224
PF01583	+	0.000	0.000	0.017	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylylsulphate kinase	0.224
PF02602	+	0.000	0.000	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uroporphyrinogen-III synthase HemD	0.224
PF03780	+	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asp23 family	0.220
PF14490	+	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-hairpin-helix containing domain	0.216
PF02590	+	0.416	0.215	0.000	0.136	0.000	0.013	0.068	0.000	0.000	0.000	0.000	0.000	0.000	Predicted SPOUT methyltransferase	0.213
PF02589	+	0.000	0.024	0.000	0.037	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised ACR, YkgG family COG1556	0.206
PF00475	-	0.000	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Imidazoleglycerol-phosphate dehydratase	0.204
PF00815	-	0.000	0.000	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidinol dehydrogenase	0.204
PF01634	-	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP phosphoribosyltransferase	0.204
PF04186	+	0.486	0.333	0.393	0.277	0.038	0.109	0.184	0.000	0.000	0.000	0.000	0.000	0.000	FxsA cytoplasmic membrane protein	0.204
PF01022	-	-0.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory protein, arsR family	0.204
PF01745	+	0.000	0.048	0.044	0.074	0.007	0.041	0.054	0.000	0.000	0.000	0.000	0.000	0.000	Isopentenyl transferase	0.193
PF01558	+	0.000	0.078	0.000	0.079	0.000	0.006	0.053	0.000	0.000	0.000	0.000	0.000	0.000	Pyruvate ferredoxin/flavodoxin oxidoreductase	0.191
PF12730	+	0.000	0.180	0.169	0.122	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	ABC-2 family transporter protein	0.188
PF10369	-	0.000	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Small subunit of acetolactate synthase	0.187
PF14534	+	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4440)	0.186
PF00800	-	0.000	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prephenate dehydratase	0.186
PF03706	+	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0104)	0.185
PF00195	+	0.000	0.026	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chalcone and stilbene synthases, N-terminal domain	0.185
PF01503	-	0.000	-0.073	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoribosyl-ATP pyrophosphohydrolase	0.169
PF08267	-	0.000	-0.021	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin-independent synthase, N-terminal domain	0.164
PF02627	-	-0.119	0.000	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carboxymuconolactone decarboxylase family	0.158
PF01794	+	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferric reductase like transmembrane component	0.155
PF05954	+	0.030	0.018	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage late control gene D protein (GPD)	0.144
PF09864	+	0.181	0.241	0.260	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane-bound lysozyme-inhibitor of c-type lysozyme	0.144
PF02678	+	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pirin	0.143
PF10410	-	0.000	-0.237	-0.200	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DnaB-helicase binding domain of primase	0.140
PF02735	+	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ku70/Ku80 beta-barrel domain	0.136
PF04262	+	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutamate-cysteine ligase	0.133
PF05853	+	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic protein of unknown function (DUF849)	0.130
PF11734	+	0.035	0.023	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TilS substrate C-terminal domain	0.129
PF13116	+	0.000	0.002	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function	0.128
PF02965	-	0.000	-0.085	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vitamin B12 dependent methionine synthase, activation domain	0.126
PF03788	-	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LrgA family	0.125
PF00657	-	-0.110	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GDSL-like Lipase/Acylhydrolase	0.125
PF05787	+	0.078	0.041	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF839)	0.122
PF11791	+	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aconitate B N-terminal domain	0.119
PF13593	-	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SBF-like CPA transporter family (DUF4137)	0.116
PF08478	-	-0.354	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	POTRA domain, FtsQ-type	0.113
PF04296	+	0.000	0.000	0.000	0.030	0.014	0.034	0.045	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF448)	0.112
PF01914	+	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MarC family integral membrane protein	0.111
PF13519	+	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	0.110
PF04325	+	0.096	0.127	0.052	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF465)	0.105
PF02436	-	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved carboxylase domain	0.104
PF06965	+	0.000	0.081	0.000	0.079	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	Na+/H+ antiporter 1	0.103
PF06742	+	0.000	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1214)	0.101
PF02016	-	0.000	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LD-carboxypeptidase	0.101
PF02371	-	0.000	-0.150	-0.173	-0.105	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	Transposase IS116/IS110/IS902 family	0.101
PF08818	-	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DU1801)	0.098
PF04552	+	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sigma-54, DNA binding domain	0.095
PF01590	-	0.000	0.000	0.000	-0.037	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	GAF domain	0.094
PF13714	-	-0.092	0.000	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate phosphomutase	0.092
PF01841	-	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglutaminase-like superfamily	0.091
PF12266	+	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3613)	0.090
PF03358	-	-0.048	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADPH-dependent FMN reductase	0.089
PF01980	-	0.000	-0.043	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family UPF0066	0.088
PF00762	-	0.000	0.000	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferrochelatase	0.085
PF09413	+	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF2007)	0.084
PF13578	-	0.000	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyltransferase domain	0.084
PF01734	-	-0.062	0.000	-0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Patatin-like phospholipase	0.081
PF02782	-	-0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FGGY family of carbohydrate kinases, C-terminal domain	0.079
PF00676	-	0.000	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dehydrogenase E1 component	0.079
PF06470	+	0.062	0.127	0.201	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMC proteins Flexible Hinge Domain	0.078
PF13623	+	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SurA N-terminal domain	0.078
PF09019	+	0.000	0.042	0.254	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EcoRII C terminal	0.077
PF05163	-	-0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DinB family	0.076
PF01596	-	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	0.076
PF10340	-	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2424)	0.073
PF13360	-	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PQQ-like domain	0.066
PF13704	-	-0.169	-0.091	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family 2	0.066
PF09848	-	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized conserved protein (DUF2075)	0.066
PF03119	-	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NAD-dependent DNA ligase C4 zinc finger domain	0.064
PF02645	+	0.135	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein, DegV family COG1307	0.056
PF10097	+	0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2335)	0.056
PF05049	+	0.434	0.264	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Interferon-inducible GTPase (IIGP)	0.056
PF10544	+	0.000	0.066	0.051	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	T5orf172 domain	0.056
PF14384	+	0.020	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4415)	0.053
PF01501	-	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family 8	0.050
PF13564	-	0.000	-0.167	0.000	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DoxX-like family	0.050
PF00116	-	-0.141	-0.128	-0.257	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome C oxidase subunit II, periplasmic domain	0.048
PF13684	+	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydroxyacetone kinase family	0.041
PF05315	+	0.000	0.088	0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ICEA Protein	0.039
PF08402	-	-0.189	-0.226	-0.275	-0.129	0.000	0.000	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	TOBE domain	0.039
PF08386	-	-0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TAP-like protein	0.037
PF13492	-	-0.024	-0.084	-0.105	-0.081	0.000	-0.009	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	GAF domain	0.035
PF07714	-	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein tyrosine kinase	0.029
PF06803	-	-0.154	-0.034	-0.081	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1232)	0.026
PF06827	-	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zinc finger found in FPG and IleRS	0.026
PF13248	-	0.000	-0.054	-0.184	-0.061	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	0.025
PF09445	-	-0.241	-0.122	-0.187	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA cap guanine-N2 methyltransferase	0.023
PF13550	-	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative phage tail protein	0.022
PF10442	-	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FIST C domain	0.017
PF01946	-	-0.222	-0.139	-0.281	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thi4 family	0.016
PF14635	-	0.000	-0.032	-0.011	-0.048	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	Helix-hairpin-helix motif	0.012
PF13174	-	0.000	-0.057	0.000	-0.066	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.000
PF13392	-	0.000	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	0.000
PF13490	-	0.000	0.000	0.000	-0.019	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	Putative zinc-finger	-0.002
PF03681	-	-0.141	-0.087	-0.107	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.006
PF01555	-	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.007
PF13466	-	0.000	-0.135	0.000	-0.067	0.000	-0.012	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	STAS domain	-0.021
PF02798	-	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, N-terminal domain	-0.027
PF02592	-	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized ACR, YhhQ family COG1738	-0.029
PF07927	-	-0.115	-0.024	-0.007	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YcfA-like protein	-0.032
PF10662	-	-0.080	-0.056	0.000	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine utilisation - propanediol utilisation	-0.043
PF06831	-	0.000	-0.117	0.000	-0.095	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	Formamidopyrimidine-DNA glycosylase H2TH domain	-0.045
PF01523	-	0.000	-0.017	0.000	-0.026	0.000	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	Putative modulator of DNA gyrase	-0.061
PF02381	-	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MraZ protein	-0.068
PF05258	-	-0.109	0.000	-0.194	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF721)	-0.099
PF09723	-	-0.070	-0.077	-0.181	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zinc ribbon domain	-0.102
PF07916	-	0.000	-0.293	-0.320	-0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TraG-like protein, N-terminal region	-0.106
PF13086	-	-0.094	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.112
PF03412	-	0.000	-0.092	-0.144	-0.053	0.000	-0.010	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase C39 family	-0.112
PF11130	-	-0.339	0.000	0.000	0.000	0.000	-0.024	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	F pilus assembly Type-IV secretion system for plasmid transfer	-0.116
PF13087	-	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.116
PF05050	-	-0.014	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyltransferase FkbM domain	-0.127
PF01633	-	0.000	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Choline/ethanolamine kinase	-0.127
PF12762	-	0.000	-0.082	0.000	-0.109	0.000	0.000	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	ISXO2-like transposase domain	-0.195
