	class	0.2_0	0.7_0	0.5_0	1_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.001_0	0.002_0	0.005_0	0.007_0	Pfam_desc	cor
PF13540	+	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Regulator of chromosome condensation (RCC1) repeat	0.064
PF13630	-	-0.041	-0.089	-0.070	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SdpI/YhfL protein family	0.043
PF13610	-	-0.044	-0.030	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DDE domain	0.033
PF01769	+	0.000	0.117	0.081	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divalent cation transporter	0.028
PF02744	-	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Galactose-1-phosphate uridyl transferase, C-terminal domain	0.018
PF03592	-	0.000	0.000	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Terminase small subunit	0.017
PF13338	+	0.000	0.059	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4095)	0.017
PF10923	+	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	P-loop Domain of unknown function (DUF2791)	0.006
PF06838	-	0.000	0.000	-0.031	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methionine gamma-lyase	0.005
PF08713	-	0.000	-0.059	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA alkylation repair enzyme	0.003
PF07694	+	0.000	0.097	0.052	0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5TMR of 5TMR-LYT	-0.001
PF00201	-	-0.076	-0.172	-0.148	-0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-glucoronosyl and UDP-glucosyl transferase	-0.002
PF00850	+	0.222	0.086	0.141	0.070	0.150	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histone deacetylase domain	-0.010
PF13707	+	0.014	0.101	0.064	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RloB-like protein	-0.012
PF13240	-	0.000	-0.036	-0.018	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	-0.014
PF08818	-	0.000	0.000	0.000	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DU1801)	-0.019
PF03382	+	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mycoplasma protein of unknown function, DUF285	-0.019
PF10026	-	0.000	0.000	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted Zn-dependent protease (DUF2268)	-0.020
PF02646	+	0.076	0.135	0.118	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RmuC family	-0.021
PF02958	-	-0.121	-0.155	-0.149	-0.162	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ecdysteroid kinase	-0.025
PF13409	+	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, N-terminal domain	-0.027
PF08843	+	0.041	0.041	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyl transferase of unknown function (DUF1814)	-0.039
PF12895	-	-0.005	-0.065	-0.053	-0.190	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anaphase-promoting complex, cyclosome, subunit 3	-0.049
PF00078	-	-0.037	-0.100	-0.078	-0.093	-0.023	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Reverse transcriptase (RNA-dependent DNA polymerase)	-0.049
PF10509	-	-0.029	-0.062	-0.070	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Galactokinase galactose-binding signature	-0.050
PF13114	-	-0.090	-0.123	-0.096	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RecO N terminal	-0.050
PF00872	-	0.000	-0.044	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase, Mutator family	-0.054
PF13455	-	0.000	-0.011	-0.015	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Meiotically up-regulated gene 113	-0.059
PF05223	-	0.000	-0.041	-0.020	-0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NTF2-like N-terminal transpeptidase domain	-0.060
PF04326	-	-0.042	-0.116	-0.100	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divergent AAA domain	-0.063
PF12102	-	0.000	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3578)	-0.065
PF05658	+	0.073	0.072	0.080	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Head domain of trimeric autotransporter adhesin	-0.071
PF03237	-	-0.040	-0.091	-0.087	-0.119	-0.037	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Terminase-like family	-0.081
PF01968	+	0.081	0.179	0.151	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydantoinase/oxoprolinase	-0.082
PF05662	+	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Coiled stalk of trimeric autotransporter adhesin	-0.087
PF11213	+	0.000	0.168	0.183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3006)	-0.088
PF13551	+	0.000	0.082	0.062	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	-0.092
PF13018	+	0.000	0.137	0.085	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Extended Signal Peptide of Type V secretion system	-0.097
PF03895	+	0.210	0.281	0.246	0.309	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YadA-like C-terminal region	-0.100
PF07866	+	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1653)	-0.100
PF03746	+	0.031	0.067	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LamB/YcsF family	-0.105
PF05128	+	0.077	0.098	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF697)	-0.109
PF03808	-	0.000	-0.051	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase WecB/TagA/CpsF family	-0.110
PF13588	+	0.000	0.045	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction enzyme R protein N terminus (HSDR_N)	-0.112
PF01293	+	0.000	0.090	0.028	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate carboxykinase	-0.116
PF13490	+	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative zinc-finger	-0.119
PF09723	+	0.099	0.242	0.207	0.000	0.051	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zinc ribbon domain	-0.121
PF03629	-	0.000	-0.045	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF303)	-0.134
PF03956	+	0.001	0.006	0.063	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane protein of unknown function (DUF340)	-0.136
PF01960	-	-0.002	-0.056	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ArgJ family	-0.139
PF00931	-	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NB-ARC domain	-0.140
PF06414	-	0.000	-0.034	-0.008	-0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zeta toxin	-0.143
PF13088	-	-0.117	-0.025	-0.077	-0.021	-0.077	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BNR repeat-like domain	-0.144
PF00652	-	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ricin-type beta-trefoil lectin domain	-0.144
PF11734	-	-0.027	-0.030	-0.003	-0.056	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TilS substrate C-terminal domain	-0.144
PF04143	+	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulphur transport	-0.147
PF10728	+	0.000	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF2520)	-0.149
PF08463	-	0.000	-0.136	-0.083	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EcoEI R protein C-terminal	-0.149
PF13470	+	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PIN domain	-0.150
PF08924	-	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1906)	-0.154
PF00697	-	-0.035	0.000	-0.013	-0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	-0.163
PF03733	-	0.000	-0.013	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF307)	-0.164
PF13379	-	-0.010	-0.091	-0.069	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NMT1-like family	-0.165
PF13342	-	-0.028	-0.034	-0.031	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal repeat of topoisomerase	-0.167
PF06940	-	0.000	0.000	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1287)	-0.172
PF01758	-	0.000	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium Bile acid symporter family	-0.173
PF00325	-	0.000	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory proteins, crp family	-0.177
PF04461	+	0.082	0.119	0.093	0.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF520)	-0.180
PF01315	+	0.000	0.096	0.081	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	-0.181
PF11975	-	-0.116	-0.094	-0.114	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Family 4 glycosyl hydrolase C-terminal domain	-0.181
PF13089	+	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase N-terminal domain	-0.184
PF13348	-	-0.169	-0.279	-0.215	-0.279	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tyrosine phosphatase family C-terminal region	-0.189
PF12974	-	-0.036	-0.073	-0.065	-0.109	-0.021	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC transporter, phosphonate, periplasmic substrate-binding protein	-0.191
PF08031	-	-0.065	-0.041	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Berberine and berberine like	-0.201
PF12796	+	0.031	0.047	0.032	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeats (3 copies)	-0.203
PF08532	-	-0.023	-0.054	-0.052	-0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Beta-galactosidase trimerisation domain	-0.206
PF04235	-	-0.011	0.000	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF418)	-0.206
PF08719	-	0.000	0.000	0.000	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1768)	-0.209
PF13807	-	0.000	-0.029	0.000	-0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	G-rich domain on putative tyrosine kinase	-0.218
PF02086	-	0.000	-0.024	0.000	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D12 class N6 adenine-specific DNA methyltransferase	-0.219
PF08443	-	0.000	0.000	0.000	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RimK-like ATP-grasp domain	-0.223
PF07411	-	-0.029	-0.117	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	-0.226
PF01270	-	-0.082	-0.179	-0.180	-0.186	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 8	-0.226
PF06226	-	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1007)	-0.229
PF01914	-	0.000	-0.046	0.000	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MarC family integral membrane protein	-0.236
PF11127	+	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2892)	-0.236
PF12571	-	0.000	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage tail-collar fibre protein	-0.236
PF02348	+	0.000	0.102	0.089	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytidylyltransferase	-0.237
PF02574	-	0.000	0.000	0.000	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homocysteine S-methyltransferase	-0.258
PF10101	-	0.000	-0.002	0.000	-0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2339)	-0.259
PF01490	-	0.000	-0.062	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transmembrane amino acid transporter protein	-0.261
PF00782	-	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dual specificity phosphatase, catalytic domain	-0.266
PF11638	-	0.000	-0.075	-0.044	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DnaA N-terminal domain	-0.268
PF00933	-	0.000	-0.021	-0.018	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 N terminal domain	-0.269
PF00092	-	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	-0.289
PF05954	-	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage late control gene D protein (GPD)	-0.301
PF00596	-	-0.174	-0.185	-0.201	0.000	-0.076	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Class II Aldolase and Adducin N-terminal domain	-0.311
PF13360	+	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PQQ-like domain	-0.313
PF01923	-	-0.013	-0.075	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin adenosyltransferase	-0.347
PF00202	-	0.000	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aminotransferase class-III	-0.348
PF00227	-	-0.045	-0.030	-0.051	0.000	-0.065	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proteasome subunit	-0.349
PF02599	-	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Global regulator protein family	-0.349
PF09312	-	0.000	-0.102	-0.033	-0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SurA N-terminal domain	-0.357
PF13533	-	-0.147	-0.170	-0.131	-0.302	-0.079	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Biotin-lipoyl like	-0.359
PF13524	-	-0.007	-0.149	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferases group 1	-0.369
PF05130	-	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FlgN protein	-0.374
PF01339	-	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CheB methylesterase	-0.385
PF00111	+	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2Fe-2S iron-sulfur cluster binding domain	-0.390
PF00563	-	0.000	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EAL domain	-0.396
PF03775	+	0.000	0.144	0.000	0.269	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Septum formation inhibitor MinC, C-terminal domain	-0.398
PF13432	+	0.000	0.015	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.408
PF02120	-	0.000	0.000	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flagellar hook-length control protein FliK	-0.446
PF00733	-	0.000	-0.064	-0.084	-0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparagine synthase	-0.451
