	class	1_0	0.5_0	0.7_0	0.2_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.001_0	0.002_0	0.005_0	0.007_0	Pfam_desc	cor
PF08840	+	0.000	0.000	0.136	0.083	0.100	0.112	0.118	0.000	0.000	0.000	0.000	0.000	0.000	BAAT / Acyl-CoA thioester hydrolase C terminal	0.306
PF14526	+	0.010	0.000	0.000	0.073	0.106	0.081	0.047	0.000	0.000	0.000	0.000	0.000	0.000	Integron-associated effector binding protein	0.306
PF10662	+	0.108	0.182	0.086	0.167	0.073	0.064	0.035	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine utilisation - propanediol utilisation	0.298
PF14568	+	0.308	0.233	0.143	0.213	0.124	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMI1-KNR4 cell-wall	0.286
PF04456	+	0.000	0.039	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF503)	0.285
PF00722	+	0.097	0.145	0.143	0.105	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 16	0.285
PF13344	+	0.162	0.000	0.134	0.000	0.120	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haloacid dehalogenase-like hydrolase	0.280
PF01361	+	0.146	0.218	0.162	0.194	0.099	0.057	0.034	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	0.274
PF06347	+	0.048	0.129	0.076	0.149	0.076	0.076	0.073	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial SH3 domain	0.270
PF14689	+	0.025	0.068	0.021	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sensor_kinase_SpoOB-type, alpha-helical domain	0.270
PF05336	+	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF718)	0.269
PF09314	+	0.138	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1972)	0.266
PF01944	+	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integral membrane protein DUF95	0.247
PF12641	+	0.097	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin domain	0.246
PF13559	+	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4129)	0.243
PF04239	+	0.131	0.161	0.097	0.152	0.160	0.124	0.078	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF421)	0.241
PF13828	+	0.057	0.119	0.177	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4190)	0.234
PF02916	+	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA polymerase processivity factor	0.234
PF00614	+	0.000	0.025	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase D Active site motif	0.222
PF13602	+	0.056	0.129	0.078	0.148	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zinc-binding dehydrogenase	0.220
PF07885	+	0.155	0.217	0.247	0.143	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	0.219
PF03663	+	0.023	0.000	0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 76	0.205
PF03729	+	0.190	0.142	0.124	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Short repeat of unknown function (DUF308)	0.201
PF05116	-	0.000	-0.077	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sucrose-6F-phosphate phosphohydrolase	0.200
PF03951	+	0.166	0.000	0.191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutamine synthetase, beta-Grasp domain	0.194
PF13239	+	0.043	0.071	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2TM domain	0.193
PF01987	+	0.000	0.000	0.000	0.000	0.076	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mitochondrial biogenesis AIM24	0.192
PF13578	+	0.000	0.075	0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyltransferase domain	0.190
PF10091	+	0.000	0.092	0.101	0.141	0.087	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative glucoamylase	0.178
PF09346	+	0.000	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMI1 / KNR4 family (SUKH-1)	0.177
PF02784	+	0.129	0.144	0.139	0.216	0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	0.160
PF08592	+	0.554	0.512	0.442	0.312	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1772)	0.158
PF04371	+	0.149	0.091	0.095	0.122	0.086	0.102	0.066	0.000	0.000	0.000	0.000	0.000	0.000	Porphyromonas-type peptidyl-arginine deiminase	0.157
PF09851	+	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Short C-terminal domain	0.151
PF00255	+	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione peroxidase	0.150
PF12895	-	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anaphase-promoting complex, cyclosome, subunit 3	0.149
PF04326	+	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divergent AAA domain	0.149
PF00278	+	0.150	0.255	0.239	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	0.147
PF13704	+	0.161	0.106	0.146	0.129	0.111	0.060	0.017	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family 2	0.147
PF00563	+	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EAL domain	0.145
PF06961	-	0.000	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1294)	0.142
PF00990	+	0.099	0.093	0.101	0.108	0.100	0.072	0.018	0.000	0.000	0.000	0.000	0.000	0.000	GGDEF domain	0.141
PF01113	+	0.294	0.003	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydrodipicolinate reductase, N-terminus	0.134
PF06180	-	-0.180	-0.046	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt chelatase (CbiK)	0.129
PF06224	+	0.119	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix DNA-binding domain	0.125
PF04235	+	0.000	0.077	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF418)	0.120
PF05045	+	0.000	0.107	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rhamnan synthesis protein F	0.118
PF02030	-	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hypothetical lipoprotein (MG045 family)	0.116
PF03190	+	0.000	0.075	0.060	0.078	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF255	0.115
PF02534	+	0.068	0.159	0.194	0.092	0.072	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type IV secretory system Conjugative DNA transfer	0.115
PF12320	-	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type 5 capsule protein repressor C-terminal domain	0.115
PF02230	+	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase/Carboxylesterase	0.112
PF09347	+	0.208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1989)	0.111
PF01447	-	-0.019	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thermolysin metallopeptidase, catalytic domain	0.108
PF01678	+	0.096	0.120	0.082	0.133	0.173	0.146	0.050	0.000	0.000	0.000	0.000	0.000	0.000	Diaminopimelate epimerase	0.108
PF00805	-	-0.065	-0.112	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (8 copies)	0.105
PF13278	-	-0.082	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative amidotransferase	0.099
PF01244	+	0.183	0.123	0.155	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane dipeptidase (Peptidase family M19)	0.098
PF13597	-	-0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anaerobic ribonucleoside-triphosphate reductase	0.097
PF08327	+	0.000	0.096	0.000	0.059	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Activator of Hsp90 ATPase homolog 1-like protein	0.097
PF03733	+	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF307)	0.097
PF01464	+	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglycosylase SLT domain	0.086
PF06165	+	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase family 36	0.085
PF01909	+	0.169	0.099	0.113	0.082	0.065	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyltransferase domain	0.083
PF03845	-	-0.139	-0.078	0.000	-0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Spore germination protein	0.081
PF13342	-	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal repeat of topoisomerase	0.080
PF02502	-	0.000	-0.009	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribose/Galactose Isomerase	0.076
PF13280	-	-0.130	0.000	-0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WYL domain	0.075
PF04332	+	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF475)	0.071
PF05228	+	0.399	0.268	0.399	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CHASE4 domain	0.067
PF05119	-	-0.116	-0.166	-0.149	-0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage terminase, small subunit	0.066
PF02146	-	-0.066	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sir2 family	0.062
PF14226	+	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	non-haem dioxygenase in morphine synthesis N-terminal	0.060
PF01391	-	-0.077	-0.031	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Collagen triple helix repeat (20 copies)	0.058
PF00561	+	0.387	0.275	0.266	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	alpha/beta hydrolase fold	0.050
PF00082	-	-0.070	-0.036	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Subtilase family	0.030
PF13408	-	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase zinc beta ribbon domain	0.030
PF06832	+	0.000	0.080	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Penicillin-Binding Protein C-terminus Family	0.024
PF04860	-	0.000	0.000	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein	0.013
PF13669	-	-0.116	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	0.010
PF01564	+	0.075	0.027	0.090	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Spermine/spermidine synthase	0.006
PF03050	-	-0.025	0.000	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase IS66 family	0.002
PF07508	-	-0.045	-0.065	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	0.001
PF07021	+	0.206	0.228	0.203	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methionine biosynthesis protein MetW	-0.000
PF02583	+	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Metal-sensitive transcriptional repressor	-0.002
PF13420	-	0.000	-0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	-0.008
PF08706	-	-0.059	-0.115	-0.113	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D5 N terminal like	-0.009
PF07703	+	0.201	0.112	0.161	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-2-macroglobulin family N-terminal region	-0.011
PF00239	-	-0.223	-0.121	-0.167	-0.124	-0.104	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Resolvase, N terminal domain	-0.012
PF03096	-	0.000	0.000	0.000	0.000	-0.057	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ndr family	-0.013
PF01493	-	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GXGXG motif	-0.014
PF00670	+	0.093	0.095	0.075	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	-0.015
PF13424	-	-0.042	-0.089	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.021
PF00465	-	0.000	-0.100	-0.198	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron-containing alcohol dehydrogenase	-0.023
PF01451	-	-0.301	-0.235	-0.295	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Low molecular weight phosphotyrosine protein phosphatase	-0.024
PF02133	-	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Permease for cytosine/purines, uracil, thiamine, allantoin	-0.026
PF13378	-	0.000	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enolase C-terminal domain-like	-0.030
PF00311	-	-0.086	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate carboxylase	-0.034
PF13936	-	-0.162	-0.118	-0.088	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.038
PF03444	-	0.000	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	-0.039
PF01261	-	0.000	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Xylose isomerase-like TIM barrel	-0.039
PF00274	+	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fructose-bisphosphate aldolase class-I	-0.049
PF03649	-	-0.221	-0.123	-0.161	-0.094	-0.060	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0014)	-0.049
PF13438	-	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4113)	-0.051
PF13683	-	0.000	-0.125	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	-0.053
PF01226	-	0.000	0.000	0.000	-0.047	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Formate/nitrite transporter	-0.057
PF06742	+	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1214)	-0.062
PF13518	-	0.000	-0.074	-0.139	-0.157	-0.049	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.063
PF01978	-	-0.021	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sugar-specific transcriptional regulator TrmB	-0.065
PF05899	+	0.049	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF861)	-0.066
PF04909	-	-0.108	-0.210	-0.166	-0.145	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidohydrolase	-0.073
PF03320	+	0.061	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	-0.077
PF00325	-	-0.055	0.000	-0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory proteins, crp family	-0.078
PF00350	-	-0.038	-0.022	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dynamin family	-0.079
PF01256	-	0.000	-0.109	0.000	-0.217	-0.085	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate kinase	-0.080
PF01977	-	-0.025	-0.065	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	-0.081
PF00585	-	-0.072	-0.095	-0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal regulatory domain of Threonine dehydratase	-0.091
PF07963	-	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic N-terminal methylation motif	-0.091
PF03591	-	-0.016	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AzlC protein	-0.101
PF00665	-	-0.043	0.000	-0.131	-0.044	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	-0.101
PF05437	-	0.000	0.000	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Branched-chain amino acid transport protein (AzlD)	-0.109
PF13977	-	0.000	0.000	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial transcriptional repressor	-0.109
PF10340	-	-0.062	-0.088	0.000	-0.057	-0.041	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2424)	-0.120
PF06628	-	0.000	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Catalase-related immune-responsive	-0.120
PF13309	-	0.000	0.000	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HTH domain	-0.131
PF08348	-	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YheO-like PAS domain	-0.131
PF13186	-	-0.110	-0.114	-0.117	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron-sulfur cluster-binding domain	-0.132
PF01610	-	-0.035	-0.047	-0.113	-0.017	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase	-0.132
PF13682	-	-0.094	-0.132	-0.134	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chemoreceptor zinc-binding domain	-0.132
PF02446	-	-0.038	-0.030	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4-alpha-glucanotransferase	-0.157
PF01764	-	-0.170	-0.189	-0.175	-0.161	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lipase (class 3)	-0.162
PF11066	-	-0.294	-0.190	-0.122	-0.094	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2867)	-0.162
PF07670	-	-0.093	-0.105	0.000	-0.138	-0.150	-0.129	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	Nucleoside recognition	-0.165
PF14690	-	-0.129	-0.062	-0.021	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	-0.166
PF03693	-	-0.101	-0.029	-0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0156)	-0.172
PF05114	-	0.000	0.000	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF692)	-0.178
PF06821	+	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Serine hydrolase	-0.180
PF13606	-	-0.187	-0.059	-0.134	-0.047	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	-0.184
PF11964	-	0.000	-0.016	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SpoIIAA-like	-0.184
PF07286	-	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1445)	-0.189
PF06508	-	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Queuosine biosynthesis protein QueC	-0.197
PF07729	-	0.000	0.000	0.000	0.000	-0.083	-0.102	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	FCD domain	-0.203
PF02615	-	-0.107	0.000	-0.037	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Malate/L-lactate dehydrogenase	-0.217
PF00762	-	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferrochelatase	-0.220
PF00301	-	-0.097	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rubredoxin	-0.220
PF00984	-	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-glucose/GDP-mannose dehydrogenase family, central domain	-0.227
PF04290	-	0.000	0.000	0.000	-0.089	-0.110	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tripartite ATP-independent periplasmic transporters, DctQ component	-0.229
PF02152	-	0.000	-0.280	-0.370	-0.233	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydroneopterin aldolase	-0.230
PF02277	-	0.000	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoribosyltransferase	-0.230
PF14698	-	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Argininosuccinate lyase C-terminal	-0.246
PF02649	-	-0.161	-0.077	-0.088	-0.075	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I GTP cyclohydrolase folE2	-0.247
PF02771	-	-0.107	0.000	-0.138	0.000	-0.042	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-CoA dehydrogenase, N-terminal domain	-0.250
