	class	0.5_0	1_0	0.2_0	0.7_0	0.1_0	0.07_0	0.05_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF05772	-	0.000	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NinB protein	-0.092
PF12639	-	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNase/tRNase domain of colicin-like bacteriocin	-0.092
PF11086	-	-0.169	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2878)	-0.100
PF03070	-	-0.132	0.000	0.000	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TENA/THI-4/PQQC family	-0.104
PF02794	-	-0.077	-0.046	0.000	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RTX toxin acyltransferase family	-0.110
PF08386	-	-0.401	0.000	-0.003	-0.388	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TAP-like protein	-0.111
PF04389	-	0.000	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family M28	-0.119
PF07103	-	0.000	-0.334	-0.030	-0.346	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1365)	-0.120
PF01219	-	0.000	-0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic diacylglycerol kinase	-0.121
PF13606	-	-0.080	-0.073	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	-0.129
PF04860	-	-0.080	-0.182	-0.053	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein	-0.130
PF02589	-	-0.006	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised ACR, YkgG family COG1556	-0.132
PF06296	-	0.000	0.000	0.000	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1044)	-0.138
PF05076	-	0.000	-0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Suppressor of fused protein (SUFU)	-0.147
PF13857	-	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeats (many copies)	-0.150
PF01596	+	0.000	0.113	0.031	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	-0.152
PF11870	-	0.000	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3390)	-0.154
PF14883	-	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hypothetical glycosyl hydrolase family 13	-0.156
PF00082	-	0.000	-0.119	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Subtilase family	-0.171
PF14412	-	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH	-0.192
PF00690	-	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cation transporter/ATPase, N-terminus	-0.194
PF00657	-	-0.003	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GDSL-like Lipase/Acylhydrolase	-0.201
PF03994	-	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function (DUF350)	-0.206
PF04076	-	0.000	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial OB fold (BOF) protein	-0.213
PF01501	-	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family 8	-0.251
PF07859	-	0.000	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	alpha/beta hydrolase fold	-0.263
PF05893	-	-0.119	-0.103	-0.109	-0.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-CoA reductase (LuxC)	-0.263
PF01268	-	-0.038	-0.079	0.000	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Formate--tetrahydrofolate ligase	-0.288
PF06725	-	0.000	0.000	0.000	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3D domain	-0.296
PF00975	-	-0.116	-0.064	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioesterase domain	-0.304
PF01263	-	0.000	-0.134	0.000	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aldose 1-epimerase	-0.304
PF14529	-	0.000	-0.008	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Endonuclease-reverse transcriptase	-0.308
PF06628	-	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Catalase-related immune-responsive	-0.322
PF00703	-	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 2	-0.327
PF02887	-	0.000	-0.205	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyruvate kinase, alpha/beta domain	-0.333
PF03880	-	-0.014	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DbpA RNA binding domain	-0.341
PF00654	-	-0.384	-0.481	-0.228	-0.357	-0.099	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Voltage gated chloride channel	-0.350
PF08279	-	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HTH domain	-0.368
PF00903	-	0.000	0.000	0.000	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-0.368
PF01325	-	0.000	0.000	-0.177	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron dependent repressor, N-terminal DNA binding domain	-0.397
PF00393	-	-0.197	-0.189	-0.191	-0.184	-0.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6-phosphogluconate dehydrogenase, C-terminal domain	-0.426
PF10111	-	0.000	-0.058	0.000	-0.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase like family 2	-0.434
PF11799	-	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	impB/mucB/samB family C-terminal domain	-0.470
PF01316	-	0.000	0.000	0.000	0.000	-0.030	-0.143	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	Arginine repressor, DNA binding domain	-0.502
PF01048	-	-0.241	0.000	0.000	-0.245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphorylase superfamily	-0.502
PF00817	-	0.000	0.000	-0.215	0.000	-0.135	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	impB/mucB/samB family	-0.512
