	class	0.1_0	0.07_0	0.5_0	0.2_0	1_0	0.05_0	0.7_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF11975	-	0.000	0.000	0.000	-0.024	-0.045	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	Family 4 glycosyl hydrolase C-terminal domain	0.001
PF04131	-	0.000	0.000	-0.068	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative N-acetylmannosamine-6-phosphate epimerase	0.001
PF04932	-	0.000	0.000	0.000	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-Antigen ligase	-0.002
PF11734	+	0.008	0.000	0.089	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TilS substrate C-terminal domain	-0.004
PF13424	-	0.000	0.000	-0.038	0.000	-0.084	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.008
PF00239	-	-0.028	0.000	-0.154	-0.106	-0.102	0.000	-0.175	0.000	0.000	0.000	0.000	0.000	0.000	Resolvase, N terminal domain	-0.014
PF02965	+	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vitamin B12 dependent methionine synthase, activation domain	-0.016
PF07943	+	0.000	0.000	0.120	0.088	0.163	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	Penicillin-binding protein 5, C-terminal domain	-0.019
PF13768	-	0.000	0.000	-0.010	-0.001	0.000	0.000	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	-0.024
PF11319	+	0.000	0.000	0.005	0.000	0.000	0.000	0.147	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3121)	-0.027
PF04199	+	0.000	0.000	0.105	0.000	0.092	0.000	0.104	0.000	0.000	0.000	0.000	0.000	0.000	Putative cyclase	-0.027
PF01470	-	-0.069	0.000	-0.212	-0.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyroglutamyl peptidase	-0.030
PF08535	-	0.000	0.000	0.000	0.000	-0.020	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	KorB domain	-0.031
PF06953	-	0.000	0.000	-0.113	-0.075	-0.199	0.000	-0.109	0.000	0.000	0.000	0.000	0.000	0.000	Arsenical resistance operon trans-acting repressor ArsD	-0.031
PF01139	-	0.000	0.000	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	tRNA-splicing ligase RtcB	-0.033
PF02388	-	0.000	0.000	-0.067	-0.038	-0.252	0.000	-0.221	0.000	0.000	0.000	0.000	0.000	0.000	FemAB family	-0.038
PF11066	-	0.000	0.000	0.000	0.000	-0.089	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2867)	-0.039
PF01420	-	0.000	0.000	0.000	0.000	-0.042	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction modification DNA specificity domain	-0.043
PF07228	-	-0.021	0.000	0.000	-0.090	-0.082	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	Stage II sporulation protein E (SpoIIE)	-0.044
PF03330	+	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rare lipoprotein A (RlpA)-like double-psi beta-barrel	-0.048
PF07007	-	0.000	0.000	0.000	0.000	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1311)	-0.050
PF12147	+	0.000	0.000	0.277	0.167	0.341	0.000	0.286	0.000	0.000	0.000	0.000	0.000	0.000	Putative methyltransferase	-0.051
PF02696	-	0.000	0.000	-0.048	0.000	-0.243	0.000	-0.224	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized ACR, YdiU/UPF0061 family	-0.052
PF09684	-	0.000	0.000	-0.089	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage tail protein (Tail_P2_I)	-0.058
PF03994	-	0.000	0.000	-0.082	-0.013	-0.071	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function (DUF350)	-0.058
PF07484	-	0.000	0.000	-0.019	-0.020	-0.172	0.000	-0.156	0.000	0.000	0.000	0.000	0.000	0.000	Phage Tail Collar Domain	-0.059
PF13303	+	0.000	0.000	0.158	0.044	0.240	0.000	0.265	0.000	0.000	0.000	0.000	0.000	0.000	Phosphotransferase system, EIIC	-0.068
PF00923	-	0.000	0.000	0.000	0.000	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transaldolase	-0.069
PF02302	-	0.000	0.000	-0.029	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system, Lactose/Cellobiose specific IIB subunit	-0.072
PF03831	-	0.000	0.000	-0.055	0.000	-0.073	0.000	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	PhnA protein	-0.078
PF13840	+	0.000	0.000	0.011	0.000	0.000	0.000	0.170	0.000	0.000	0.000	0.000	0.000	0.000	ACT domain	-0.081
PF00782	+	0.000	0.000	0.000	0.000	0.095	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	Dual specificity phosphatase, catalytic domain	-0.085
PF14526	-	-0.061	-0.006	-0.172	-0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integron-associated effector binding protein	-0.087
PF11356	-	0.000	0.000	0.000	0.000	-0.093	0.000	-0.120	0.000	0.000	0.000	0.000	0.000	0.000	Type IV pilus biogenesis	-0.092
PF00570	-	0.000	0.000	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HRDC domain	-0.093
PF12911	-	0.000	0.000	-0.067	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal TM domain of oligopeptide transport permease C	-0.093
PF06048	-	0.000	0.000	-0.011	-0.029	-0.073	0.000	-0.087	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF927)	-0.096
PF07731	-	0.000	0.000	-0.056	-0.029	-0.120	0.000	-0.155	0.000	0.000	0.000	0.000	0.000	0.000	Multicopper oxidase	-0.104
PF01946	+	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thi4 family	-0.104
PF12729	-	0.000	0.000	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Four helix bundle sensory module for signal transduction	-0.108
PF13408	-	-0.029	0.000	-0.083	-0.043	-0.103	0.000	-0.117	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase zinc beta ribbon domain	-0.108
PF12161	-	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HsdM N-terminal domain	-0.112
PF13191	-	0.000	0.000	-0.077	0.000	0.000	0.000	-0.191	0.000	0.000	0.000	0.000	0.000	0.000	AAA ATPase domain	-0.113
PF04134	-	0.000	0.000	-0.042	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF393	-0.113
PF09084	-	-0.158	-0.073	-0.151	-0.155	-0.299	0.000	-0.263	0.000	0.000	0.000	0.000	0.000	0.000	NMT1/THI5 like	-0.125
PF00313	-	0.000	0.000	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	'Cold-shock' DNA-binding domain	-0.127
PF01740	-	0.000	0.000	0.000	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	STAS domain	-0.129
PF07508	-	-0.040	-0.017	0.000	0.000	-0.006	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	-0.132
PF09299	-	0.000	0.000	0.000	0.000	-0.153	0.000	-0.168	0.000	0.000	0.000	0.000	0.000	0.000	Mu transposase, C-terminal	-0.146
PF13813	-	-0.007	0.000	-0.186	-0.099	-0.260	0.000	-0.255	0.000	0.000	0.000	0.000	0.000	0.000	Membrane bound O-acyl transferase family	-0.146
PF05913	-	-0.007	0.000	-0.014	0.000	-0.121	0.000	-0.144	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF871)	-0.152
PF01555	-	-0.124	-0.083	-0.213	-0.203	-0.241	-0.021	-0.239	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.156
PF07559	-	0.000	0.000	-0.329	-0.131	-0.272	0.000	-0.314	0.000	0.000	0.000	0.000	0.000	0.000	Flagellar basal body protein FlaE	-0.175
PF02814	-	-0.017	0.000	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UreE urease accessory protein, N-terminal domain	-0.181
PF00023	-	-0.030	0.000	-0.039	-0.070	-0.090	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	-0.190
PF04264	-	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YceI-like domain	-0.232
PF00188	-	-0.029	0.000	-0.151	-0.114	-0.329	0.000	-0.297	0.000	0.000	0.000	0.000	0.000	0.000	Cysteine-rich secretory protein family	-0.234
PF03618	-	-0.308	-0.282	-0.178	-0.211	-0.241	-0.156	-0.281	0.000	0.000	0.000	0.000	0.000	0.000	Kinase/pyrophosphorylase	-0.244
PF13362	-	0.000	0.000	0.000	-0.010	0.000	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	Toprim domain	-0.248
PF00355	-	-0.012	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rieske [2Fe-2S] domain	-0.354
