	class	0.7_0	1_0	0.5_0	0.2_0	0.1_0	0.07_0	0.05_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF03621	+	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MbtH-like protein	0.496
PF02814	+	0.000	0.000	0.000	0.091	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UreE urease accessory protein, N-terminal domain	0.464
PF04675	+	0.147	0.108	0.194	0.184	0.115	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA ligase N terminus	0.453
PF05194	+	0.054	0.058	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UreE urease accessory protein, C-terminal domain	0.445
PF10503	+	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Esterase PHB depolymerase	0.445
PF06833	+	0.494	0.520	0.466	0.373	0.307	0.221	0.098	0.000	0.000	0.000	0.000	0.000	0.000	Malonate decarboxylase gamma subunit (MdcE)	0.429
PF12766	+	0.025	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	0.429
PF09981	+	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2218)	0.409
PF04655	+	0.044	0.056	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aminoglycoside/hydroxyurea antibiotic resistance kinase	0.395
PF13835	+	0.212	0.237	0.187	0.143	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4194)	0.392
PF12769	+	0.077	0.064	0.081	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3814)	0.374
PF13449	+	0.197	0.226	0.170	0.140	0.105	0.099	0.056	0.000	0.000	0.000	0.000	0.000	0.000	Esterase-like activity of phytase	0.367
PF13340	+	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative transposase of IS4/5 family (DUF4096)	0.361
PF00211	+	0.000	0.000	0.000	0.000	0.007	0.042	0.038	0.000	0.000	0.000	0.000	0.000	0.000	Adenylate and Guanylate cyclase catalytic domain	0.343
PF02469	+	0.127	0.163	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fasciclin domain	0.339
PF07286	+	0.103	0.139	0.072	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1445)	0.324
PF13700	+	0.058	0.083	0.049	0.039	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4158)	0.318
PF06966	+	0.237	0.233	0.238	0.209	0.218	0.196	0.110	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1295)	0.298
PF10517	+	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Electron transfer DM13	0.261
PF12796	-	0.000	-0.002	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeats (3 copies)	0.255
PF02915	+	0.194	0.191	0.175	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rubrerythrin	0.247
PF10397	+	0.028	0.034	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	0.236
PF02720	+	0.089	0.079	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF222)	0.236
PF02954	-	-0.044	-0.071	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory protein, Fis family	0.204
PF04473	+	0.053	0.073	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglutaminase-like domain	0.185
PF01447	-	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thermolysin metallopeptidase, catalytic domain	0.181
PF13156	+	0.131	0.127	0.129	0.082	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Restriction endonuclease	0.181
PF02624	+	0.122	0.143	0.109	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YcaO-like family	0.178
PF02868	-	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thermolysin metallopeptidase, alpha-helical domain	0.176
PF02554	-	-0.023	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbon starvation protein CstA	0.170
PF13722	-	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal domain on CstA (DUF4161)	0.170
PF01894	-	-0.058	-0.055	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family UPF0047	0.149
PF04794	-	-0.039	-0.067	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YdjC-like protein	0.140
PF13020	+	0.044	0.026	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3883)	0.139
PF07584	+	0.022	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aerotolerance regulator N-terminal	0.097
PF13087	-	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.092
PF04172	-	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LrgB-like family	0.086
PF00482	-	-0.032	-0.060	-0.035	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type II secretion system (T2SS), protein F	0.070
PF04213	+	0.101	0.143	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Htaa	0.061
PF01408	-	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase family, NAD-binding Rossmann fold	0.052
PF00704	-	-0.029	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 18	0.037
PF00755	+	0.213	0.173	0.263	0.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Choline/Carnitine o-acyltransferase	0.036
PF04183	-	-0.001	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	IucA / IucC family	0.035
PF02896	-	-0.078	-0.050	-0.107	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PEP-utilising enzyme, TIM barrel domain	0.033
PF03209	+	0.123	0.122	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PUCC protein	0.014
PF02592	-	-0.003	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized ACR, YhhQ family COG1738	0.000
PF10145	-	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage-related minor tail protein	-0.015
PF03681	-	-0.051	-0.035	-0.057	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.016
PF13730	-	-0.067	-0.076	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.023
PF02086	-	-0.067	-0.072	-0.055	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D12 class N6 adenine-specific DNA methyltransferase	-0.025
PF14133	+	0.092	0.169	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4300)	-0.052
PF00195	-	-0.101	-0.111	-0.087	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chalcone and stilbene synthases, N-terminal domain	-0.052
PF07553	+	0.041	0.042	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Host cell surface-exposed lipoprotein	-0.072
PF02535	-	-0.043	-0.046	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ZIP Zinc transporter	-0.079
PF14897	-	-0.061	-0.080	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EpsG family	-0.087
PF05198	-	-0.050	-0.066	-0.013	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Translation initiation factor IF-3, N-terminal domain	-0.118
PF06415	-	0.000	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BPG-independent PGAM N-terminus (iPGM_N)	-0.123
PF02659	-	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF	-0.149
PF02074	-	-0.064	-0.044	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carboxypeptidase Taq (M32) metallopeptidase	-0.182
PF12464	-	-0.032	-0.021	-0.051	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Maltose acetyltransferase	-0.200
PF08211	-	-0.057	-0.037	-0.089	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytidine and deoxycytidylate deaminase zinc-binding region	-0.219
PF09445	-	0.000	0.000	-0.016	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA cap guanine-N2 methyltransferase	-0.240
PF00265	-	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thymidine kinase	-0.358
PF01228	-	0.000	0.000	0.000	-0.041	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycine radical	-0.429
PF02664	-	0.000	0.000	0.000	-0.013	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	S-Ribosylhomocysteinase (LuxS)	-0.461
