	class	1_0	0.5_0	0.07_0	0.7_0	0.1_0	0.2_0	0.05_0	0.02_0	0.007_0	0.01_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF14805	+	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetrahydrodipicolinate N-succinyltransferase N-terminal	0.273
PF05954	-	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage late control gene D protein (GPD)	0.272
PF04102	-	-0.295	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SlyX	0.265
PF01865	+	0.033	0.000	0.028	0.003	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF47	0.261
PF13406	-	0.000	-0.226	0.000	-0.204	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglycosylase SLT domain	0.260
PF00893	+	0.118	0.063	0.000	0.114	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Small Multidrug Resistance protein	0.253
PF04632	-	-0.140	-0.107	0.000	-0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fusaric acid resistance protein family	0.245
PF00042	+	0.039	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Globin	0.240
PF00764	+	0.000	0.000	0.000	0.000	0.051	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Arginosuccinate synthase	0.229
PF05173	+	0.000	0.000	0.000	0.126	0.060	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydrodipicolinate reductase, C-terminus	0.228
PF00994	+	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Probable molybdopterin binding domain	0.226
PF07726	+	0.024	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATPase family associated with various cellular activities (AAA)	0.218
PF00884	+	0.222	0.152	0.000	0.101	0.020	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfatase	0.213
PF07876	+	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stress responsive A/B Barrel Domain	0.205
PF00311	+	0.217	0.173	0.031	0.181	0.069	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate carboxylase	0.199
PF14464	-	0.000	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic homologs of the JAB domain	0.196
PF10955	+	0.442	0.384	0.000	0.344	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2757)	0.195
PF14069	+	0.000	0.592	0.000	0.374	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stage VI sporulation protein F	0.195
PF10628	+	0.479	0.000	0.000	0.316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Outer spore coat protein E (CotE)	0.195
PF11117	+	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2626)	0.195
PF11808	-	0.000	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3329)	0.175
PF13499	-	-0.374	-0.320	0.000	-0.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EF-hand domain pair	0.175
PF03788	+	0.027	0.000	0.000	0.006	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LrgA family	0.174
PF00701	+	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydrodipicolinate synthetase family	0.172
PF04172	+	0.074	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LrgB-like family	0.157
PF04030	+	0.000	0.000	0.000	0.000	0.015	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-arabinono-1,4-lactone oxidase	0.151
PF08212	-	0.000	-0.043	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lipocalin-like domain	0.149
PF01455	+	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HupF/HypC family	0.140
PF02698	+	0.148	0.085	0.000	0.110	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DUF218 domain	0.139
PF01814	-	-0.136	-0.113	0.000	-0.148	-0.001	-0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hemerythrin HHE cation binding domain	0.133
PF13551	-	-0.111	-0.051	0.000	-0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	0.126
PF09123	+	0.107	0.233	0.000	0.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1931)	0.112
PF05067	+	0.137	0.086	0.000	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Manganese containing catalase	0.073
PF08338	+	0.159	0.187	0.158	0.168	0.186	0.200	0.112	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1731)	0.071
PF02661	+	0.102	0.007	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fic/DOC family	0.051
PF02639	-	-0.165	0.000	0.000	-0.100	0.000	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized BCR, YaiI/YqxD family COG1671	0.051
PF05834	-	-0.217	-0.015	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lycopene cyclase protein	0.047
PF09278	-	-0.021	0.000	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MerR, DNA binding	0.041
PF05015	-	-0.167	-0.126	0.000	-0.152	0.000	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid maintenance system killer protein	0.040
PF13290	+	0.083	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chitobiase/beta-hexosaminidase C-terminal domain	0.038
PF04586	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Caudovirus prohead protease	0.019
PF00395	+	0.000	0.000	0.000	0.000	0.037	0.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	S-layer homology domain	0.018
PF11700	-	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vacuole effluxer Atg22 like	0.014
PF00908	+	0.077	0.082	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	dTDP-4-dehydrorhamnose 3,5-epimerase	0.012
PF04261	-	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dyp-type peroxidase family	0.009
PF01555	+	0.059	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	0.009
PF12832	-	-0.089	-0.009	0.000	-0.017	-0.031	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MFS_1 like family	0.004
PF07885	-	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	-0.003
PF14691	-	0.000	0.000	-0.052	0.000	-0.103	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	-0.003
PF02498	-	-0.081	-0.089	0.000	-0.074	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BRO family, N-terminal domain	-0.019
PF03575	-	0.000	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S51	-0.028
PF09669	-	0.000	0.000	0.000	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage regulatory protein Rha (Phage_pRha)	-0.032
PF01427	-	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-ala-D-ala dipeptidase	-0.034
PF09831	-	-0.131	-0.085	0.000	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2058)	-0.038
PF04170	-	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NlpE N-terminal domain	-0.039
PF03606	-	-0.085	-0.015	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C4-dicarboxylate anaerobic carrier	-0.041
PF00708	+	0.060	0.146	0.000	0.141	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acylphosphatase	-0.050
PF07508	-	-0.009	-0.067	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	-0.066
PF13527	-	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	-0.103
PF13632	-	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family group 2	-0.122
PF07664	-	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferrous iron transport protein B C terminus	-0.124
PF09704	-	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein (Cas_Cas5)	-0.124
PF12849	-	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PBP superfamily domain	-0.126
PF13514	-	0.000	-0.034	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.134
PF04883	-	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage HK97-gp10, putative tail-component	-0.143
PF06210	-	-0.056	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1003)	-0.144
PF08840	-	-0.238	-0.195	0.000	-0.132	-0.026	-0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BAAT / Acyl-CoA thioester hydrolase C terminal	-0.151
PF06580	-	0.000	-0.010	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine kinase	-0.153
PF13495	-	-0.119	-0.062	0.000	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	-0.157
PF04493	-	0.000	0.000	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Endonuclease V	-0.160
PF04961	+	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Formiminotransferase-cyclodeaminase	-0.185
PF03610	-	-0.059	0.000	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system fructose IIA component	-0.199
PF04397	-	-0.158	-0.151	0.000	-0.133	-0.009	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LytTr DNA-binding domain	-0.215
PF01443	-	-0.035	-0.016	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Viral (Superfamily 1) RNA helicase	-0.226
PF03747	-	-0.038	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ADP-ribosylglycohydrolase	-0.240
PF05135	-	0.000	0.000	0.000	-0.046	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage gp6-like head-tail connector protein	-0.252
PF13740	-	0.000	-0.239	-0.256	-0.208	-0.280	-0.278	-0.202	0.000	0.000	0.000	0.000	0.000	0.000	ACT domain	-0.292
PF01895	-	-0.206	0.000	-0.067	-0.176	-0.132	-0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PhoU domain	-0.322
PF12464	-	0.000	0.000	0.000	0.000	-0.022	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Maltose acetyltransferase	-0.330
PF02361	-	-0.013	-0.033	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt transport protein	-0.362
PF03611	-	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system sugar-specific permease component	-0.411
PF00874	-	0.000	-0.281	0.000	0.000	-0.028	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PRD domain	-0.498
PF00781	-	0.000	0.000	0.000	-0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Diacylglycerol kinase catalytic domain	-0.500
