	class	0.7_0	0.2_0	0.5_0	1_0	0.1_0	0.05_0	0.07_0	0.02_0	0.005_0	0.01_0	0.007_0	0.001_0	0.002_0	Pfam_desc	cor
PF03633	+	0.182	0.208	0.163	0.000	0.165	0.134	0.150	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 65, C-terminal domain	0.321
PF01943	+	0.147	0.086	0.139	0.114	0.073	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide biosynthesis protein	0.316
PF11734	+	0.239	0.219	0.234	0.288	0.135	0.035	0.087	0.000	0.000	0.000	0.000	0.000	0.000	TilS substrate C-terminal domain	0.312
PF03596	+	0.000	0.023	0.000	0.040	0.074	0.033	0.052	0.000	0.000	0.000	0.000	0.000	0.000	Cadmium resistance transporter	0.305
PF03965	+	0.004	0.040	0.066	0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Penicillinase repressor	0.299
PF13439	+	0.099	0.162	0.109	0.128	0.117	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase Family 4	0.298
PF06993	+	0.301	0.260	0.288	0.326	0.201	0.133	0.160	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1304)	0.289
PF07831	+	0.159	0.000	0.079	0.126	0.028	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	Pyrimidine nucleoside phosphorylase C-terminal domain	0.284
PF02457	+	0.058	0.000	0.067	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DisA bacterial checkpoint controller nucleotide-binding	0.277
PF01183	+	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 25	0.274
PF10111	+	0.103	0.024	0.196	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase like family 2	0.252
PF03799	+	0.020	0.000	0.055	0.029	0.000	0.004	0.003	0.000	0.000	0.000	0.000	0.000	0.000	Cell division protein FtsQ	0.248
PF00194	+	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Eukaryotic-type carbonic anhydrase	0.239
PF04230	+	0.000	0.145	0.000	0.000	0.146	0.078	0.114	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide pyruvyl transferase	0.238
PF00258	+	0.103	0.000	0.000	0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	0.236
PF13185	+	0.033	0.065	0.078	0.012	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GAF domain	0.233
PF07275	+	0.062	0.000	0.058	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antirestriction protein (ArdA)	0.231
PF13477	+	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase 4-like	0.223
PF13413	+	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	0.218
PF03406	+	0.156	0.000	0.199	0.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage tail fibre repeat	0.213
PF13333	+	0.179	0.213	0.176	0.239	0.098	0.044	0.069	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	0.206
PF07799	+	0.058	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1643)	0.203
PF02899	+	0.104	0.000	0.000	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	0.199
PF01676	+	0.101	0.115	0.118	0.124	0.082	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	Metalloenzyme superfamily	0.197
PF03141	+	0.039	0.023	0.095	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative S-adenosyl-L-methionine-dependent methyltransferase	0.196
PF12724	+	0.002	0.004	0.000	0.023	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin domain	0.195
PF06414	+	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zeta toxin	0.193
PF05198	+	0.000	0.022	0.011	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Translation initiation factor IF-3, N-terminal domain	0.190
PF04860	+	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein	0.190
PF13617	+	0.000	0.000	0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YnbE-like lipoprotein	0.187
PF04245	-	-0.053	0.000	-0.083	-0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37-kD nucleoid-associated bacterial protein	0.184
PF03632	+	0.000	0.000	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 65 central catalytic domain	0.183
PF14840	+	0.151	0.173	0.179	0.241	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Processivity clamp loader gamma complex DNA pol III C-term	0.173
PF11575	+	0.449	0.293	0.401	0.467	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FhuF 2Fe-2S C-terminal domain	0.166
PF00481	-	0.000	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein phosphatase 2C	0.161
PF04892	+	0.000	0.000	0.000	0.001	0.101	0.088	0.115	0.001	0.000	0.000	0.000	0.000	0.000	VanZ like family	0.158
PF09299	+	0.433	0.388	0.474	0.449	0.318	0.252	0.306	0.000	0.000	0.000	0.000	0.000	0.000	Mu transposase, C-terminal	0.158
PF04326	+	0.044	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divergent AAA domain	0.156
PF09983	+	0.000	0.138	0.000	0.188	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria C-term(DUF2220)	0.155
PF01276	-	-0.079	0.000	0.000	-0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Orn/Lys/Arg decarboxylase, major domain	0.154
PF05065	+	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage capsid family	0.153
PF02368	-	-0.103	-0.018	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial Ig-like domain (group 2)	0.149
PF04023	+	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FeoA domain	0.148
PF07739	+	0.153	0.084	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TipAS antibiotic-recognition domain	0.147
PF00676	+	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dehydrogenase E1 component	0.145
PF09838	+	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2065)	0.145
PF08924	+	0.147	0.000	0.151	0.269	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1906)	0.137
PF07369	-	0.000	0.000	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1488)	0.137
PF06081	-	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF939)	0.135
PF03845	+	0.107	0.092	0.209	0.000	0.086	0.019	0.067	0.000	0.000	0.000	0.000	0.000	0.000	Spore germination protein	0.129
PF13484	+	0.112	0.000	0.097	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S double cluster binding domain	0.128
PF00245	+	0.301	0.219	0.212	0.295	0.139	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	Alkaline phosphatase	0.127
PF13671	+	0.000	0.044	0.191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.126
PF05896	+	0.028	0.002	0.068	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Na(+)-translocating NADH-quinone reductase subunit A (NQRA)	0.121
PF02870	+	0.012	0.000	0.000	0.054	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain	0.117
PF03070	+	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TENA/THI-4/PQQC family	0.117
PF06166	+	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF979)	0.116
PF06149	+	0.000	0.030	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF969)	0.116
PF13240	-	-0.165	-0.065	-0.087	-0.182	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	0.114
PF01978	+	0.178	0.009	0.141	0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sugar-specific transcriptional regulator TrmB	0.112
PF05521	+	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage head-tail joining protein	0.111
PF02146	-	-0.178	-0.139	-0.230	-0.183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sir2 family	0.110
PF14690	+	0.000	0.132	0.201	0.000	0.064	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	0.109
PF03747	+	0.088	0.000	0.110	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ADP-ribosylglycohydrolase	0.106
PF07885	+	0.236	0.119	0.155	0.204	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	0.102
PF08713	+	0.020	0.000	0.018	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA alkylation repair enzyme	0.101
PF05569	+	0.230	0.157	0.119	0.085	0.115	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	BlaR1 peptidase M56	0.100
PF02652	+	0.007	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	L-lactate permease	0.099
PF14595	+	0.000	0.037	0.000	0.000	0.038	0.015	0.036	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin	0.098
PF01758	+	0.210	0.105	0.173	0.163	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium Bile acid symporter family	0.097
PF05954	+	0.276	0.204	0.277	0.265	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage late control gene D protein (GPD)	0.095
PF13310	+	0.000	0.033	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virulence protein RhuM family	0.090
PF13551	+	0.222	0.052	0.207	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	0.089
PF04286	+	0.000	0.040	0.000	0.056	0.056	0.002	0.017	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF445)	0.089
PF00710	+	0.245	0.119	0.298	0.321	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	0.085
PF02535	+	0.060	0.031	0.037	0.046	0.004	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	ZIP Zinc transporter	0.080
PF13565	+	0.103	0.000	0.077	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homeodomain-like domain	0.079
PF06144	+	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA polymerase III, delta subunit	0.079
PF13727	+	0.047	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CoA-binding domain	0.077
PF01704	-	0.000	0.000	-0.018	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UTP--glucose-1-phosphate uridylyltransferase	0.076
PF04392	+	0.243	0.175	0.164	0.271	0.091	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	ABC transporter substrate binding protein	0.071
PF13350	-	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tyrosine phosphatase family	0.068
PF09704	+	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein (Cas_Cas5)	0.065
PF09587	+	0.106	0.000	0.086	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial capsule synthesis protein PGA_cap	0.062
PF05437	-	-0.209	-0.165	-0.238	-0.181	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Branched-chain amino acid transport protein (AzlD)	0.061
PF02219	-	-0.086	0.000	-0.036	-0.202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylenetetrahydrofolate reductase	0.061
PF00891	-	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	0.056
PF14907	+	0.000	0.000	0.054	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised nucleotidyltransferase	0.051
PF13466	-	-0.052	0.000	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	STAS domain	0.049
PF02958	-	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ecdysteroid kinase	0.047
PF13418	-	-0.106	0.000	-0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Galactose oxidase, central domain	0.046
PF05621	+	0.203	0.191	0.129	0.167	0.096	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial TniB protein	0.046
PF13380	-	-0.014	0.000	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CoA binding domain	0.044
PF09519	+	0.064	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HindVP restriction endonuclease	0.043
PF06865	+	0.132	0.000	0.127	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1255)	0.037
PF03374	-	-0.333	-0.248	-0.381	-0.313	-0.148	0.000	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	Phage antirepressor protein KilAC domain	0.035
PF03703	-	0.000	0.000	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	0.034
PF07503	+	0.312	0.029	0.178	0.329	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HypF finger	0.034
PF05717	-	0.000	0.000	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	IS66 Orf2 like protein	0.030
PF13480	-	-0.199	-0.004	-0.197	-0.207	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	0.029
PF01869	-	-0.184	-0.039	-0.075	-0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BadF/BadG/BcrA/BcrD ATPase family	0.023
PF05145	-	0.000	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative ammonia monooxygenase	0.019
PF13438	-	-0.092	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4113)	0.018
PF07291	+	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylamine utilisation protein MauE	0.018
PF09718	+	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lambda phage tail tape-measure protein (Tape_meas_lam_C)	0.018
PF07110	+	0.141	0.004	0.151	0.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EthD domain	0.012
PF00218	-	-0.088	0.000	-0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Indole-3-glycerol phosphate synthase	0.011
PF00939	+	0.000	0.191	0.000	0.000	0.096	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	Sodium:sulfate symporter transmembrane region	0.010
PF10397	-	-0.175	-0.029	-0.176	-0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	0.006
PF04715	-	0.000	-0.210	0.000	0.000	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anthranilate synthase component I, N terminal region	0.002
PF00933	-	-0.109	0.000	-0.107	-0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 N terminal domain	0.000
PF02498	-	-0.102	-0.064	-0.069	-0.152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BRO family, N-terminal domain	-0.003
PF07729	-	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FCD domain	-0.006
PF02579	+	0.000	0.000	0.088	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dinitrogenase iron-molybdenum cofactor	-0.013
PF13924	+	0.254	0.061	0.140	0.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lipocalin-like domain	-0.018
PF12843	-	-0.014	0.000	0.000	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3820)	-0.021
PF04343	-	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF488	-0.023
PF12867	-	-0.006	0.000	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DinB superfamily	-0.027
PF13305	-	-0.200	-0.127	-0.175	-0.275	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WHG domain	-0.033
PF07719	-	0.000	0.000	0.000	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.034
PF14090	+	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.034
PF05016	-	0.000	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid stabilisation system protein	-0.034
PF04480	+	0.000	0.053	0.000	0.000	0.080	0.044	0.078	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF559)	-0.038
PF14691	-	-0.264	-0.212	-0.281	-0.211	-0.194	-0.055	-0.133	0.000	0.000	0.000	0.000	0.000	0.000	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	-0.042
PF00682	-	0.000	0.000	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HMGL-like	-0.044
PF06032	+	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF917)	-0.045
PF02133	-	0.000	-0.023	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Permease for cytosine/purines, uracil, thiamine, allantoin	-0.048
PF12852	-	-0.014	-0.059	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupin	-0.050
PF05015	-	-0.118	-0.052	-0.108	-0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid maintenance system killer protein	-0.055
PF10011	+	0.134	0.000	0.018	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2254)	-0.058
PF14489	-	0.000	0.000	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	QueF-like protein	-0.059
PF01555	-	-0.011	0.000	0.000	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.061
PF02909	-	-0.110	-0.021	-0.089	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetracyclin repressor, C-terminal all-alpha domain	-0.063
PF14765	-	-0.114	0.000	0.000	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyketide synthase dehydratase	-0.064
PF13714	+	0.098	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate phosphomutase	-0.077
PF01619	-	-0.145	0.000	-0.069	-0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proline dehydrogenase	-0.077
PF10388	+	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EAL-domain associated signalling protein domain	-0.079
PF01597	-	0.000	0.000	-0.096	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycine cleavage H-protein	-0.080
PF06267	-	0.000	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Family of unknown function (DUF1028)	-0.080
PF13581	-	0.000	0.000	0.000	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine kinase-like ATPase domain	-0.090
PF00733	+	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparagine synthase	-0.091
PF08643	-	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fungal family of unknown function (DUF1776)	-0.091
PF03994	-	-0.125	-0.052	-0.108	-0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function (DUF350)	-0.104
PF01888	+	0.000	0.000	0.005	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CbiD	-0.113
PF03707	-	-0.003	-0.014	-0.022	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial signalling protein N terminal repeat	-0.114
PF02423	-	0.000	0.000	-0.038	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ornithine cyclodeaminase/mu-crystallin family	-0.117
PF01740	-	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	STAS domain	-0.117
PF01292	+	0.119	0.130	0.129	0.126	0.084	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic cytochrome b561	-0.118
PF01841	-	-0.293	-0.197	-0.124	-0.256	-0.206	-0.107	-0.174	0.000	0.000	0.000	0.000	0.000	0.000	Transglutaminase-like superfamily	-0.118
PF03350	-	0.000	0.000	-0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein family, UPF0114	-0.120
