	class	0.5_0	0.7_0	1_0	0.2_0	0.1_0	0.05_0	0.07_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF07287	+	0.028	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1446)	0.369
PF11391	+	0.000	0.000	0.000	0.115	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2798)	0.369
PF10719	+	0.091	0.102	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Late competence development protein ComFB	0.363
PF02607	+	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	B12 binding domain	0.354
PF02965	+	0.000	0.000	0.000	0.014	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vitamin B12 dependent methionine synthase, activation domain	0.354
PF11140	+	0.018	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2913)	0.349
PF12349	+	0.444	0.462	0.472	0.327	0.161	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	Sterol-sensing domain of SREBP cleavage-activation	0.329
PF00959	+	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage lysozyme	0.318
PF07726	+	0.090	0.082	0.086	0.068	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATPase family associated with various cellular activities (AAA)	0.300
PF06213	+	0.171	0.181	0.141	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin biosynthesis protein CobT	0.291
PF12106	+	0.010	0.055	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Colicin C terminal ribonuclease domain	0.284
PF13743	+	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin	0.279
PF13454	+	0.111	0.122	0.132	0.026	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD-NAD(P)-binding	0.277
PF00704	+	0.014	0.022	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 18	0.264
PF05048	-	0.000	0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic copper-binding protein (NosD)	0.252
PF05962	+	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HutD	0.251
PF04892	+	0.068	0.109	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VanZ like family	0.249
PF12870	+	0.107	0.084	0.065	0.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lumazine-binding domain	0.245
PF08840	+	0.012	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BAAT / Acyl-CoA thioester hydrolase C terminal	0.222
PF14534	+	0.033	0.030	0.037	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4440)	0.210
PF11480	+	0.142	0.290	0.472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Colicin-E5 Imm protein	0.200
PF01566	+	0.164	0.187	0.260	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Natural resistance-associated macrophage protein	0.178
PF02016	-	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LD-carboxypeptidase	0.154
PF01206	-	-0.039	-0.074	-0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfurtransferase TusA	0.150
PF06857	+	0.102	0.103	0.101	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Malonate decarboxylase delta subunit (MdcD)	0.144
PF12834	+	0.037	0.076	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal	0.138
PF08020	+	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1706)	0.133
PF03328	-	0.000	-0.025	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HpcH/HpaI aldolase/citrate lyase family	0.090
PF01925	-	0.000	-0.008	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfite exporter TauE/SafE	0.079
PF14284	+	0.169	0.196	0.209	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PcfJ-like protein	0.077
PF11299	+	0.125	0.114	0.027	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3100)	0.077
PF10551	-	-0.059	-0.078	-0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MULE transposase domain	0.068
PF04261	-	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dyp-type peroxidase family	0.060
PF13495	-	-0.047	-0.038	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	0.058
PF14701	+	0.032	0.073	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	glucanotransferase domain of human glycogen debranching enzyme	0.057
PF13682	+	0.033	0.052	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chemoreceptor zinc-binding domain	0.053
PF08485	-	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide biosynthesis protein C-terminal	0.031
PF01298	+	0.121	0.112	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transferrin binding protein-like solute binding protein	0.021
PF13936	-	-0.002	-0.017	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.011
PF06123	-	-0.061	-0.090	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Inner membrane protein CreD	-0.012
PF01314	+	0.000	0.042	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aldehyde ferredoxin oxidoreductase, domains 2 & 3	-0.039
PF01637	-	-0.038	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Archaeal ATPase	-0.059
PF03773	-	-0.052	-0.055	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted permease	-0.060
PF07751	-	0.000	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Abi-like protein	-0.079
PF09848	-	-0.066	-0.054	-0.043	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized conserved protein (DUF2075)	-0.101
PF13248	-	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	-0.122
PF12738	-	-0.036	-0.056	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	twin BRCT domain	-0.124
PF01427	-	-0.069	-0.076	-0.082	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-ala-D-ala dipeptidase	-0.135
PF02661	-	0.000	-0.017	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fic/DOC family	-0.147
PF07179	-	-0.025	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SseB protein N-terminal domain	-0.160
PF05336	-	-0.021	-0.046	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF718)	-0.160
PF01487	-	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I 3-dehydroquinase	-0.170
PF13597	-	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anaerobic ribonucleoside-triphosphate reductase	-0.184
PF06769	-	-0.061	-0.092	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid encoded toxin Txe	-0.197
PF03881	-	-0.159	-0.159	-0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fructosamine kinase	-0.236
PF07944	-	-0.186	-0.205	-0.206	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative glycosyl hydrolase of unknown function (DUF1680)	-0.255
PF02614	-	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glucuronate isomerase	-0.263
PF10371	-	-0.033	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function	-0.267
PF13173	-	-0.103	-0.120	-0.154	-0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.352
