	class	0.7_0	1_0	0.2_0	0.5_0	0.1_0	0.05_0	0.07_0	0.02_0	0.01_0	0.007_0	0.005_0	0.001_0	0.002_0	Pfam_desc	cor
PF14805	+	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetrahydrodipicolinate N-succinyltransferase N-terminal	0.432
PF14849	+	0.343	0.357	0.261	0.336	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YidC periplasmic domain	0.419
PF14748	+	0.181	0.168	0.032	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyrroline-5-carboxylate reductase dimerisation	0.381
PF05728	-	0.000	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0227)	0.369
PF08240	+	0.061	0.005	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alcohol dehydrogenase GroES-like domain	0.353
PF01315	-	0.000	0.000	-0.100	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	0.351
PF12832	-	0.000	0.000	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MFS_1 like family	0.348
PF07660	-	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Secretin and TonB N terminus short domain	0.340
PF13036	+	0.497	0.473	0.203	0.367	0.161	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3897)	0.333
PF13428	-	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.326
PF13531	+	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial extracellular solute-binding protein	0.311
PF03693	-	0.000	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0156)	0.298
PF13347	+	0.130	0.100	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MFS/sugar transport protein	0.295
PF06569	+	0.000	0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1128)	0.291
PF06751	-	0.000	-0.071	0.000	-0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine ammonia lyase large subunit (EutB)	0.289
PF07695	-	0.000	0.000	0.000	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7TM diverse intracellular signalling	0.286
PF13727	+	0.000	0.082	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CoA-binding domain	0.278
PF04226	-	0.000	0.000	-0.011	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglycosylase associated protein	0.275
PF00563	-	-0.024	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EAL domain	0.273
PF04865	-	-0.040	-0.025	-0.015	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Baseplate J-like protein	0.272
PF13480	-	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	0.272
PF13426	-	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	0.268
PF13343	+	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial extracellular solute-binding protein	0.265
PF03960	+	0.091	0.067	0.083	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ArsC family	0.252
PF06283	+	0.377	0.361	0.090	0.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Trehalose utilisation	0.245
PF07943	+	0.000	0.000	0.017	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Penicillin-binding protein 5, C-terminal domain	0.242
PF00685	-	0.000	0.000	0.000	-0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfotransferase domain	0.207
PF13427	-	-0.238	-0.180	0.000	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4111)	0.202
PF13418	+	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Galactose oxidase, central domain	0.202
PF03448	-	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MgtE intracellular N domain	0.197
PF07411	-	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	0.195
PF09186	+	0.019	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1949)	0.186
PF10340	-	-0.067	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2424)	0.180
PF12911	-	0.000	0.000	-0.024	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal TM domain of oligopeptide transport permease C	0.169
PF00350	-	0.000	0.000	-0.077	-0.182	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dynamin family	0.169
PF04280	-	0.000	0.000	-0.101	-0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tim44-like domain	0.168
PF08349	-	-0.124	-0.159	-0.017	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1722)	0.166
PF01270	-	0.000	0.000	0.000	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 8	0.148
PF13087	-	-0.164	-0.265	-0.067	-0.173	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.138
PF00011	-	0.000	0.000	-0.144	-0.214	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hsp20/alpha crystallin family	0.130
PF13594	+	0.154	0.083	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidohydrolase	0.123
PF13807	-	-0.035	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	G-rich domain on putative tyrosine kinase	0.119
PF01769	-	-0.133	-0.238	-0.146	-0.129	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divalent cation transporter	0.107
PF06452	+	0.188	0.319	0.005	0.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1083)	0.103
PF08668	-	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HDOD domain	0.091
PF13499	-	-0.088	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EF-hand domain pair	0.088
PF03610	-	-0.113	-0.103	0.000	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system fructose IIA component	0.088
PF13433	-	0.000	0.000	-0.051	-0.021	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic binding protein domain	0.074
PF08765	-	0.000	0.000	-0.047	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mor transcription activator family	0.074
PF03747	-	-0.107	-0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ADP-ribosylglycohydrolase	0.072
PF07386	-	-0.202	-0.206	0.000	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1499)	0.069
PF07508	-	-0.019	-0.004	-0.072	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	0.069
PF13514	-	0.000	0.000	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.054
PF09084	-	-0.019	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NMT1/THI5 like	0.054
PF02110	-	0.000	0.000	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydroxyethylthiazole kinase family	0.047
PF12895	-	-0.103	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anaphase-promoting complex, cyclosome, subunit 3	0.032
PF00520	-	0.000	0.000	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion transport protein	0.016
PF13588	-	-0.091	-0.056	-0.044	-0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction enzyme R protein N terminus (HSDR_N)	-0.004
PF01895	-	-0.269	0.000	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PhoU domain	-0.008
PF00071	-	-0.220	-0.261	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ras family	-0.013
PF03102	-	0.000	0.000	-0.010	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NeuB family	-0.022
PF05147	-	0.000	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lanthionine synthetase C-like protein	-0.027
PF13643	-	0.000	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4145)	-0.032
PF04024	-	0.000	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PspC domain	-0.032
PF07022	-	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage CI repressor helix-turn-helix domain	-0.039
PF13751	-	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase DDE domain	-0.046
PF04464	-	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase	-0.104
PF08780	+	0.126	0.128	0.005	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyltransferase substrate binding protein like	-0.116
PF13395	-	-0.042	-0.098	-0.004	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	-0.123
PF01867	-	0.000	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas1	-0.142
PF01930	-	-0.149	-0.169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF83	-0.148
PF04018	-	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF368)	-0.166
PF10662	-	-0.144	-0.240	-0.035	-0.100	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine utilisation - propanediol utilisation	-0.204
PF13181	-	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.206
PF07521	-	-0.230	0.000	0.000	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA-metabolising metallo-beta-lactamase	-0.216
PF04392	-	-0.249	-0.235	-0.074	-0.090	-0.073	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	ABC transporter substrate binding protein	-0.261
PF01871	-	0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AMMECR1	-0.269
PF01643	-	0.000	0.000	-0.066	-0.005	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-ACP thioesterase	-0.274
PF02065	-	-0.144	-0.132	-0.005	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Melibiase	-0.276
PF09827	-	0.000	0.000	-0.007	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas2	-0.310
PF04011	-	-0.038	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LemA family	-0.364
PF02361	-	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt transport protein	-0.377
PF13173	-	-0.043	-0.100	-0.016	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.458
