	class	0.2_0	1_0	0.5_0	0.7_0	0.1_0	0.07_0	0.02_0	0.01_0	0.05_0	0.007_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF13240	+	0.031	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	0.248
PF07751	+	0.134	0.035	0.147	0.125	0.126	0.098	0.000	0.000	0.094	0.000	0.000	0.000	0.000	Abi-like protein	0.242
PF04883	+	0.000	0.000	0.000	0.000	0.058	0.061	0.000	0.000	0.047	0.000	0.000	0.000	0.000	Bacteriophage HK97-gp10, putative tail-component	0.240
PF03083	+	0.002	0.000	0.073	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sugar efflux transporter for intercellular exchange	0.238
PF06902	+	0.000	0.000	0.000	0.000	0.036	0.035	0.000	0.000	0.016	0.000	0.000	0.000	0.000	Divergent 4Fe-4S mono-cluster	0.238
PF04991	+	0.004	0.035	0.013	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LicD family	0.237
PF14659	+	0.017	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	0.237
PF03629	+	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF303)	0.235
PF07221	+	0.206	0.304	0.193	0.297	0.199	0.210	0.000	0.000	0.167	0.000	0.000	0.000	0.000	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	0.234
PF00069	+	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein kinase domain	0.233
PF00908	+	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	dTDP-4-dehydrorhamnose 3,5-epimerase	0.231
PF01476	+	0.068	0.086	0.192	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LysM domain	0.228
PF04892	+	0.047	0.172	0.078	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VanZ like family	0.227
PF11611	+	0.019	0.021	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4352)	0.222
PF13635	+	0.159	0.299	0.262	0.281	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4143)	0.220
PF02742	+	0.098	0.122	0.135	0.184	0.123	0.057	0.000	0.000	0.053	0.000	0.000	0.000	0.000	Iron dependent repressor, metal binding and dimerisation domain	0.218
PF03390	+	0.190	0.277	0.232	0.205	0.123	0.093	0.000	0.000	0.075	0.000	0.000	0.000	0.000	2-hydroxycarboxylate transporter family	0.217
PF14253	+	0.091	0.000	0.119	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage abortive infection AbiH	0.216
PF09355	+	0.000	0.075	0.073	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage protein Gp19/Gp15/Gp42	0.213
PF03275	+	0.000	0.015	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-galactopyranose mutase	0.210
PF12895	+	0.014	0.075	0.075	0.129	0.000	0.037	0.000	0.000	0.028	0.000	0.000	0.000	0.000	Anaphase-promoting complex, cyclosome, subunit 3	0.209
PF00186	+	0.000	0.014	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydrofolate reductase	0.209
PF01661	+	0.105	0.169	0.084	0.085	0.065	0.061	0.000	0.000	0.058	0.000	0.000	0.000	0.000	Macro domain	0.203
PF12773	+	0.009	0.000	0.000	0.026	0.053	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Double zinc ribbon	0.199
PF13567	+	0.042	0.033	0.070	0.072	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4131)	0.191
PF02661	+	0.091	0.192	0.201	0.191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fic/DOC family	0.188
PF12669	+	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virus attachment protein p12 family	0.180
PF00135	+	0.000	0.000	0.000	0.000	0.052	0.029	0.000	0.000	0.012	0.000	0.000	0.000	0.000	Carboxylesterase family	0.179
PF12966	+	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-ATPase, AtpR subunit	0.178
PF01116	+	0.067	0.000	0.121	0.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fructose-bisphosphate aldolase class-II	0.177
PF07799	+	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1643)	0.174
PF08240	+	0.132	0.017	0.089	0.032	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alcohol dehydrogenase GroES-like domain	0.174
PF00231	+	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP synthase	0.173
PF00119	+	0.000	0.000	0.000	0.005	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP synthase A chain	0.173
PF11745	+	0.239	0.088	0.157	0.000	0.223	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3304)	0.172
PF02614	+	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glucuronate isomerase	0.168
PF00145	+	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-5 cytosine-specific DNA methylase	0.166
PF10933	+	0.675	1.161	0.852	0.968	0.471	0.224	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2827)	0.158
PF07350	+	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1479)	0.156
PF02884	-	-0.003	0.000	-0.055	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide lyase family 8, C-terminal beta-sandwich domain	0.153
PF02397	-	0.000	-0.062	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial sugar transferase	0.150
PF07730	+	0.159	0.245	0.136	0.095	0.081	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine kinase	0.150
PF07358	+	0.000	0.346	0.066	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1482)	0.149
PF08707	+	0.068	0.000	0.100	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Primase C terminal 2 (PriCT-2)	0.148
PF11876	+	0.279	0.229	0.271	0.293	0.116	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3396)	0.148
PF06245	+	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1015)	0.147
PF15534	+	0.000	0.400	0.208	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative toxin 56	0.145
PF07377	+	0.032	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1493)	0.131
PF07859	+	0.000	0.071	0.038	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	alpha/beta hydrolase fold	0.131
PF06445	+	0.037	0.095	0.096	0.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GyrI-like small molecule binding domain	0.126
PF08323	-	0.000	0.000	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Starch synthase catalytic domain	0.124
PF02278	-	0.000	-0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide lyase family 8, super-sandwich domain	0.122
PF02677	+	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized BCR, COG1636	0.120
PF13506	+	0.171	0.202	0.209	0.220	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family 21	0.115
PF10145	-	-0.021	-0.033	-0.021	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage-related minor tail protein	0.114
PF11700	+	0.110	0.165	0.120	0.062	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vacuole effluxer Atg22 like	0.114
PF13350	+	0.000	0.062	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tyrosine phosphatase family	0.113
PF00194	-	-0.101	-0.350	-0.173	-0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Eukaryotic-type carbonic anhydrase	0.111
PF13408	-	-0.059	-0.201	-0.110	-0.170	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase zinc beta ribbon domain	0.108
PF09524	+	0.000	0.160	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved phage C-terminus (Phg_2220_C)	0.107
PF00872	+	0.011	0.122	0.012	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase, Mutator family	0.106
PF00205	+	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thiamine pyrophosphate enzyme, central domain	0.102
PF13310	+	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virulence protein RhuM family	0.100
PF05971	-	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF890)	0.098
PF04172	+	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LrgB-like family	0.094
PF11213	+	0.093	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3006)	0.092
PF01638	-	0.000	-0.001	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HxlR-like helix-turn-helix	0.091
PF04940	+	0.342	0.555	0.471	0.560	0.000	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sensors of blue-light using FAD	0.088
PF11258	+	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3048)	0.084
PF02894	-	-0.021	0.000	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase family, C-terminal alpha/beta domain	0.074
PF05857	-	0.000	-0.011	-0.001	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TraX protein	0.065
PF03812	+	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-keto-3-deoxygluconate permease	0.062
PF14635	+	0.000	0.000	0.061	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-hairpin-helix motif	0.050
PF06296	+	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1044)	0.047
PF13480	-	-0.057	-0.217	-0.091	-0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	0.046
PF02146	-	0.000	-0.082	0.000	-0.070	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sir2 family	0.046
PF01027	+	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Inhibitor of apoptosis-promoting Bax1	0.045
PF00201	+	0.021	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-glucoronosyl and UDP-glucosyl transferase	0.042
PF09365	+	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved hypothetical protein (DUF2461)	0.040
PF08681	-	-0.004	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1778)	0.040
PF01156	-	-0.046	0.000	-0.019	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Inosine-uridine preferring nucleoside hydrolase	0.040
PF04657	-	0.000	-0.086	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF606	0.038
PF06342	+	0.000	0.000	0.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha/beta hydrolase of unknown function (DUF1057)	0.037
PF01894	+	0.000	0.143	0.087	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family UPF0047	0.032
PF14526	-	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integron-associated effector binding protein	0.028
PF01841	-	-0.142	-0.217	-0.227	-0.228	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglutaminase-like superfamily	0.007
PF10711	+	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hypothetical protein (DUF2513)	0.004
PF14785	-	0.000	0.000	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Maltose transport system permease protein MalF P2 domain	-0.005
PF13531	-	0.000	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial extracellular solute-binding protein	-0.009
PF05016	-	0.000	-0.069	-0.018	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid stabilisation system protein	-0.033
PF01555	-	-0.084	-0.065	-0.112	-0.091	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.048
PF13653	-	-0.033	-0.029	-0.130	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycerophosphoryl diester phosphodiesterase family	-0.049
PF04304	+	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF454)	-0.049
PF13305	-	-0.067	0.000	-0.072	-0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WHG domain	-0.052
PF05729	-	0.000	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NACHT domain	-0.054
PF11985	+	0.005	0.134	0.128	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3486)	-0.054
PF01645	-	0.000	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved region in glutamate synthase	-0.054
PF03703	-	0.000	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	-0.054
PF04286	+	0.000	0.009	0.006	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF445)	-0.055
PF01161	-	0.000	-0.228	-0.094	-0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphatidylethanolamine-binding protein	-0.055
PF14525	+	0.171	0.355	0.248	0.307	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AraC-binding-like domain	-0.058
PF08239	-	-0.050	0.000	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial SH3 domain	-0.064
PF07819	-	0.000	-0.043	0.000	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PGAP1-like protein	-0.064
PF07383	-	0.000	-0.110	0.000	-0.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1496)	-0.067
PF06966	-	0.000	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1295)	-0.067
PF03865	+	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolysin secretion/activation protein ShlB/FhaC/HecB	-0.071
PF13586	-	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase DDE domain	-0.082
PF07885	-	-0.047	-0.110	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	-0.083
PF06564	-	-0.057	0.000	-0.114	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YhjQ protein	-0.088
PF08392	-	0.000	0.000	-0.030	-0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAE1/Type III polyketide synthase-like protein	-0.090
PF13458	-	-0.220	-0.262	-0.335	-0.319	-0.178	-0.131	0.000	0.000	-0.038	0.000	0.000	0.000	0.000	Periplasmic binding protein	-0.092
PF04170	-	0.000	-0.219	-0.086	-0.347	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NlpE N-terminal domain	-0.092
PF01891	+	0.064	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt uptake substrate-specific transmembrane region	-0.095
PF05901	-	-0.003	0.000	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Excalibur calcium-binding domain	-0.100
PF09600	-	0.000	0.000	-0.125	-0.217	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cyd operon protein YbgE (Cyd_oper_YbgE)	-0.101
PF00325	-	-0.059	-0.225	-0.134	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory proteins, crp family	-0.101
PF01977	+	0.053	0.180	0.124	0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	-0.102
PF03479	-	-0.005	-0.113	-0.104	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF296)	-0.104
PF12738	-	0.000	-0.035	0.000	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	twin BRCT domain	-0.106
PF02915	-	0.000	-0.098	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rubrerythrin	-0.115
PF09297	-	-0.157	-0.310	-0.184	-0.244	-0.107	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH pyrophosphatase zinc ribbon domain	-0.118
PF01155	-	0.000	0.000	-0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydrogenase expression/synthesis hypA family	-0.121
PF06196	-	0.000	-0.033	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF997)	-0.121
PF02447	-	-0.016	-0.052	0.000	-0.022	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GntP family permease	-0.130
PF01750	-	0.000	-0.063	0.000	-0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydrogenase maturation protease	-0.131
PF00092	-	0.000	0.000	-0.050	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	-0.138
PF13378	-	0.000	0.000	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enolase C-terminal domain-like	-0.140
PF05724	+	0.051	0.158	0.120	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thiopurine S-methyltransferase (TPMT)	-0.141
PF11066	-	0.000	0.000	0.000	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2867)	-0.146
PF07157	-	0.000	-0.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA circularisation protein N-terminus	-0.155
PF00491	+	0.013	0.093	0.029	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Arginase family	-0.155
