	class	1_0	0.5_0	0.7_0	0.1_0	0.2_0	0.05_0	0.07_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF11361	+	0.365	0.313	0.324	0.000	0.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3159)	0.082
PF03352	+	0.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyladenine glycosylase	0.076
PF01361	+	0.076	0.041	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	0.063
PF05016	+	0.013	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid stabilisation system protein	0.063
PF00585	-	0.000	0.000	-0.033	0.000	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal regulatory domain of Threonine dehydratase	0.063
PF12669	+	0.459	0.273	0.351	0.000	0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virus attachment protein p12 family	0.055
PF09992	+	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted periplasmic protein (DUF2233)	0.055
PF09643	+	0.488	0.332	0.415	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YopX protein	0.038
PF08402	-	0.000	-0.072	-0.102	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TOBE domain	0.034
PF03641	-	-0.198	-0.074	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Possible lysine decarboxylase	0.034
PF05656	+	0.103	0.068	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF805)	0.033
PF12161	+	0.000	0.029	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HsdM N-terminal domain	0.032
PF02913	-	-0.229	-0.188	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD linked oxidases, C-terminal domain	-0.000
PF02498	-	-0.245	-0.033	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BRO family, N-terminal domain	-0.000
PF09382	-	0.000	-0.099	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RQC domain	-0.000
PF02574	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homocysteine S-methyltransferase	-0.031
PF05495	-	0.000	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CHY zinc finger	-0.069
PF02065	-	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Melibiase	-0.069
PF01943	-	0.000	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide biosynthesis protein	-0.082
PF07885	-	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	-0.094
PF13425	-	0.000	-0.200	-0.243	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-antigen ligase like membrane protein	-0.100
PF12146	-	0.000	0.000	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative lysophospholipase	-0.100
PF06993	-	-0.084	-0.044	-0.030	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1304)	-0.107
PF06271	-	-0.063	-0.095	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RDD family	-0.126
PF13558	-	-0.182	-0.047	-0.097	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative exonuclease SbcCD, C subunit	-0.126
PF12564	+	0.000	0.146	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type III restriction/modification enzyme methylation subunit	-0.139
PF01925	-	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfite exporter TauE/SafE	-0.139
PF00202	-	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aminotransferase class-III	-0.151
PF02378	-	0.000	-0.035	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphotransferase system, EIIC	-0.170
PF01855	-	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	-0.189
PF12724	-	0.000	-0.042	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin domain	-0.192
PF13527	-	-0.123	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	-0.200
PF01297	-	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic solute binding protein family	-0.205
PF01261	-	-0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Xylose isomerase-like TIM barrel	-0.213
PF09084	-	-0.096	-0.071	-0.128	0.000	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NMT1/THI5 like	-0.230
PF02597	-	0.000	0.000	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ThiS family	-0.230
PF13426	-	-0.309	-0.164	-0.213	-0.011	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	-0.251
PF12459	-	-0.080	-0.095	-0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-Ala-teichoic acid biosynthesis protein	-0.256
PF13173	-	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.259
PF06103	-	-0.186	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF948)	-0.263
PF02581	-	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thiamine monophosphate synthase/TENI	-0.265
PF08502	-	-0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LeuA allosteric (dimerisation) domain	-0.272
PF13710	-	0.000	-0.098	-0.044	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ACT domain	-0.272
PF05738	-	-0.160	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cna protein B-type domain	-0.283
PF02082	-	0.000	0.000	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transcriptional regulator	-0.289
PF01396	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Topoisomerase DNA binding C4 zinc finger	-0.289
PF02275	-	0.000	-0.031	-0.032	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Linear amide C-N hydrolases, choloylglycine hydrolase family	-0.302
PF06838	-	-0.231	-0.164	-0.178	0.000	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methionine gamma-lyase	-0.302
PF08863	-	0.000	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YolD-like protein	-0.302
PF02110	-	0.000	-0.139	0.000	-0.243	-0.264	0.000	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	Hydroxyethylthiazole kinase family	-0.316
PF01680	-	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SOR/SNZ family	-0.318
PF00180	-	0.000	0.000	0.000	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Isocitrate/isopropylmalate dehydrogenase	-0.320
PF02535	-	-0.231	-0.184	-0.186	-0.029	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ZIP Zinc transporter	-0.320
PF02361	-	0.000	-0.203	-0.094	0.000	-0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt transport protein	-0.320
PF14690	-	-0.214	-0.136	-0.166	-0.029	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	-0.324
PF00209	-	0.000	-0.029	-0.004	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium:neurotransmitter symporter family	-0.328
PF02659	-	0.000	-0.044	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF	-0.347
PF13089	-	-0.099	-0.114	-0.109	-0.114	-0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase N-terminal domain	-0.385
PF02503	-	0.000	0.000	0.000	-0.019	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase middle domain	-0.385
