	class	1_0	0.2_0	0.5_0	0.7_0	0.1_0	0.07_0	0.005_0	0.007_0	0.01_0	0.02_0	0.05_0	0.001_0	0.002_0	Pfam_desc	cor
PF05171	+	0.000	0.000	0.000	0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemin-degrading HemS.ChuX domain	0.356
PF06228	+	0.000	0.161	0.085	0.000	0.181	0.138	0.000	0.000	0.000	0.000	0.076	0.000	0.000	Haem utilisation ChuX/HutX	0.346
PF13429	+	0.000	0.034	0.000	0.000	0.061	0.071	0.000	0.000	0.000	0.000	0.024	0.000	0.000	Tetratricopeptide repeat	0.338
PF13637	+	0.138	0.054	0.058	0.113	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeats (many copies)	0.337
PF00141	-	0.000	0.000	-0.095	-0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peroxidase	0.318
PF07642	+	0.000	0.179	0.255	0.367	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Outer membrane protein family (DUF1597)	0.318
PF07719	+	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.311
PF07120	+	0.000	0.000	0.000	0.000	0.115	0.123	0.000	0.000	0.000	0.000	0.052	0.000	0.000	Protein of unknown function (DUF1376)	0.311
PF03922	-	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	OmpW family	0.310
PF01878	+	0.072	0.035	0.027	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EVE domain	0.308
PF09588	+	0.000	0.046	0.099	0.000	0.018	0.028	0.000	0.000	0.000	0.000	0.045	0.000	0.000	YqaJ-like viral recombinase domain	0.308
PF01904	+	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF72	0.305
PF07804	-	-0.053	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HipA-like C-terminal domain	0.305
PF00174	-	-0.165	-0.038	-0.101	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase molybdopterin binding domain	0.302
PF09378	+	0.211	0.082	0.137	0.191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HAS barrel domain	0.301
PF01068	+	0.094	0.026	0.086	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP dependent DNA ligase domain	0.292
PF04389	+	0.021	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family M28	0.292
PF02789	+	0.048	0.000	0.052	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytosol aminopeptidase family, N-terminal domain	0.287
PF03892	-	0.000	0.000	0.000	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nitrate reductase cytochrome c-type subunit (NapB)	0.286
PF09997	-	-0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2238)	0.284
PF03927	-	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NapD protein	0.276
PF02086	+	0.131	0.021	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D12 class N6 adenine-specific DNA methyltransferase	0.266
PF13474	-	0.000	0.000	0.000	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	0.265
PF03527	+	0.060	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RHS protein	0.264
PF03783	-	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Curli production assembly/transport component CsgG	0.261
PF14072	+	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA-sulfur modification-associated	0.256
PF13488	+	0.020	0.000	0.016	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycine zipper	0.253
PF13567	+	0.295	0.226	0.246	0.265	0.157	0.108	0.000	0.000	0.000	0.000	0.050	0.000	0.000	Domain of unknown function (DUF4131)	0.250
PF03481	+	0.000	0.053	0.000	0.000	0.059	0.032	0.000	0.000	0.000	0.000	0.018	0.000	0.000	Putative GTP-binding controlling metal-binding	0.249
PF00016	+	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribulose bisphosphate carboxylase large chain, catalytic domain	0.240
PF03880	+	0.208	0.000	0.123	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DbpA RNA binding domain	0.237
PF02574	-	0.000	-0.036	-0.058	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homocysteine S-methyltransferase	0.234
PF04679	+	0.384	0.140	0.246	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP dependent DNA ligase C terminal region	0.232
PF14501	+	0.142	0.178	0.208	0.205	0.130	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GHKL domain	0.226
PF08007	-	0.000	-0.058	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupin superfamily protein	0.217
PF10417	-	0.000	0.000	0.000	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal domain of 1-Cys peroxiredoxin	0.215
PF10604	-	-0.068	-0.013	-0.060	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyketide cyclase / dehydrase and lipid transport	0.212
PF01081	-	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KDPG and KHG aldolase	0.208
PF07102	+	0.411	0.243	0.404	0.350	0.121	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1364)	0.208
PF04932	-	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-Antigen ligase	0.207
PF01909	-	0.000	-0.051	-0.100	-0.073	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyltransferase domain	0.206
PF01914	-	-0.045	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MarC family integral membrane protein	0.206
PF00043	+	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, C-terminal domain	0.199
PF08173	-	0.000	-0.203	-0.238	-0.249	-0.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane bound YbgT-like protein	0.198
PF13298	+	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA polymerase Ligase (LigD)	0.198
PF09956	+	0.002	0.000	0.073	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized conserved protein (DUF2190)	0.198
PF12837	-	0.000	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S binding domain	0.193
PF02915	-	-0.147	-0.078	-0.201	-0.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rubrerythrin	0.192
PF03869	+	0.073	0.000	0.111	0.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Arc-like DNA binding domain	0.190
PF13527	+	0.134	0.094	0.179	0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	0.189
PF02624	-	-0.101	0.000	-0.037	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YcaO-like family	0.187
PF14552	-	0.000	0.000	-0.024	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	0.187
PF06092	+	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enterobacterial putative membrane protein (DUF943)	0.178
PF09298	-	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fumarylacetoacetase N-terminal	0.177
PF01227	+	0.126	0.118	0.169	0.145	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GTP cyclohydrolase I	0.177
PF14096	+	0.202	0.000	0.156	0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4274)	0.176
PF07732	-	-0.205	-0.081	-0.145	-0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Multicopper oxidase	0.166
PF01661	+	0.019	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Macro domain	0.165
PF11041	-	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2612)	0.164
PF01112	-	0.000	0.000	0.000	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	0.162
PF13278	-	0.000	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative amidotransferase	0.162
PF00282	+	0.000	0.000	0.077	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxal-dependent decarboxylase conserved domain	0.159
PF13425	-	-0.087	0.000	-0.025	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-antigen ligase like membrane protein	0.157
PF05360	-	0.000	0.000	-0.081	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	yiaA/B two helix domain	0.155
PF10117	+	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	McrBC 5-methylcytosine restriction system component	0.154
PF00585	-	0.000	0.000	0.000	-0.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal regulatory domain of Threonine dehydratase	0.153
PF07283	+	0.121	0.000	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conjugal transfer protein TrbH	0.152
PF12951	-	-0.293	-0.048	-0.190	-0.174	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Autotransporter-associated beta strand repeat	0.150
PF02615	-	-0.186	-0.208	-0.216	-0.167	-0.109	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Malate/L-lactate dehydrogenase	0.145
PF13391	-	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	0.142
PF08774	+	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VRR-NUC domain	0.141
PF13452	+	0.170	0.036	0.039	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal half of MaoC dehydratase	0.141
PF12573	-	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-oxoisovalerate dehydrogenase E1 alpha subunit N terminal	0.138
PF04492	+	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage replication protein O	0.138
PF04267	+	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sarcosine oxidase, delta subunit family	0.133
PF01923	-	-0.077	-0.050	-0.101	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin adenosyltransferase	0.132
PF13576	-	-0.083	0.000	0.000	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (9 copies)	0.132
PF13807	+	0.292	0.058	0.217	0.275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	G-rich domain on putative tyrosine kinase	0.127
PF01262	-	-0.117	0.000	-0.072	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alanine dehydrogenase/PNT, C-terminal domain	0.124
PF13593	-	0.000	-0.041	0.000	0.000	-0.052	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SBF-like CPA transporter family (DUF4137)	0.123
PF08125	-	0.000	0.000	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mannitol dehydrogenase C-terminal domain	0.119
PF09296	+	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH pyrophosphatase-like rudimentary NUDIX domain	0.119
PF06050	+	0.000	0.071	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-hydroxyglutaryl-CoA dehydratase, D-component	0.118
PF03681	-	0.000	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	0.116
PF01425	+	0.136	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidase	0.112
PF08379	-	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial transglutaminase-like N-terminal region	0.109
PF03060	+	0.000	0.159	0.044	0.048	0.109	0.073	0.000	0.000	0.000	0.000	0.013	0.000	0.000	Nitronate monooxygenase	0.108
PF07521	+	0.106	0.073	0.000	0.045	0.085	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA-metabolising metallo-beta-lactamase	0.107
PF05521	+	0.143	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage head-tail joining protein	0.105
PF10397	+	0.000	0.000	0.000	0.000	0.004	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	0.097
PF00258	-	0.000	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	0.086
PF11700	-	-0.057	0.000	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vacuole effluxer Atg22 like	0.086
PF14302	-	-0.266	0.000	-0.146	-0.272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4377)	0.084
PF02583	+	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Metal-sensitive transcriptional repressor	0.084
PF01391	-	-0.090	-0.037	-0.029	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Collagen triple helix repeat (20 copies)	0.079
PF03547	-	0.000	-0.085	0.000	0.000	-0.052	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane transport protein	0.076
PF04223	-	-0.083	-0.019	-0.066	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Citrate lyase, alpha subunit (CitF)	0.075
PF07332	-	-0.175	-0.041	-0.177	-0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1469)	0.072
PF03354	+	0.178	0.143	0.175	0.207	0.069	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage Terminase	0.072
PF00108	-	-0.215	-0.107	-0.237	-0.192	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thiolase, N-terminal domain	0.070
PF09669	-	-0.421	-0.095	-0.243	-0.311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage regulatory protein Rha (Phage_pRha)	0.068
PF00702	+	0.305	0.049	0.173	0.251	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	haloacid dehalogenase-like hydrolase	0.068
PF02237	-	0.000	-0.001	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Biotin protein ligase C terminal domain	0.068
PF01418	-	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain, rpiR family	0.066
PF02274	+	0.171	0.030	0.097	0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidinotransferase	0.066
PF01059	+	0.210	0.117	0.199	0.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH-ubiquinone oxidoreductase chain 4, amino terminus	0.063
PF01758	-	-0.094	-0.040	-0.086	-0.066	-0.011	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium Bile acid symporter family	0.060
PF07411	-	-0.004	0.000	-0.027	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	0.054
PF01051	-	-0.046	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Initiator Replication protein	0.053
PF06252	+	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1018)	0.053
PF05198	+	0.109	0.048	0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Translation initiation factor IF-3, N-terminal domain	0.052
PF02146	-	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sir2 family	0.045
PF13473	-	-0.097	-0.097	-0.046	-0.096	-0.080	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupredoxin-like domain	0.045
PF02113	-	-0.205	0.000	-0.198	-0.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-Ala-D-Ala carboxypeptidase 3 (S13) family	0.040
PF05336	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF718)	0.039
PF01344	-	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Kelch motif	0.038
PF03601	-	-0.084	0.000	-0.052	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved hypothetical protein 698	0.035
PF06293	-	-0.231	0.000	-0.078	-0.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lipopolysaccharide kinase (Kdo/WaaP) family	0.031
PF03486	-	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HI0933-like protein	0.031
PF13408	+	0.060	0.053	0.081	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase zinc beta ribbon domain	0.023
PF11139	+	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2910)	0.016
PF00665	-	-0.020	0.000	-0.045	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	0.015
PF02926	-	0.000	-0.122	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	THUMP domain	0.013
PF00255	-	-0.232	-0.099	-0.118	-0.143	-0.059	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione peroxidase	0.003
PF05872	-	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF853)	0.002
PF10340	-	-0.160	-0.066	-0.021	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2424)	-0.005
PF02585	-	0.000	-0.010	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GlcNAc-PI de-N-acetylase	-0.009
PF07663	-	0.000	0.000	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sorbitol phosphotransferase enzyme II C-terminus	-0.013
PF02812	-	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	-0.015
PF11798	-	0.000	-0.035	0.000	-0.205	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	IMS family HHH motif	-0.023
PF13683	-	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	-0.023
PF03772	+	0.000	0.023	0.032	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Competence protein	-0.024
PF01609	-	0.000	-0.010	-0.073	0.000	-0.022	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase DDE domain	-0.025
PF13601	-	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix DNA-binding domain	-0.026
PF03437	+	0.218	0.037	0.163	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BtpA family	-0.027
PF12730	-	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC-2 family transporter protein	-0.034
PF13333	-	0.000	-0.082	0.000	0.000	-0.037	-0.026	0.000	0.000	0.000	0.000	-0.006	0.000	0.000	Integrase core domain	-0.038
PF02317	-	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain	-0.039
PF01642	-	-0.010	0.000	-0.110	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylmalonyl-CoA mutase	-0.041
PF02706	-	0.000	0.000	-0.069	0.000	-0.042	-0.061	0.000	0.000	0.000	0.000	-0.034	0.000	0.000	Chain length determinant protein	-0.052
PF03406	-	-0.116	0.000	-0.040	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage tail fibre repeat	-0.053
PF11611	+	0.098	0.000	0.021	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4352)	-0.053
PF13523	-	0.000	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	-0.059
PF03006	-	-0.012	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolysin-III related	-0.060
PF03444	-	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	-0.061
PF03308	-	-0.064	0.000	0.000	-0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ArgK protein	-0.063
PF06769	-	0.000	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid encoded toxin Txe	-0.064
PF07669	-	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Eco57I restriction-modification methylase	-0.065
PF08220	-	0.000	0.000	0.000	0.000	-0.015	-0.021	0.000	0.000	0.000	0.000	-0.012	0.000	0.000	DeoR-like helix-turn-helix domain	-0.072
PF02806	-	-0.209	-0.156	-0.146	-0.116	-0.077	-0.058	0.000	0.000	0.000	0.000	-0.045	0.000	0.000	Alpha amylase, C-terminal all-beta domain	-0.072
