	class	0.5_0	0.7_0	1_0	0.2_0	0.1_0	0.07_0	0.05_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF08327	+	0.210	0.211	0.183	0.138	0.138	0.093	0.061	0.000	0.000	0.000	0.000	0.000	0.000	Activator of Hsp90 ATPase homolog 1-like protein	0.376
PF01329	+	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pterin 4 alpha carbinolamine dehydratase	0.371
PF09697	+	0.212	0.220	0.083	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (Porph_ging)	0.369
PF05067	+	0.249	0.260	0.217	0.202	0.211	0.217	0.214	0.024	0.000	0.000	0.000	0.000	0.000	Manganese containing catalase	0.364
PF01987	+	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mitochondrial biogenesis AIM24	0.364
PF01483	+	0.193	0.096	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proprotein convertase P-domain	0.360
PF14470	+	0.160	0.210	0.203	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	0.353
PF13855	+	0.000	0.000	0.027	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	Leucine rich repeat	0.352
PF00932	+	0.051	0.000	0.008	0.148	0.201	0.190	0.170	0.000	0.000	0.000	0.000	0.000	0.000	Lamin Tail Domain	0.335
PF04072	+	0.224	0.252	0.225	0.136	0.155	0.149	0.115	0.000	0.000	0.000	0.000	0.000	0.000	Leucine carboxyl methyltransferase	0.331
PF13305	+	0.054	0.077	0.149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WHG domain	0.315
PF07786	+	0.103	0.074	0.178	0.185	0.238	0.207	0.131	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1624)	0.315
PF13243	+	0.281	0.312	0.405	0.264	0.199	0.140	0.085	0.000	0.000	0.000	0.000	0.000	0.000	Prenyltransferase-like	0.314
PF12950	+	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TaqI-like C-terminal specificity domain	0.301
PF13540	+	0.153	0.143	0.185	0.086	0.033	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Regulator of chromosome condensation (RCC1) repeat	0.301
PF09860	+	0.287	0.310	0.104	0.227	0.121	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2087)	0.285
PF08331	+	0.000	0.039	0.048	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1730)	0.284
PF05402	+	0.051	0.033	0.022	0.085	0.079	0.085	0.050	0.000	0.000	0.000	0.000	0.000	0.000	Coenzyme PQQ synthesis protein D (PqqD)	0.280
PF03190	+	0.015	0.000	0.000	0.065	0.032	0.029	0.018	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF255	0.280
PF01391	+	0.083	0.089	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Collagen triple helix repeat (20 copies)	0.272
PF09423	+	0.053	0.110	0.183	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PhoD-like phosphatase	0.269
PF13690	+	0.341	0.367	0.328	0.262	0.231	0.159	0.053	0.000	0.000	0.000	0.000	0.000	0.000	Chemotaxis phosphatase CheX	0.269
PF14259	+	0.000	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)	0.268
PF13893	+	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0.268
PF00076	+	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0.268
PF12732	+	0.117	0.102	0.032	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YtxH-like protein	0.268
PF00725	+	0.006	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	0.260
PF00041	+	0.318	0.308	0.348	0.276	0.259	0.237	0.204	0.000	0.000	0.000	0.000	0.000	0.000	Fibronectin type III domain	0.258
PF03102	+	0.064	0.057	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NeuB family	0.257
PF05088	+	0.245	0.278	0.192	0.147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial NAD-glutamate dehydrogenase	0.256
PF05567	+	0.332	0.369	0.295	0.178	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Neisseria PilC beta-propeller domain	0.254
PF00891	+	0.014	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	0.250
PF04012	+	0.000	0.014	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PspA/IM30 family	0.249
PF13631	+	0.118	0.151	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome b(N-terminal)/b6/petB	0.249
PF07831	+	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyrimidine nucleoside phosphorylase C-terminal domain	0.224
PF05708	+	0.002	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Orthopoxvirus protein of unknown function (DUF830)	0.223
PF11992	+	0.000	0.000	0.000	0.031	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3488)	0.219
PF09822	+	0.125	0.132	0.141	0.096	0.082	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC-type uncharacterized transport system	0.219
PF01923	+	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin adenosyltransferase	0.217
PF10604	+	0.147	0.138	0.085	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyketide cyclase / dehydrase and lipid transport	0.217
PF05036	+	0.224	0.198	0.281	0.213	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sporulation related domain	0.209
PF01258	+	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic dksA/traR C4-type zinc finger	0.209
PF13469	-	0.000	0.000	-0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfotransferase family	0.201
PF01144	+	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Coenzyme A transferase	0.199
PF02709	+	0.000	0.036	0.018	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal domain of galactosyltransferase	0.196
PF13646	+	0.017	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HEAT repeats	0.194
PF02086	+	0.018	0.000	0.008	0.023	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D12 class N6 adenine-specific DNA methyltransferase	0.188
PF05195	+	0.110	0.143	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aminopeptidase P, N-terminal domain	0.165
PF00480	+	0.397	0.390	0.443	0.337	0.227	0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ROK family	0.165
PF02638	+	0.000	0.023	0.151	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase like GH101	0.153
PF10263	+	0.000	0.045	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SprT-like family	0.146
PF05656	+	0.207	0.260	0.304	0.079	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF805)	0.135
PF13452	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal half of MaoC dehydratase	0.122
PF04324	-	0.000	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BFD-like [2Fe-2S] binding domain	0.090
PF03853	+	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YjeF-related protein N-terminus	0.088
PF01946	-	-0.014	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thi4 family	0.075
PF05683	-	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fumarase C-terminus	0.069
PF05681	-	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fumarate hydratase (Fumerase)	0.069
PF11967	+	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombination protein O N terminal	0.034
PF10947	-	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2628)	0.031
PF03109	+	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC1 family	0.031
PF05154	-	-0.014	-0.011	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TM2 domain	0.021
PF01293	-	0.000	0.000	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate carboxykinase	0.004
PF00145	-	-0.022	-0.037	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-5 cytosine-specific DNA methylase	-0.016
PF10509	-	-0.033	-0.028	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Galactokinase galactose-binding signature	-0.023
PF01915	-	-0.003	-0.001	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 C-terminal domain	-0.027
PF06821	-	-0.075	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Serine hydrolase	-0.037
PF13449	-	-0.079	-0.101	-0.062	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Esterase-like activity of phytase	-0.042
PF14310	-	-0.115	-0.138	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fibronectin type III-like domain	-0.053
PF13089	-	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase N-terminal domain	-0.078
PF03459	-	-0.251	-0.277	-0.059	-0.150	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TOBE domain	-0.083
PF13602	-	-0.083	-0.120	-0.031	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zinc-binding dehydrogenase	-0.084
PF02503	-	-0.015	-0.028	-0.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase middle domain	-0.087
PF12769	-	0.000	-0.044	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3814)	-0.091
PF01867	-	0.000	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas1	-0.095
PF00596	-	-0.040	-0.043	-0.069	-0.081	-0.116	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Class II Aldolase and Adducin N-terminal domain	-0.096
PF01960	-	0.000	-0.076	-0.061	-0.015	-0.049	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ArgJ family	-0.100
PF08402	-	-0.159	-0.160	-0.114	-0.147	-0.126	-0.093	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	TOBE domain	-0.102
PF12682	-	-0.022	-0.045	-0.086	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	-0.113
PF12974	-	-0.121	-0.107	-0.036	-0.045	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC transporter, phosphonate, periplasmic substrate-binding protein	-0.116
PF13740	-	-0.125	-0.134	-0.175	-0.091	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ACT domain	-0.117
PF01219	-	-0.137	-0.123	-0.087	-0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic diacylglycerol kinase	-0.119
PF00180	-	-0.082	0.000	0.000	-0.047	-0.033	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Isocitrate/isopropylmalate dehydrogenase	-0.122
PF02746	-	0.000	-0.038	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	-0.122
PF01643	-	-0.053	-0.061	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-ACP thioesterase	-0.125
PF10369	-	0.000	0.000	0.000	-0.080	-0.094	-0.108	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	Small subunit of acetolactate synthase	-0.127
PF07702	-	-0.051	-0.065	-0.187	-0.053	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UTRA domain	-0.127
PF13433	-	-0.047	-0.005	-0.050	-0.068	-0.068	-0.047	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic binding protein domain	-0.141
PF01361	-	0.000	0.000	-0.025	-0.054	-0.038	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	-0.146
PF02153	-	-0.229	-0.250	-0.258	-0.134	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prephenate dehydrogenase	-0.153
PF03601	-	-0.032	-0.047	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved hypothetical protein 698	-0.154
PF04174	-	-0.321	-0.322	-0.480	-0.190	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	A circularly permuted ATPgrasp	-0.158
PF02133	-	-0.075	-0.064	-0.088	-0.041	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Permease for cytosine/purines, uracil, thiamine, allantoin	-0.160
PF02934	-	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GatB/GatE catalytic domain	-0.173
PF02637	-	0.000	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GatB domain	-0.173
PF00848	-	-0.016	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ring hydroxylating alpha subunit (catalytic domain)	-0.178
PF03239	-	0.000	-0.058	-0.041	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron permease FTR1 family	-0.181
PF00742	-	0.000	0.000	-0.132	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homoserine dehydrogenase	-0.186
PF03609	-	0.000	0.000	0.000	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system sorbose-specific iic component	-0.188
PF00543	-	-0.094	-0.083	-0.158	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nitrogen regulatory protein P-II	-0.188
PF10397	-	0.000	0.000	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	-0.188
PF03613	-	0.000	0.000	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system mannose/fructose/sorbose family IID component	-0.195
PF02686	-	-0.169	-0.202	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glu-tRNAGln amidotransferase C subunit	-0.201
PF05437	-	0.000	0.000	0.000	-0.004	-0.085	-0.104	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	Branched-chain amino acid transport protein (AzlD)	-0.204
PF01425	-	0.000	0.000	0.000	-0.063	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidase	-0.212
