	class	1_0	0.5_0	0.2_0	0.7_0	0.1_0	0.07_0	0.05_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF02617	-	0.000	-0.009	0.000	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP-dependent Clp protease adaptor protein ClpS	0.194
PF07070	+	0.402	0.202	0.183	0.467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SpoOM protein	0.190
PF13239	+	0.218	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2TM domain	0.190
PF03829	+	0.027	0.005	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system glucitol/sorbitol-specific IIA component	0.183
PF09347	+	0.331	0.320	0.080	0.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1989)	0.177
PF03808	+	0.095	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase WecB/TagA/CpsF family	0.176
PF01068	+	0.084	0.097	0.007	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP dependent DNA ligase domain	0.176
PF12392	+	0.030	0.000	0.064	0.022	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Collagenase	0.175
PF04134	+	0.198	0.168	0.157	0.204	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF393	0.171
PF05400	-	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flagellar protein FliT	0.165
PF03588	-	-0.180	-0.314	-0.072	-0.161	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Leucyl/phenylalanyl-tRNA protein transferase	0.162
PF07228	+	0.023	0.079	0.144	0.060	0.100	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stage II sporulation protein E (SpoIIE)	0.143
PF07352	+	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage Mu Gam like protein	0.135
PF07804	-	-0.180	-0.125	0.000	-0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HipA-like C-terminal domain	0.135
PF13801	-	0.000	0.000	-0.025	-0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Heavy-metal resistance	0.132
PF02311	+	0.302	0.324	0.103	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AraC-like ligand binding domain	0.130
PF15604	+	0.331	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative toxin 43	0.125
PF15538	+	0.000	0.291	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative toxin 61	0.125
PF03929	+	0.475	0.022	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PepSY-associated TM helix	0.125
PF05532	+	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CsbD-like	0.122
PF04963	-	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sigma-54 factor, core binding domain	0.122
PF03435	+	0.123	0.092	0.017	0.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Saccharopine dehydrogenase	0.121
PF06834	-	0.000	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TraU protein	0.106
PF00325	-	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial regulatory proteins, crp family	0.104
PF00255	+	0.231	0.216	0.084	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione peroxidase	0.104
PF02929	+	0.000	0.129	0.000	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Beta galactosidase small chain	0.102
PF05930	-	-0.148	-0.112	-0.029	-0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prophage CP4-57 regulatory protein (AlpA)	0.096
PF01008	+	0.101	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Initiation factor 2 subunit family	0.078
PF05076	+	0.097	0.000	0.000	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Suppressor of fused protein (SUFU)	0.072
PF13657	-	0.000	-0.013	0.000	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HipA N-terminal domain	0.067
PF01161	-	-0.100	-0.003	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphatidylethanolamine-binding protein	0.066
PF14568	+	0.024	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMI1-KNR4 cell-wall	0.065
PF09838	-	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2065)	0.060
PF02839	-	0.000	0.000	0.000	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate binding domain	0.060
PF03806	+	0.024	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AbgT putative transporter family	0.047
PF09346	+	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMI1 / KNR4 family (SUKH-1)	0.043
PF02016	+	0.393	0.312	0.220	0.252	0.159	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LD-carboxypeptidase	0.041
PF12476	+	0.000	0.525	0.049	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3696)	0.039
PF02475	+	0.113	0.089	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Met-10+ like-protein	0.031
PF05187	-	-0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Electron transfer flavoprotein-ubiquinone oxidoreductase	0.022
PF14827	-	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sensory domain of two-component sensor kinase	-0.002
PF03649	-	-0.087	-0.203	0.000	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0014)	-0.007
PF01447	-	-0.206	-0.184	0.000	-0.151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thermolysin metallopeptidase, catalytic domain	-0.031
PF13599	-	0.000	0.000	0.000	-0.068	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (9 copies)	-0.032
PF11870	-	-0.087	-0.027	-0.071	-0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3390)	-0.041
PF06564	-	0.000	-0.074	-0.095	0.000	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YhjQ protein	-0.047
PF01915	-	0.000	0.000	0.000	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 C-terminal domain	-0.050
PF14241	-	-0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4341)	-0.051
PF02868	-	0.000	0.000	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thermolysin metallopeptidase, alpha-helical domain	-0.054
PF04131	+	0.144	0.069	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative N-acetylmannosamine-6-phosphate epimerase	-0.063
PF03787	+	0.160	0.044	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RAMP superfamily	-0.071
PF13480	-	-0.185	-0.157	-0.053	-0.068	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	-0.077
PF04909	-	0.000	0.000	-0.042	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidohydrolase	-0.079
PF13007	-	-0.101	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase C of IS166 homeodomain	-0.083
PF01880	+	0.124	0.036	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Desulfoferrodoxin	-0.083
PF13551	-	-0.082	-0.094	-0.115	-0.142	-0.083	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	-0.095
PF00282	-	-0.026	0.000	-0.062	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxal-dependent decarboxylase conserved domain	-0.104
PF00891	-	0.000	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	-0.110
PF04471	-	-0.034	-0.039	-0.144	-0.081	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Restriction endonuclease	-0.112
PF05544	-	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proline racemase	-0.116
PF01680	+	0.000	0.000	0.007	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SOR/SNZ family	-0.116
PF13518	-	0.000	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.122
PF07943	-	0.000	-0.423	-0.021	-0.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Penicillin-binding protein 5, C-terminal domain	-0.128
PF00393	-	-0.054	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6-phosphogluconate dehydrogenase, C-terminal domain	-0.129
PF03382	+	0.000	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mycoplasma protein of unknown function, DUF285	-0.129
PF07603	-	-0.004	-0.247	0.000	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1566)	-0.129
PF13683	-	-0.130	0.000	-0.077	-0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	-0.132
PF00545	-	0.000	-0.039	-0.115	-0.002	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ribonuclease	-0.135
PF02595	-	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycerate kinase family	-0.143
PF01894	-	0.000	0.000	-0.098	0.000	-0.160	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family UPF0047	-0.146
PF02806	-	0.000	0.000	-0.065	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha amylase, C-terminal all-beta domain	-0.148
PF13229	-	-0.313	-0.285	-0.168	-0.323	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Right handed beta helix region	-0.164
PF13730	-	-0.098	-0.062	-0.006	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.167
PF07831	-	0.000	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyrimidine nucleoside phosphorylase C-terminal domain	-0.176
PF13636	-	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	pre-rRNA processing and ribosome biogenesis	-0.177
PF00401	-	-0.249	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	-0.206
PF02543	-	0.000	-0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbamoyltransferase	-0.209
PF13936	-	-0.048	-0.106	-0.019	-0.025	-0.016	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.210
PF00872	-	0.000	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase, Mutator family	-0.222
PF10551	-	-0.113	-0.110	-0.001	-0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MULE transposase domain	-0.225
PF13305	-	0.000	0.000	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WHG domain	-0.241
PF03050	-	0.000	0.000	-0.076	-0.137	-0.086	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase IS66 family	-0.256
PF11208	-	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2992)	-0.263
PF00082	-	-0.153	-0.134	-0.090	-0.140	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Subtilase family	-0.288
PF13472	-	-0.322	-0.212	-0.142	-0.245	-0.114	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GDSL-like Lipase/Acylhydrolase family	-0.290
PF06961	-	-0.086	-0.201	-0.091	-0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1294)	-0.315
PF02838	-	-0.525	-0.448	-0.302	-0.353	-0.160	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 20, domain 2	-0.329
PF13345	-	-0.169	-0.186	-0.088	-0.161	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4098)	-0.356
PF13455	-	-0.066	0.000	-0.056	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Meiotically up-regulated gene 113	-0.360
PF00069	-	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein kinase domain	-0.365
PF02278	-	-0.073	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide lyase family 8, super-sandwich domain	-0.407
PF07739	-	-0.003	-0.037	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TipAS antibiotic-recognition domain	-0.413
PF13578	-	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyltransferase domain	-0.433
PF02608	-	-0.274	0.000	-0.253	-0.188	-0.170	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Basic membrane protein	-0.491
