	class	0.2_0	0.5_0	0.7_0	1_0	0.1_0	0.07_0	0.05_0	0.005_0	0.007_0	0.01_0	0.02_0	0.001_0	0.002_0	Pfam_desc	cor
PF03306	+	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-acetolactate decarboxylase	0.017
PF09445	-	-0.049	-0.075	-0.086	-0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA cap guanine-N2 methyltransferase	0.016
PF03006	-	-0.109	-0.184	-0.189	-0.209	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolysin-III related	0.012
PF01888	-	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CbiD	0.007
PF08388	-	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Group II intron, maturase-specific domain	0.005
PF01012	-	0.000	0.000	-0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Electron transfer flavoprotein domain	0.002
PF03747	-	0.000	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ADP-ribosylglycohydrolase	0.001
PF00766	-	-0.188	0.000	0.000	-0.246	-0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Electron transfer flavoprotein FAD-binding domain	-0.000
PF13086	-	-0.004	0.000	-0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.014
PF13574	-	0.000	0.000	-0.047	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Metallo-peptidase family M12B Reprolysin-like	-0.020
PF13246	+	0.001	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative hydrolase of sodium-potassium ATPase alpha subunit	-0.022
PF00128	-	-0.027	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha amylase, catalytic domain	-0.024
PF02562	-	0.000	0.000	-0.054	-0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PhoH-like protein	-0.031
PF05057	-	0.000	-0.042	-0.076	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative serine esterase (DUF676)	-0.036
PF13596	-	0.000	0.000	0.000	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	-0.038
PF08937	+	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MTH538 TIR-like domain (DUF1863)	-0.041
PF07859	-	-0.066	0.000	-0.055	-0.074	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	alpha/beta hydrolase fold	-0.042
PF10397	-	-0.024	-0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	-0.042
PF02498	-	-0.105	-0.223	-0.328	-0.317	-0.055	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BRO family, N-terminal domain	-0.043
PF02700	+	0.093	0.147	0.000	0.270	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoribosylformylglycinamidine (FGAM) synthase	-0.055
PF00239	-	0.000	0.000	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Resolvase, N terminal domain	-0.063
PF07726	+	0.357	0.447	0.495	0.416	0.241	0.116	0.042	0.000	0.000	0.000	0.000	0.000	0.000	ATPase family associated with various cellular activities (AAA)	-0.068
PF08463	-	0.000	-0.075	0.000	-0.196	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EcoEI R protein C-terminal	-0.084
PF00150	-	-0.076	-0.226	-0.242	-0.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cellulase (glycosyl hydrolase family 5)	-0.091
PF04221	-	0.000	-0.022	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RelB antitoxin	-0.110
PF06250	-	0.000	0.000	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1016)	-0.116
PF13707	+	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RloB-like protein	-0.125
PF00069	-	0.000	-0.047	0.000	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein kinase domain	-0.132
PF01174	-	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SNO glutamine amidotransferase family	-0.133
PF07476	-	-0.026	-0.113	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylaspartate ammonia-lyase C-terminus	-0.134
PF01321	-	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Creatinase/Prolidase N-terminal domain	-0.142
PF02608	-	0.000	0.000	-0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Basic membrane protein	-0.150
PF01988	-	-0.026	0.000	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VIT family	-0.157
PF00082	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Subtilase family	-0.181
PF03703	-	0.000	0.000	-0.018	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	-0.191
PF00326	-	-0.021	-0.182	0.000	0.000	-0.002	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prolyl oligopeptidase family	-0.197
PF09424	-	-0.036	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Yqey-like protein	-0.211
PF02361	-	-0.033	-0.100	-0.066	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt transport protein	-0.214
PF01458	-	-0.143	0.000	0.000	-0.061	-0.120	-0.102	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein family (UPF0051)	-0.225
PF04020	-	0.000	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane protein of unknown function	-0.249
PF02517	-	-0.048	0.000	0.000	0.000	-0.058	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CAAX protease self-immunity	-0.266
PF13495	-	-0.006	0.000	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	-0.290
PF00142	-	0.000	-0.025	-0.075	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family	-0.304
PF02632	-	-0.003	-0.055	-0.085	-0.208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BioY family	-0.330
PF05167	+	0.015	0.068	0.047	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised ACR (DUF711)	-0.373
