	class	0.5_0	1_0	0.2_0	0.7_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.007_0	0.005_0	0.001_0	0.002_0	Pfam_desc	cor
PF00128	+	0.266	0.250	0.194	0.216	0.149	0.103	0.051	0.036	0.000	0.000	0.000	0.000	0.000	Alpha amylase, catalytic domain	0.524
PF03932	+	0.000	0.057	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CutC family	0.437
PF03881	+	0.000	0.000	0.069	0.000	0.043	0.029	0.007	0.000	0.000	0.000	0.000	0.000	0.000	Fructosamine kinase	0.430
PF00455	+	0.286	0.201	0.254	0.277	0.226	0.181	0.145	0.065	0.000	0.000	0.000	0.000	0.000	DeoR C terminal sensor domain	0.425
PF13349	+	0.046	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4097)	0.421
PF02610	+	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	L-arabinose isomerase	0.398
PF02457	+	0.025	0.248	0.036	0.149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DisA bacterial checkpoint controller nucleotide-binding	0.377
PF02926	+	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	THUMP domain	0.372
PF01418	+	0.303	0.522	0.273	0.411	0.201	0.158	0.087	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain, rpiR family	0.370
PF13684	+	0.000	0.000	0.000	0.000	0.008	0.058	0.077	0.000	0.000	0.000	0.000	0.000	0.000	Dihydroxyacetone kinase family	0.361
PF00854	+	0.082	0.016	0.031	0.084	0.051	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	POT family	0.349
PF00186	+	0.000	0.000	0.043	0.000	0.045	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydrofolate reductase	0.348
PF01487	+	0.091	0.039	0.083	0.038	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I 3-dehydroquinase	0.338
PF01643	+	0.000	0.000	0.000	0.000	0.019	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-ACP thioesterase	0.330
PF00871	+	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetokinase family	0.322
PF13930	+	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA/RNA non-specific endonuclease	0.317
PF02386	+	0.283	0.281	0.297	0.366	0.247	0.185	0.109	0.000	0.000	0.000	0.000	0.000	0.000	Cation transport protein	0.316
PF01371	+	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Trp repressor protein	0.310
PF03632	+	0.000	0.000	0.000	0.000	0.052	0.045	0.021	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 65 central catalytic domain	0.308
PF02486	+	0.000	0.091	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Replication initiation factor	0.288
PF01458	-	-0.081	-0.162	0.000	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein family (UPF0051)	0.285
PF05738	-	0.000	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cna protein B-type domain	0.283
PF09313	+	0.197	0.000	0.102	0.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1971)	0.280
PF05133	+	0.000	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein, SPP1 Gp6-like	0.279
PF11611	+	0.100	0.117	0.020	0.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4352)	0.277
PF00689	+	0.231	0.233	0.152	0.203	0.064	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cation transporting ATPase, C-terminus	0.261
PF04399	+	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutaredoxin 2, C terminal domain	0.254
PF00056	+	0.012	0.146	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	lactate/malate dehydrogenase, NAD binding domain	0.251
PF02866	+	0.019	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	lactate/malate dehydrogenase, alpha/beta C-terminal domain	0.251
PF13246	+	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative hydrolase of sodium-potassium ATPase alpha subunit	0.228
PF04298	+	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative neutral zinc metallopeptidase	0.224
PF13173	+	0.000	0.000	0.001	0.000	0.017	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.219
PF05592	+	0.000	0.000	0.064	0.000	0.087	0.084	0.022	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial alpha-L-rhamnosidase	0.216
PF03956	+	0.275	0.351	0.212	0.393	0.181	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane protein of unknown function (DUF340)	0.215
PF08531	+	0.216	0.254	0.211	0.262	0.068	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-L-rhamnosidase N-terminal domain	0.215
PF01680	+	0.026	0.146	0.000	0.213	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SOR/SNZ family	0.212
PF02424	-	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ApbE family	0.199
PF01232	-	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mannitol dehydrogenase Rossmann domain	0.197
PF02446	+	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4-alpha-glucanotransferase	0.197
PF07751	+	0.000	0.000	0.000	0.000	0.041	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Abi-like protein	0.193
PF01694	-	0.000	0.000	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rhomboid family	0.189
PF01943	-	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide biosynthesis protein	0.184
PF12911	+	0.261	0.093	0.200	0.203	0.141	0.079	0.012	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal TM domain of oligopeptide transport permease C	0.175
PF02080	+	0.191	0.195	0.000	0.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TrkA-C domain	0.173
PF13408	+	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase zinc beta ribbon domain	0.169
PF04883	-	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage HK97-gp10, putative tail-component	0.169
PF06245	+	0.000	0.058	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1015)	0.158
PF14827	-	0.000	-0.126	0.000	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sensory domain of two-component sensor kinase	0.148
PF03808	-	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase WecB/TagA/CpsF family	0.141
PF09509	+	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (Hypoth_ymh)	0.138
PF08817	+	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WXG100 protein secretion system (Wss), protein YukD	0.132
PF11842	+	0.036	0.068	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3362)	0.131
PF10004	+	0.099	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2247)	0.128
PF11139	+	0.101	0.209	0.194	0.139	0.205	0.127	0.002	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2910)	0.117
PF07739	-	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TipAS antibiotic-recognition domain	0.112
PF14436	+	0.049	0.000	0.052	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial EndoU nuclease	0.111
PF02653	+	0.081	0.194	0.000	0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Branched-chain amino acid transport system / permease component	0.109
PF01081	+	0.150	0.035	0.050	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KDPG and KHG aldolase	0.108
PF02796	-	-0.017	-0.109	-0.035	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain of resolvase	0.099
PF12161	+	0.391	0.448	0.312	0.425	0.283	0.265	0.218	0.020	0.000	0.000	0.000	0.000	0.000	HsdM N-terminal domain	0.099
PF05065	-	-0.034	-0.013	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage capsid family	0.086
PF00722	+	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 16	0.081
PF06575	+	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1132)	0.076
PF00591	+	0.162	0.155	0.016	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family, a/b domain	0.074
PF13669	-	-0.064	-0.082	0.000	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	0.068
PF10544	+	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	T5orf172 domain	0.065
PF00665	-	-0.224	-0.181	-0.122	-0.161	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	0.058
PF09375	+	0.101	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Imelysin	0.058
PF13287	+	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fn3 associated	0.052
PF00078	-	-0.077	-0.117	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Reverse transcriptase (RNA-dependent DNA polymerase)	0.052
PF07606	+	0.000	0.019	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1569)	0.051
PF01885	-	0.000	-0.060	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA 2'-phosphotransferase, Tpt1 / KptA family	0.049
PF03575	-	-0.067	-0.066	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S51	0.047
PF02225	-	0.000	-0.076	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PA domain	0.043
PF06044	+	0.031	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dam-replacing family	0.034
PF13276	-	-0.217	-0.294	-0.193	-0.239	-0.179	-0.139	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	HTH-like domain	0.034
PF09364	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XFP N-terminal domain	0.032
PF13353	-	0.000	0.000	-0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S single cluster domain	0.031
PF01726	-	0.000	-0.225	-0.097	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LexA DNA binding domain	0.027
PF00596	-	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Class II Aldolase and Adducin N-terminal domain	0.019
PF03029	+	0.178	0.000	0.085	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved hypothetical ATP binding protein	0.014
PF13485	-	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase MA superfamily	0.014
PF08392	+	0.097	0.090	0.000	0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAE1/Type III polyketide synthase-like protein	0.008
PF07508	-	-0.131	-0.132	-0.048	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	0.007
PF12437	+	0.000	0.036	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutamine synthetase type III N terminal	0.002
PF00239	-	-0.081	-0.054	-0.026	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Resolvase, N terminal domain	0.002
PF13551	+	0.207	0.301	0.116	0.238	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	-0.000
PF14078	+	0.278	0.393	0.192	0.432	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4259)	-0.001
PF03432	-	-0.014	-0.082	0.000	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Relaxase/Mobilisation nuclease domain	-0.005
PF00989	+	0.000	0.172	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS fold	-0.006
PF01188	-	0.000	0.000	0.000	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain	-0.010
PF02868	-	-0.043	-0.024	0.000	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thermolysin metallopeptidase, alpha-helical domain	-0.014
PF06210	-	-0.002	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1003)	-0.014
PF11941	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3459)	-0.016
PF12627	-	-0.002	-0.213	0.000	-0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Probable RNA and SrmB- binding site of polymerase A	-0.023
PF00724	-	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH:flavin oxidoreductase / NADH oxidase family	-0.028
PF13530	-	-0.073	-0.144	0.000	-0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sterol carrier protein domain	-0.031
PF08443	+	0.113	0.105	0.100	0.112	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RimK-like ATP-grasp domain	-0.036
PF04343	+	0.066	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF488	-0.041
PF00933	-	-0.052	-0.132	0.000	-0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 N terminal domain	-0.042
PF13088	-	-0.035	0.000	0.000	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BNR repeat-like domain	-0.044
PF13434	-	0.000	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	L-lysine 6-monooxygenase (NADPH-requiring)	-0.045
PF00805	-	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (8 copies)	-0.045
PF12846	+	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA-like domain	-0.053
PF12696	-	-0.062	0.000	-0.011	-0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TraM recognition site of TraD and TraG	-0.058
PF13392	-	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	-0.063
PF04134	-	0.000	-0.050	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF393	-0.068
PF13855	-	-0.077	-0.181	-0.122	-0.096	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Leucine rich repeat	-0.068
PF13378	-	-0.019	0.000	0.000	0.000	-0.005	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enolase C-terminal domain-like	-0.070
PF04389	-	-0.224	0.000	-0.141	0.000	-0.077	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family M28	-0.070
PF01402	+	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribbon-helix-helix protein, copG family	-0.075
PF10397	+	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylosuccinate lyase C-terminus	-0.076
PF01946	-	-0.287	-0.343	-0.174	-0.310	-0.093	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thi4 family	-0.077
PF14552	-	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	-0.078
PF02894	-	-0.053	0.000	-0.074	-0.056	-0.072	-0.034	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase family, C-terminal alpha/beta domain	-0.081
PF01510	-	-0.009	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-acetylmuramoyl-L-alanine amidase	-0.086
PF00042	-	0.000	0.000	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Globin	-0.089
PF04371	-	0.000	-0.026	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Porphyromonas-type peptidyl-arginine deiminase	-0.093
PF08843	-	0.000	-0.049	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyl transferase of unknown function (DUF1814)	-0.097
PF03681	-	-0.115	-0.120	-0.096	-0.094	-0.106	-0.075	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.099
PF13827	+	0.149	0.259	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4189)	-0.107
PF02646	+	0.205	0.107	0.073	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RmuC family	-0.110
PF13586	+	0.042	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase DDE domain	-0.110
PF01478	-	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type IV leader peptidase family	-0.121
PF13454	-	-0.087	-0.084	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD-NAD(P)-binding	-0.125
PF01663	-	0.000	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I phosphodiesterase / nucleotide pyrophosphatase	-0.128
PF04011	-	-0.078	-0.132	-0.025	-0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LemA family	-0.131
PF05621	+	0.000	0.076	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial TniB protein	-0.135
PF07804	+	0.063	0.029	0.124	0.083	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HipA-like C-terminal domain	-0.136
PF08645	-	-0.144	0.000	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polynucleotide kinase 3 phosphatase	-0.137
PF00877	-	-0.037	-0.117	-0.143	-0.174	-0.135	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NlpC/P60 family	-0.138
PF01678	+	0.000	0.217	0.113	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Diaminopimelate epimerase	-0.147
PF01891	-	0.000	-0.087	0.000	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt uptake substrate-specific transmembrane region	-0.148
PF00493	-	-0.049	0.000	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MCM2/3/5 family	-0.155
PF07683	+	0.088	0.179	0.065	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin synthesis protein cobW C-terminal domain	-0.155
PF08436	-	0.000	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal	-0.162
PF03023	-	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MviN-like protein	-0.171
PF11791	+	0.000	0.115	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aconitate B N-terminal domain	-0.187
PF06564	-	-0.173	0.000	-0.112	-0.104	-0.085	-0.066	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	YhjQ protein	-0.188
PF01728	-	-0.088	-0.220	-0.041	-0.124	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FtsJ-like methyltransferase	-0.192
PF06751	-	0.000	0.000	-0.025	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine ammonia lyase large subunit (EutB)	-0.193
PF08007	+	0.143	0.153	0.000	0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupin superfamily protein	-0.195
PF13745	-	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HxxPF-repeated domain	-0.197
PF01551	-	0.000	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family M23	-0.198
PF03737	-	-0.008	0.000	-0.067	-0.102	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Demethylmenaquinone methyltransferase	-0.199
PF01914	-	-0.008	-0.107	-0.006	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MarC family integral membrane protein	-0.199
PF13591	-	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MerR HTH family regulatory protein	-0.199
PF01124	+	0.014	0.210	0.000	0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MAPEG family	-0.201
PF08484	+	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-methyltransferase C-terminal domain	-0.205
PF10503	+	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Esterase PHB depolymerase	-0.207
PF02543	-	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbamoyltransferase	-0.207
PF02469	-	0.000	-0.145	0.000	-0.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fasciclin domain	-0.207
PF13468	-	0.000	0.000	-0.042	-0.057	-0.050	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase-like domain	-0.223
PF00565	-	-0.103	-0.093	-0.010	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Staphylococcal nuclease homologue	-0.231
PF08643	-	0.000	-0.177	0.000	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fungal family of unknown function (DUF1776)	-0.240
PF05893	-	-0.154	-0.092	-0.152	-0.179	-0.123	-0.093	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-CoA reductase (LuxC)	-0.245
PF04199	-	0.000	-0.104	0.000	-0.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative cyclase	-0.249
PF13533	-	-0.073	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Biotin-lipoyl like	-0.250
