	class	0.05_0	0.2_0	0.07_0	1_0	0.1_0	0.5_0	0.7_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF08774	+	0.000	0.162	0.018	0.237	0.089	0.194	0.161	0.000	0.000	0.000	0.000	0.000	0.000	VRR-NUC domain	0.124
PF06634	+	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1156)	0.120
PF03354	+	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage Terminase	0.113
PF13166	+	0.000	0.214	0.054	0.000	0.142	0.212	0.324	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.112
PF13156	+	0.000	0.389	0.062	0.000	0.198	0.418	0.500	0.000	0.000	0.000	0.000	0.000	0.000	Restriction endonuclease	0.099
PF13309	-	0.000	0.000	0.000	-0.048	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	HTH domain	0.098
PF08348	-	0.000	0.000	0.000	-0.046	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	YheO-like PAS domain	0.098
PF01471	-	0.000	0.000	0.000	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative peptidoglycan binding domain	0.095
PF03241	-	0.000	0.000	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4-hydroxyphenylacetate 3-hydroxylase C terminal	0.090
PF13432	-	0.000	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.089
PF02927	+	0.000	0.000	0.000	0.106	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal ig-like domain of cellulase	0.086
PF13007	-	0.000	0.000	0.000	-0.175	0.000	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase C of IS166 homeodomain	0.086
PF13333	+	0.000	0.043	0.000	0.266	0.000	0.172	0.226	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	0.076
PF01051	-	0.000	0.000	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Initiator Replication protein	0.068
PF11015	+	0.000	0.093	0.000	0.000	0.000	0.288	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2853)	0.067
PF08327	+	0.000	0.072	0.000	0.000	0.001	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Activator of Hsp90 ATPase homolog 1-like protein	0.060
PF13470	+	0.030	0.230	0.182	0.401	0.247	0.289	0.332	0.000	0.000	0.000	0.000	0.000	0.000	PIN domain	0.053
PF08000	+	0.000	0.000	0.000	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	0.053
PF09369	+	0.000	0.017	0.011	0.222	0.035	0.151	0.002	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1998)	0.052
PF14390	+	0.000	0.190	0.000	0.367	0.109	0.228	0.295	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4420)	0.051
PF03994	-	0.000	0.000	0.000	-0.161	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function (DUF350)	0.043
PF05133	+	0.000	0.111	0.000	0.000	0.000	0.229	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein, SPP1 Gp6-like	0.035
PF01740	-	0.000	0.000	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	STAS domain	0.035
PF08818	+	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DU1801)	0.034
PF10076	-	0.000	-0.098	0.000	-0.186	0.000	-0.129	-0.197	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2313)	0.034
PF15644	+	0.000	0.000	0.000	0.079	0.000	0.000	0.127	0.000	0.000	0.000	0.000	0.000	0.000	Papain fold toxin 1	0.025
PF06736	+	0.000	0.000	0.000	0.195	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1211)	0.023
PF03572	-	0.000	0.000	-0.020	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S41	0.018
PF01418	-	0.000	0.000	0.000	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain, rpiR family	0.013
PF08483	+	0.000	0.000	0.000	0.033	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	IstB-like ATP binding N-terminal	0.007
PF00908	-	0.000	0.000	0.000	-0.159	0.000	-0.082	-0.138	0.000	0.000	0.000	0.000	0.000	0.000	dTDP-4-dehydrorhamnose 3,5-epimerase	-0.001
PF09932	-	0.000	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized conserved protein (DUF2164)	-0.006
PF01555	-	0.000	-0.045	0.000	0.000	0.000	-0.139	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.008
PF00735	+	0.000	0.000	0.000	0.319	0.000	0.000	0.320	0.000	0.000	0.000	0.000	0.000	0.000	Septin	-0.008
PF08544	-	0.000	0.000	0.000	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GHMP kinases C terminal	-0.023
PF05154	-	0.000	0.000	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TM2 domain	-0.023
PF01165	-	0.000	0.000	-0.020	0.000	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribosomal protein S21	-0.026
PF05857	-	0.000	0.000	0.000	-0.213	0.000	0.000	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	TraX protein	-0.033
PF00037	-	0.000	0.000	0.000	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S binding domain	-0.034
PF12696	+	0.000	0.070	0.000	0.207	0.000	0.171	0.147	0.000	0.000	0.000	0.000	0.000	0.000	TraM recognition site of TraD and TraG	-0.043
PF01078	-	0.000	0.000	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Magnesium chelatase, subunit ChlI	-0.052
PF02534	+	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type IV secretory system Conjugative DNA transfer	-0.053
PF13274	+	0.000	0.186	0.019	0.000	0.082	0.241	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF4065)	-0.055
PF10979	-	0.000	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2786)	-0.057
PF01734	-	-0.005	0.000	-0.040	0.000	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Patatin-like phospholipase	-0.070
PF02082	-	0.000	0.000	-0.006	0.000	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transcriptional regulator	-0.077
PF02504	-	0.000	-0.167	0.000	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fatty acid synthesis protein	-0.084
PF13412	-	0.000	0.000	-0.020	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn-helix DNA-binding	-0.086
PF10551	-	0.000	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MULE transposase domain	-0.108
PF14622	-	0.000	0.000	0.000	-0.373	0.000	0.000	-0.207	0.000	0.000	0.000	0.000	0.000	0.000	Ribonuclease-III-like	-0.109
PF05000	-	-0.213	0.000	-0.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA polymerase Rpb1, domain 4	-0.116
PF06821	-	0.000	0.000	0.000	-0.050	0.000	-0.092	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	Serine hydrolase	-0.117
PF01663	-	0.000	-0.129	0.000	0.000	-0.024	-0.157	-0.213	0.000	0.000	0.000	0.000	0.000	0.000	Type I phosphodiesterase / nucleotide pyrophosphatase	-0.124
PF02384	-	0.000	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-6 DNA Methylase	-0.150
PF01632	-	0.000	-0.179	0.000	0.000	-0.043	-0.294	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribosomal protein L35	-0.156
PF13289	-	0.000	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SIR2-like domain	-0.173
PF08874	-	0.000	0.000	0.000	-0.393	0.000	-0.033	-0.258	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1835)	-0.178
PF10881	-	0.000	-0.070	0.000	0.000	0.000	-0.187	-0.195	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2726)	-0.185
PF13421	-	0.000	0.000	0.000	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SPFH domain-Band 7 family	-0.194
PF13452	-	0.000	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal half of MaoC dehydratase	-0.195
PF13495	-	-0.015	-0.155	-0.057	-0.233	-0.119	-0.257	-0.236	0.000	0.000	0.000	0.000	0.000	0.000	Phage integrase, N-terminal SAM-like domain	-0.231
