	class	0.5_0	0.7_0	0.2_0	1_0	0.1_0	0.07_0	0.05_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF03237	-	0.000	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Terminase-like family	-0.042
PF01527	-	-0.022	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase	-0.043
PF02872	-	-0.119	-0.117	-0.051	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5'-nucleotidase, C-terminal domain	-0.052
PF04326	-	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divergent AAA domain	-0.054
PF07866	+	0.080	0.081	0.000	0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1653)	-0.056
PF00239	-	-0.078	-0.072	-0.018	-0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Resolvase, N terminal domain	-0.056
PF14502	-	0.000	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.060
PF05154	-	-0.010	-0.023	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TM2 domain	-0.065
PF05437	-	-0.029	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Branched-chain amino acid transport protein (AzlD)	-0.065
PF00201	-	-0.015	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-glucoronosyl and UDP-glucosyl transferase	-0.081
PF03649	-	0.000	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0014)	-0.083
PF05128	+	0.000	0.061	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF697)	-0.092
PF02219	-	-0.038	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylenetetrahydrofolate reductase	-0.101
PF06414	-	-0.019	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zeta toxin	-0.116
PF08392	-	-0.016	-0.063	0.000	-0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAE1/Type III polyketide synthase-like protein	-0.121
PF02447	-	-0.006	-0.018	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GntP family permease	-0.138
PF02624	-	0.000	0.000	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YcaO-like family	-0.141
PF00296	-	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Luciferase-like monooxygenase	-0.141
PF10127	-	-0.001	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted nucleotidyltransferase	-0.142
PF01270	-	-0.089	-0.082	-0.015	-0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 8	-0.150
PF07411	-	-0.022	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	-0.150
PF02325	-	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YGGT family	-0.152
PF05872	-	0.000	0.000	0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF853)	-0.154
PF11398	-	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2813)	-0.161
PF01661	-	-0.139	-0.147	-0.117	-0.109	-0.078	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Macro domain	-0.165
PF05164	-	-0.075	-0.051	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cell division protein ZapA	-0.182
PF13350	-	-0.109	-0.113	-0.034	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tyrosine phosphatase family	-0.194
PF01243	-	0.000	0.000	0.000	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	-0.211
PF00350	-	-0.022	-0.042	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dynamin family	-0.235
PF12974	-	0.000	0.000	-0.004	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC transporter, phosphonate, periplasmic substrate-binding protein	-0.257
PF08443	-	0.000	0.000	-0.011	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RimK-like ATP-grasp domain	-0.273
PF00719	-	0.000	-0.002	0.000	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Inorganic pyrophosphatase	-0.299
PF11638	-	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DnaA N-terminal domain	-0.300
PF03626	-	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic Cytochrome C oxidase subunit IV	-0.311
PF03572	-	-0.048	-0.076	-0.036	-0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S41	-0.342
PF00011	-	0.000	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hsp20/alpha crystallin family	-0.354
PF01738	-	-0.006	-0.012	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dienelactone hydrolase family	-0.358
PF00227	-	0.000	0.000	0.000	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proteasome subunit	-0.378
PF01037	-	-0.006	0.000	-0.042	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AsnC family	-0.387
PF12146	-	-0.020	0.000	-0.079	0.000	-0.087	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative lysophospholipase	-0.393
PF02597	-	0.000	0.000	0.000	-0.197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ThiS family	-0.411
PF03454	-	-0.113	-0.122	-0.037	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MoeA C-terminal region (domain IV)	-0.418
PF13432	-	-0.067	-0.052	-0.078	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.446
PF00075	-	-0.052	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNase H	-0.603
