	class	0.2_0	0.5_0	0.7_0	1_0	0.1_0	0.07_0	0.05_0	0.01_0	0.02_0	0.007_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF02922	-	-0.014	-0.049	-0.046	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	0.087
PF13458	+	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic binding protein	0.072
PF14524	+	0.000	0.058	0.070	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Wzt C-terminal domain	0.049
PF04313	-	0.000	-0.027	-0.037	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction enzyme R protein N terminus (HSDR_N)	0.030
PF03646	-	0.000	-0.058	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FlaG protein	0.029
PF14237	+	0.011	0.052	0.062	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4339)	0.028
PF00682	+	0.000	0.008	0.043	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HMGL-like	0.027
PF01618	+	0.000	0.202	0.263	0.237	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MotA/TolQ/ExbB proton channel family	0.026
PF10589	+	0.000	0.080	0.134	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	0.025
PF12890	-	0.000	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dihydro-orotase-like	0.017
PF00903	+	0.000	0.000	0.005	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	0.014
PF01420	-	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction modification DNA specificity domain	0.013
PF12681	+	0.000	0.076	0.000	0.149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase-like domain	-0.000
PF03932	-	-0.014	-0.061	-0.066	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CutC family	-0.002
PF13087	-	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.016
PF07476	-	-0.045	-0.043	-0.032	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylaspartate ammonia-lyase C-terminus	-0.031
PF02965	-	0.000	-0.078	-0.064	-0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vitamin B12 dependent methionine synthase, activation domain	-0.040
PF05656	+	0.029	0.078	0.089	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF805)	-0.053
PF05065	-	0.000	0.000	-0.019	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage capsid family	-0.063
PF03837	-	-0.019	-0.112	-0.117	-0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RecT family	-0.067
PF03259	+	0.183	0.135	0.082	0.081	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Roadblock/LC7 domain	-0.070
PF13556	-	-0.071	-0.070	-0.027	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PucR C-terminal helix-turn-helix domain	-0.071
PF08269	-	0.000	-0.013	-0.039	-0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cache domain	-0.072
PF03592	-	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Terminase small subunit	-0.077
PF12708	-	0.000	0.000	-0.028	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pectate lyase superfamily protein	-0.078
PF13744	-	-0.010	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.080
PF09346	-	0.000	0.000	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMI1 / KNR4 family (SUKH-1)	-0.082
PF05971	-	0.000	-0.044	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF890)	-0.096
PF01564	-	-0.038	-0.081	-0.071	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Spermine/spermidine synthase	-0.099
PF13354	+	0.017	0.139	0.194	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Beta-lactamase enzyme family	-0.100
PF08546	-	0.000	0.000	-0.020	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ketopantoate reductase PanE/ApbA C terminal	-0.104
PF04402	-	0.000	0.000	-0.014	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF541)	-0.108
PF14789	+	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetrahydrodipicolinate N-succinyltransferase middle	-0.114
PF03405	+	0.000	0.210	0.278	0.304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fatty acid desaturase	-0.115
PF04860	-	-0.040	-0.016	-0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein	-0.118
PF01844	-	-0.011	-0.018	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	-0.120
PF04962	-	-0.003	-0.061	-0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KduI/IolB family	-0.120
PF03547	-	0.000	-0.011	-0.036	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane transport protein	-0.122
PF00255	-	0.000	-0.004	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione peroxidase	-0.136
PF01928	-	-0.034	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CYTH domain	-0.140
PF03205	-	0.000	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Molybdopterin guanine dinucleotide synthesis protein B	-0.144
PF00990	-	0.000	0.000	-0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GGDEF domain	-0.151
PF13797	+	0.000	0.000	0.000	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Post-transcriptional regulator	-0.153
PF00916	-	0.000	-0.042	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfate transporter family	-0.156
PF13792	-	-0.008	-0.042	-0.050	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulfate transporter N-terminal domain with GLY motif	-0.156
PF08002	-	-0.004	-0.037	-0.042	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1697)	-0.162
PF02900	-	0.000	-0.007	-0.074	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Catalytic LigB subunit of aromatic ring-opening dioxygenase	-0.162
PF00246	-	0.000	-0.047	-0.050	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zinc carboxypeptidase	-0.172
PF02604	-	0.000	0.000	-0.025	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antitoxin Phd_YefM, type II toxin-antitoxin system	-0.173
PF01232	-	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mannitol dehydrogenase Rossmann domain	-0.176
PF08864	+	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UPF0302 domain	-0.181
PF13483	-	0.000	0.000	-0.042	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Beta-lactamase superfamily domain	-0.188
PF08125	-	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mannitol dehydrogenase C-terminal domain	-0.190
PF13023	-	-0.088	-0.081	0.000	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HD domain	-0.205
PF00854	-	0.000	0.000	-0.013	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	POT family	-0.208
PF02569	-	0.000	0.000	0.000	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pantoate-beta-alanine ligase	-0.213
PF00144	-	0.000	0.000	-0.031	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Beta-lactamase	-0.220
PF02548	-	0.000	-0.026	-0.120	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ketopantoate hydroxymethyltransferase	-0.243
PF03707	+	0.000	0.000	0.029	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial signalling protein N terminal repeat	-0.246
PF03971	-	0.000	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Monomeric isocitrate dehydrogenase	-0.246
PF01507	-	-0.017	-0.099	-0.079	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoadenosine phosphosulfate reductase family	-0.247
PF03595	-	-0.140	-0.148	-0.150	-0.186	-0.068	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Voltage-dependent anion channel	-0.261
PF01219	-	-0.005	-0.146	-0.144	-0.221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic diacylglycerol kinase	-0.261
PF01154	+	0.000	0.088	0.120	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydroxymethylglutaryl-coenzyme A synthase N terminal	-0.276
PF01192	-	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNA polymerase Rpb6	-0.292
PF01590	-	0.000	-0.050	-0.046	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GAF domain	-0.303
PF13185	-	-0.064	0.000	0.000	0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GAF domain	-0.314
PF13426	-	-0.130	-0.114	-0.082	-0.078	-0.068	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	-0.314
PF05977	-	0.000	0.000	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transmembrane secretion effector	-0.315
PF00902	-	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sec-independent protein translocase protein (TatC)	-0.323
PF01503	-	0.000	0.000	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoribosyl-ATP pyrophosphohydrolase	-0.337
PF02237	-	-0.158	-0.058	-0.049	0.000	-0.126	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Biotin protein ligase C terminal domain	-0.346
PF03992	-	-0.072	0.000	0.000	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antibiotic biosynthesis monooxygenase	-0.351
PF00989	-	0.000	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS fold	-0.364
PF05768	-	-0.022	-0.064	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutaredoxin-like domain (DUF836)	-0.380
PF00893	-	0.000	0.000	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Small Multidrug Resistance protein	-0.390
PF05199	-	-0.074	-0.084	-0.067	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GMC oxidoreductase	-0.403
PF01904	-	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF72	-0.406
PF01361	-	-0.048	0.000	0.000	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	-0.406
PF08274	-	0.000	0.000	0.000	0.000	-0.045	-0.068	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	PhnA Zinc-Ribbon	-0.419
PF00227	-	-0.003	-0.201	-0.265	-0.314	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proteasome subunit	-0.448
PF00762	-	-0.043	-0.081	-0.084	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ferrochelatase	-0.546
PF00296	-	-0.082	0.000	0.000	0.000	-0.145	-0.145	-0.134	0.000	0.000	0.000	0.000	0.000	0.000	Luciferase-like monooxygenase	-0.552
PF02817	-	-0.072	-0.046	0.000	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	e3 binding domain	-0.696
PF00198	-	-0.224	-0.411	-0.467	-0.331	-0.193	-0.129	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	-0.696
PF04673	+	0.000	0.000	0.009	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyketide synthesis cyclase	
