	class	1_0	0.5_0	0.7_0	0.2_0	0.1_0	0.07_0	0.05_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF13347	-	0.000	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MFS/sugar transport protein	0.034
PF02086	+	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D12 class N6 adenine-specific DNA methyltransferase	0.034
PF02926	-	0.000	-0.030	-0.073	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	THUMP domain	0.030
PF02475	-	-0.051	-0.116	-0.089	-0.133	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Met-10+ like-protein	0.022
PF01841	-	0.000	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglutaminase-like superfamily	0.019
PF03264	+	0.224	0.163	0.155	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NapC/NirT cytochrome c family, N-terminal region	0.018
PF01935	-	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF87	0.017
PF01402	+	0.057	0.115	0.058	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribbon-helix-helix protein, copG family	0.012
PF06146	-	-0.064	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphate-starvation-inducible E	0.005
PF13700	-	-0.076	-0.102	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4158)	0.002
PF04290	+	0.009	0.023	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tripartite ATP-independent periplasmic transporters, DctQ component	0.001
PF01040	-	-0.024	-0.049	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UbiA prenyltransferase family	-0.005
PF00925	-	0.000	-0.046	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GTP cyclohydrolase II	-0.007
PF14635	-	-0.047	0.000	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-hairpin-helix motif	-0.008
PF00932	+	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lamin Tail Domain	-0.015
PF02335	+	0.195	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome c552	-0.017
PF04892	-	-0.059	0.000	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VanZ like family	-0.024
PF10412	-	-0.023	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type IV secretion-system coupling protein DNA-binding domain	-0.036
PF13744	-	-0.043	-0.040	-0.047	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.041
PF13417	+	0.268	0.184	0.228	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, N-terminal domain	-0.041
PF00071	+	0.073	0.147	0.122	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ras family	-0.042
PF04230	-	0.000	-0.056	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide pyruvyl transferase	-0.045
PF12568	-	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyltransferase (GNAT) domain	-0.046
PF00733	-	-0.051	-0.215	-0.155	-0.165	-0.089	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparagine synthase	-0.054
PF00561	-	0.000	-0.023	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	alpha/beta hydrolase fold	-0.055
PF00999	-	-0.269	0.000	-0.146	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium/hydrogen exchanger family	-0.064
PF10881	-	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2726)	-0.088
PF04383	-	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KilA-N domain	-0.088
PF13596	-	-0.102	-0.243	-0.182	-0.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	-0.088
PF02590	-	-0.444	-0.516	-0.267	-0.378	-0.287	-0.242	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	Predicted SPOUT methyltransferase	-0.089
PF01112	-	-0.061	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	-0.094
PF13950	-	0.000	-0.049	-0.029	-0.045	-0.080	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-glucose 4-epimerase C-term subunit	-0.104
PF04488	-	-0.088	0.000	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase sugar-binding region containing DXD motif	-0.112
PF05704	-	-0.057	-0.035	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Capsular polysaccharide synthesis protein	-0.112
PF03275	-	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-galactopyranose mutase	-0.127
PF13409	-	-0.181	-0.135	-0.100	-0.097	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, N-terminal domain	-0.148
PF02604	-	0.000	0.000	0.000	-0.009	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antitoxin Phd_YefM, type II toxin-antitoxin system	-0.161
PF01427	-	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-ala-D-ala dipeptidase	-0.163
PF13007	-	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase C of IS166 homeodomain	-0.166
PF12399	-	0.000	0.000	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Branched-chain amino acid ATP-binding cassette transporter	-0.192
PF08238	-	-0.011	0.000	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sel1 repeat	-0.221
PF14821	-	0.000	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Threonine synthase N terminus	-0.227
PF04011	-	-0.165	-0.090	-0.135	-0.020	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LemA family	-0.229
