	class	0.5_0	0.2_0	0.7_0	1_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.007_0	0.005_0	0.001_0	0.002_0	Pfam_desc	cor
PF02806	+	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha amylase, C-terminal all-beta domain	0.224
PF13559	+	0.260	0.064	0.255	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4129)	0.220
PF10087	+	0.000	0.040	0.079	0.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2325)	0.220
PF10009	+	0.147	0.000	0.168	0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2252)	0.216
PF13278	+	0.000	0.000	0.000	0.000	0.022	0.016	0.032	0.011	0.000	0.000	0.000	0.000	0.000	Putative amidotransferase	0.214
PF01450	+	0.000	0.000	0.018	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetohydroxy acid isomeroreductase, catalytic domain	0.211
PF13089	+	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase N-terminal domain	0.207
PF02311	+	0.066	0.063	0.142	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AraC-like ligand binding domain	0.205
PF14552	+	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	0.202
PF02592	+	0.135	0.095	0.131	0.102	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized ACR, YhhQ family COG1738	0.198
PF00920	+	0.108	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dehydratase family	0.196
PF13593	-	0.000	-0.095	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SBF-like CPA transporter family (DUF4137)	0.195
PF01758	-	-0.014	0.000	-0.009	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium Bile acid symporter family	0.195
PF03706	+	0.047	0.015	0.060	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0104)	0.189
PF14534	-	-0.146	-0.009	-0.064	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4440)	0.188
PF13449	-	0.000	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Esterase-like activity of phytase	0.185
PF06245	+	0.033	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1015)	0.180
PF02559	+	0.135	0.058	0.054	0.258	0.237	0.269	0.221	0.229	0.203	0.000	0.077	0.000	0.000	CarD-like/TRCF domain	0.180
PF13379	-	-0.034	0.000	-0.033	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NMT1-like family	0.178
PF13620	+	0.005	0.000	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carboxypeptidase regulatory-like domain	0.177
PF00984	-	0.000	-0.018	-0.017	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UDP-glucose/GDP-mannose dehydrogenase family, central domain	0.172
PF02230	+	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase/Carboxylesterase	0.172
PF07331	-	0.000	0.000	0.000	-0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tripartite tricarboxylate transporter TctB family	0.172
PF04715	-	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anthranilate synthase component I, N terminal region	0.167
PF13581	-	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine kinase-like ATPase domain	0.165
PF00370	+	0.221	0.185	0.163	0.070	0.104	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FGGY family of carbohydrate kinases, N-terminal domain	0.163
PF12680	-	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	0.162
PF03575	+	0.000	0.080	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S51	0.159
PF13086	-	0.000	0.000	0.000	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.151
PF01293	+	0.000	0.000	0.124	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate carboxykinase	0.147
PF00079	+	0.000	0.202	0.318	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Serpin (serine protease inhibitor)	0.147
PF04228	-	0.000	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative neutral zinc metallopeptidase	0.146
PF02620	+	0.351	0.301	0.223	0.093	0.188	0.131	0.070	0.008	0.000	0.000	0.000	0.000	0.000	Uncharacterized ACR, COG1399	0.141
PF04264	-	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YceI-like domain	0.131
PF01408	+	0.144	0.133	0.143	0.076	0.107	0.095	0.077	0.023	0.000	0.000	0.000	0.000	0.000	Oxidoreductase family, NAD-binding Rossmann fold	0.128
PF01094	+	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Receptor family ligand binding region	0.127
PF02643	+	0.000	0.000	0.059	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized ACR, COG1430	0.124
PF01208	-	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uroporphyrinogen decarboxylase (URO-D)	0.123
PF03976	-	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase 2 (PPK2)	0.121
PF05662	+	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Coiled stalk of trimeric autotransporter adhesin	0.116
PF04257	-	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Exodeoxyribonuclease V, gamma subunit	0.115
PF13558	-	0.000	0.000	-0.083	-0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative exonuclease SbcCD, C subunit	0.114
PF13704	-	0.000	-0.088	-0.151	-0.247	-0.068	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family 2	0.109
PF08450	-	-0.013	0.000	-0.028	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SMP-30/Gluconolaconase/LRE-like region	0.106
PF00585	-	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal regulatory domain of Threonine dehydratase	0.100
PF00081	+	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron/manganese superoxide dismutases, alpha-hairpin domain	0.100
PF02777	+	0.064	0.000	0.115	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron/manganese superoxide dismutases, C-terminal domain	0.100
PF01693	+	0.000	0.000	0.000	0.000	0.041	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Caulimovirus viroplasmin	0.100
PF03819	-	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MazG nucleotide pyrophosphohydrolase domain	0.099
PF02325	+	0.000	0.000	0.000	0.000	0.005	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YGGT family	0.095
PF07745	-	0.000	0.000	-0.120	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 53	0.095
PF09348	+	0.000	0.017	0.356	0.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1990)	0.094
PF07077	-	0.000	0.000	-0.058	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1345)	0.089
PF04536	-	-0.059	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TLP18.3, Psb32 and MOLO-1 founding proteins of phosphatase	0.083
PF05673	-	-0.112	0.000	0.000	-0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF815)	0.077
PF03812	-	0.000	0.000	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-keto-3-deoxygluconate permease	0.070
PF13410	-	0.000	-0.049	0.000	0.000	-0.046	-0.043	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, C-terminal domain	0.069
PF07179	-	0.000	0.000	0.000	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SseB protein N-terminal domain	0.068
PF07470	-	-0.056	0.000	-0.087	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl Hydrolase Family 88	0.066
PF14489	-	0.000	-0.096	-0.221	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	QueF-like protein	0.064
PF13409	-	-0.064	0.000	-0.139	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, N-terminal domain	0.063
PF00501	+	0.296	0.147	0.289	0.262	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AMP-binding enzyme	0.063
PF02447	-	-0.082	-0.002	-0.039	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GntP family permease	0.062
PF13599	-	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (9 copies)	0.059
PF10551	-	0.000	0.000	-0.091	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MULE transposase domain	0.055
PF01741	+	0.000	0.000	0.000	0.131	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Large-conductance mechanosensitive channel, MscL	0.052
PF01371	+	0.040	0.000	0.079	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Trp repressor protein	0.050
PF07694	+	0.069	0.000	0.139	0.215	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5TMR of 5TMR-LYT	0.047
PF01595	+	0.133	0.176	0.294	0.289	0.044	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF21	0.047
PF03713	-	-0.093	-0.043	-0.228	-0.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF305)	0.046
PF12229	+	0.000	0.000	0.000	0.000	0.052	0.052	0.033	0.000	0.000	0.000	0.000	0.000	0.000	Putative peptidoglycan binding domain	0.044
PF01443	-	-0.046	0.000	0.000	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Viral (Superfamily 1) RNA helicase	0.035
PF01883	+	0.173	0.173	0.223	0.222	0.154	0.100	0.039	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF59	0.030
PF00850	-	-0.258	-0.073	-0.360	-0.288	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histone deacetylase domain	0.028
PF13407	+	0.068	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic binding protein domain	0.027
PF09669	-	0.000	0.000	-0.033	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage regulatory protein Rha (Phage_pRha)	0.027
PF00970	-	0.000	0.000	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase FAD-binding domain	0.024
PF00194	-	-0.012	0.000	-0.057	-0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Eukaryotic-type carbonic anhydrase	0.023
PF02958	-	0.000	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ecdysteroid kinase	0.023
PF03969	-	0.000	-0.018	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AFG1-like ATPase	0.021
PF13396	+	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase_D-nuclease N-terminal	0.019
PF03747	-	-0.051	0.000	0.000	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ADP-ribosylglycohydrolase	0.015
PF13587	-	-0.131	-0.047	-0.069	-0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal domain of DJ-1_PfpI family	0.013
PF02885	-	-0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family, helical bundle domain	0.007
PF09375	-	-0.063	0.000	-0.072	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Imelysin	0.002
PF13241	-	0.000	-0.027	-0.098	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative NAD(P)-binding	0.002
PF01844	-	0.000	-0.089	-0.121	-0.112	-0.051	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	-0.013
PF04085	+	0.000	0.000	0.088	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	rod shape-determining protein MreC	-0.017
PF14716	+	0.322	0.000	0.261	0.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-hairpin-helix domain	-0.019
PF00657	-	0.000	-0.022	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GDSL-like Lipase/Acylhydrolase	-0.020
PF02583	-	0.000	-0.069	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Metal-sensitive transcriptional repressor	-0.029
PF01503	-	-0.212	-0.127	0.000	0.000	-0.048	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoribosyl-ATP pyrophosphohydrolase	-0.030
PF13454	-	-0.027	-0.077	-0.024	0.000	-0.049	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD-NAD(P)-binding	-0.036
PF06166	-	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF979)	-0.046
PF01680	+	0.099	0.046	0.054	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SOR/SNZ family	-0.048
PF01717	-	0.000	0.000	-0.024	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin-independent synthase, Catalytic domain	-0.049
PF04978	-	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF664)	-0.052
PF01946	-	-0.251	-0.097	-0.100	-0.130	-0.033	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thi4 family	-0.053
PF07831	-	0.000	0.000	-0.065	-0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyrimidine nucleoside phosphorylase C-terminal domain	-0.055
PF03668	+	0.000	0.000	0.051	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	P-loop ATPase protein family	-0.057
PF03060	+	0.000	0.000	0.011	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nitronate monooxygenase	-0.057
PF03788	-	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LrgA family	-0.060
PF13346	+	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC-2 family transporter protein	-0.060
PF13521	-	-0.248	-0.161	-0.269	-0.363	-0.054	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.062
PF09335	-	0.000	0.000	0.000	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SNARE associated Golgi protein	-0.070
PF04131	+	0.180	0.138	0.159	0.225	0.099	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative N-acetylmannosamine-6-phosphate epimerase	-0.072
PF00467	-	0.000	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KOW motif	-0.072
PF07022	-	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage CI repressor helix-turn-helix domain	-0.073
PF08211	-	-0.053	-0.020	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytidine and deoxycytidylate deaminase zinc-binding region	-0.081
PF07508	-	0.000	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	-0.091
PF05708	-	-0.064	0.000	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Orthopoxvirus protein of unknown function (DUF830)	-0.092
PF03328	-	-0.016	-0.067	0.000	-0.039	-0.069	-0.066	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	HpcH/HpaI aldolase/citrate lyase family	-0.097
PF01625	-	0.000	0.000	-0.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptide methionine sulfoxide reductase	-0.101
PF13530	-	0.000	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sterol carrier protein domain	-0.101
PF09991	-	-0.009	0.000	0.000	-0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2232)	-0.103
PF05866	-	0.000	0.000	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Endodeoxyribonuclease RusA	-0.105
PF00994	-	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Probable molybdopterin binding domain	-0.111
PF03979	-	0.000	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sigma-70 factor, region 1.1	-0.114
PF10672	-	0.000	-0.074	-0.202	-0.281	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	S-adenosylmethionine-dependent methyltransferase	-0.118
PF03390	-	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-hydroxycarboxylate transporter family	-0.119
PF13434	-	-0.257	-0.194	-0.209	-0.290	-0.147	-0.097	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	L-lysine 6-monooxygenase (NADPH-requiring)	-0.128
PF13669	-	-0.349	-0.282	-0.259	-0.190	-0.213	-0.164	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-0.128
PF08020	-	-0.028	-0.058	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1706)	-0.132
PF04883	-	-0.112	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage HK97-gp10, putative tail-component	-0.136
PF01235	-	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium:alanine symporter family	-0.144
PF01470	-	-0.266	-0.148	-0.204	-0.175	-0.103	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyroglutamyl peptidase	-0.147
PF11798	-	0.000	-0.031	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	IMS family HHH motif	-0.147
PF13791	-	0.000	0.000	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sigma factor regulator C-terminal	-0.159
