	class	0.5_0	1_0	0.7_0	0.2_0	0.1_0	0.07_0	0.05_0	0.02_0	0.007_0	0.01_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF04794	+	0.090	0.083	0.050	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YdjC-like protein	0.278
PF00195	+	0.000	0.000	0.000	0.053	0.042	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chalcone and stilbene synthases, N-terminal domain	0.272
PF13646	+	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HEAT repeats	0.271
PF00682	+	0.000	0.041	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HMGL-like	0.270
PF12910	+	0.115	0.161	0.095	0.098	0.091	0.060	0.027	0.000	0.000	0.000	0.000	0.000	0.000	Antitoxin of toxin-antitoxin stability system N-terminal	0.265
PF13710	+	0.403	0.415	0.476	0.363	0.231	0.161	0.084	0.000	0.000	0.000	0.000	0.000	0.000	ACT domain	0.264
PF08029	+	0.000	0.053	0.056	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HisG, C-terminal domain	0.262
PF06983	+	0.005	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-demethylubiquinone-9 3-methyltransferase	0.259
PF03595	+	0.192	0.000	0.205	0.213	0.201	0.171	0.132	0.000	0.000	0.000	0.000	0.000	0.000	Voltage-dependent anion channel	0.254
PF04389	+	0.000	0.014	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family M28	0.250
PF04230	+	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide pyruvyl transferase	0.250
PF03949	+	0.123	0.196	0.154	0.023	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Malic enzyme, NAD binding domain	0.249
PF00390	+	0.149	0.123	0.189	0.165	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Malic enzyme, N-terminal domain	0.249
PF01643	+	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-ACP thioesterase	0.247
PF05866	+	0.105	0.071	0.159	0.114	0.054	0.043	0.010	0.000	0.000	0.000	0.000	0.000	0.000	Endodeoxyribonuclease RusA	0.247
PF00977	+	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine biosynthesis protein	0.245
PF04023	+	0.000	0.000	0.000	0.008	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FeoA domain	0.235
PF02583	+	0.000	0.003	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Metal-sensitive transcriptional repressor	0.234
PF13376	+	0.115	0.137	0.069	0.073	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriocin-protection, YdeI or OmpD-Associated	0.232
PF13347	-	-0.001	-0.101	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MFS/sugar transport protein	0.219
PF05724	+	0.122	0.071	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thiopurine S-methyltransferase (TPMT)	0.218
PF07103	+	0.033	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1365)	0.211
PF05495	+	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CHY zinc finger	0.211
PF01094	+	0.229	0.149	0.287	0.137	0.063	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Receptor family ligand binding region	0.210
PF11974	+	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-2-macroglobulin MG1 domain	0.207
PF04608	+	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphatidylglycerophosphatase A	0.205
PF03073	+	0.185	0.294	0.220	0.129	0.064	0.066	0.014	0.000	0.000	0.000	0.000	0.000	0.000	TspO/MBR family	0.195
PF08218	-	-0.086	-0.238	-0.107	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Citrate lyase ligase C-terminal domain	0.192
PF13154	+	0.056	0.114	0.108	0.041	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3991)	0.181
PF05272	+	0.199	0.305	0.199	0.174	0.124	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virulence-associated protein E	0.180
PF01738	-	0.000	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dienelactone hydrolase family	0.174
PF07523	-	-0.041	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial Ig-like domain (group 3)	0.171
PF01739	-	0.000	0.000	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CheR methyltransferase, SAM binding domain	0.168
PF07853	+	0.055	0.000	0.041	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1648)	0.166
PF01175	+	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Urocanase	0.158
PF13683	-	-0.042	-0.012	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integrase core domain	0.151
PF01661	+	0.090	0.206	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Macro domain	0.149
PF13936	-	-0.052	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	0.145
PF05145	-	-0.029	-0.071	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative ammonia monooxygenase	0.142
PF00268	-	-0.111	0.000	-0.153	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribonucleotide reductase, small chain	0.140
PF01208	-	-0.065	-0.182	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uroporphyrinogen decarboxylase (URO-D)	0.139
PF09617	+	0.841	1.160	0.857	0.372	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein GSU0053 (Cas_GSU0053)	0.137
PF01174	+	0.102	0.139	0.064	0.059	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SNO glutamine amidotransferase family	0.136
PF03205	-	-0.036	0.000	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Molybdopterin guanine dinucleotide synthesis protein B	0.134
PF13378	-	0.000	0.000	-0.074	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enolase C-terminal domain-like	0.131
PF00722	+	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 16	0.129
PF01641	-	-0.019	0.000	-0.034	-0.053	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SelR domain	0.120
PF07729	-	-0.082	-0.081	-0.027	-0.103	-0.077	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FCD domain	0.119
PF11188	-	0.000	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2975)	0.119
PF13510	+	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2Fe-2S iron-sulfur cluster binding domain	0.118
PF07498	+	0.087	0.126	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rho termination factor, N-terminal domain	0.116
PF03707	-	0.000	-0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial signalling protein N terminal repeat	0.115
PF14010	+	0.031	0.000	0.100	0.065	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate carboxylase	0.114
PF03806	+	0.149	0.000	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AbgT putative transporter family	0.110
PF04072	+	0.133	0.170	0.184	0.129	0.076	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Leucine carboxyl methyltransferase	0.109
PF06826	+	0.105	0.000	0.097	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted Permease Membrane Region	0.109
PF01256	-	-0.050	0.000	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate kinase	0.106
PF06769	+	0.000	0.000	0.046	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid encoded toxin Txe	0.105
PF09355	+	0.231	0.208	0.265	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage protein Gp19/Gp15/Gp42	0.103
PF05163	-	-0.084	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DinB family	0.101
PF02796	-	-0.100	-0.100	-0.110	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain of resolvase	0.100
PF00375	-	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sodium:dicarboxylate symporter family	0.098
PF06207	-	0.000	-0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1002)	0.095
PF13428	+	0.185	0.210	0.191	0.227	0.171	0.124	0.047	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.095
PF13551	+	0.111	0.179	0.144	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	0.093
PF12682	+	0.060	0.064	0.000	0.078	0.063	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	0.091
PF09818	+	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted ATPase of the ABC class	0.086
PF01797	-	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase IS200 like	0.086
PF02424	-	-0.024	-0.232	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ApbE family	0.076
PF06965	+	0.132	0.237	0.086	0.111	0.103	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Na+/H+ antiporter 1	0.073
PF02148	+	0.000	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zn-finger in ubiquitin-hydrolases and other protein	0.072
PF05133	-	-0.087	0.000	0.000	-0.039	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein, SPP1 Gp6-like	0.065
PF13342	-	-0.081	-0.229	-0.015	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C-terminal repeat of topoisomerase	0.060
PF02599	-	0.000	0.000	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Global regulator protein family	0.055
PF08666	-	0.000	-0.053	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SAF domain	0.045
PF12146	-	-0.167	-0.165	-0.177	-0.183	-0.184	-0.138	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	Putative lysophospholipase	0.036
PF04199	-	-0.197	-0.190	-0.233	-0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative cyclase	0.036
PF05099	-	-0.025	-0.021	-0.043	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tellurite resistance protein TerB	0.036
PF00176	-	-0.131	-0.195	-0.117	-0.090	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SNF2 family N-terminal domain	0.034
PF04205	-	-0.122	0.000	-0.181	-0.071	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FMN-binding domain	0.034
PF00041	-	0.000	-0.122	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fibronectin type III domain	0.033
PF13408	-	-0.408	-0.509	-0.353	-0.326	-0.242	-0.137	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase zinc beta ribbon domain	0.028
PF03741	-	-0.032	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integral membrane protein TerC family	0.026
PF11208	-	-0.033	-0.108	-0.125	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2992)	0.020
PF01730	-	0.000	0.000	-0.011	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UreF	0.014
PF05194	-	-0.042	-0.063	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UreE urease accessory protein, C-terminal domain	-0.001
PF13247	-	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S dicluster domain	-0.003
PF10926	-	-0.031	-0.145	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2800)	-0.005
PF01609	-	-0.058	0.000	-0.074	-0.128	-0.097	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase DDE domain	-0.011
PF01869	+	0.044	0.038	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BadF/BadG/BcrA/BcrD ATPase family	-0.012
PF02086	-	-0.024	0.000	-0.061	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D12 class N6 adenine-specific DNA methyltransferase	-0.022
PF00493	-	-0.052	0.000	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MCM2/3/5 family	-0.027
PF06808	-	-0.298	-0.338	-0.227	-0.222	-0.144	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DctM-like transporters	-0.036
PF06564	-	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YhjQ protein	-0.049
PF03480	-	0.000	-0.022	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial extracellular solute-binding protein, family 7	-0.052
PF13088	-	-0.039	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BNR repeat-like domain	-0.052
PF00899	-	0.000	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ThiF family	-0.053
PF01850	-	-0.121	-0.156	-0.126	-0.107	-0.079	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PIN domain	-0.058
PF00529	-	-0.037	0.000	-0.070	-0.061	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HlyD family secretion protein	-0.058
PF01728	-	-0.104	0.000	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FtsJ-like methyltransferase	-0.059
PF11148	-	0.000	0.000	-0.010	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2922)	-0.061
PF12229	-	-0.032	-0.040	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative peptidoglycan binding domain	-0.086
PF13229	-	-0.004	-0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Right handed beta helix region	-0.088
PF06271	-	-0.015	0.000	-0.021	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RDD family	-0.089
PF04313	-	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction enzyme R protein N terminus (HSDR_N)	-0.089
PF02335	-	-0.033	-0.001	-0.025	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome c552	-0.100
PF07501	-	-0.055	0.000	-0.121	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	G5 domain	-0.103
PF02277	-	-0.090	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoribosyltransferase	-0.116
PF01867	-	-0.034	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas1	-0.116
PF05949	-	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF881)	-0.122
PF06947	-	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1290)	-0.122
PF01930	+	0.061	0.000	0.086	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF83	-0.134
PF03681	-	-0.120	-0.164	-0.155	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.139
PF02384	-	-0.237	-0.193	-0.215	-0.209	-0.183	-0.136	-0.075	0.000	0.000	0.000	0.000	0.000	0.000	N-6 DNA Methylase	-0.161
PF03432	-	0.000	-0.034	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Relaxase/Mobilisation nuclease domain	-0.161
PF01555	-	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA methylase	-0.168
PF04011	-	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LemA family	-0.172
PF03976	-	-0.088	-0.098	-0.149	-0.072	-0.040	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase 2 (PPK2)	-0.187
PF07695	-	-0.153	0.000	-0.206	-0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7TM diverse intracellular signalling	-0.194
PF13491	-	-0.324	-0.385	-0.339	-0.234	-0.101	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4117)	-0.201
PF13173	-	-0.318	-0.336	-0.319	-0.275	-0.181	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.269
PF05970	-	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PIF1-like helicase	-0.343
