	class	0.7_0	1_0	0.2_0	0.5_0	0.1_0	0.05_0	0.07_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF01112	+	0.337	0.343	0.205	0.287	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	0.447
PF13454	+	0.311	0.354	0.266	0.301	0.341	0.151	0.274	0.000	0.000	0.000	0.000	0.000	0.000	FAD-NAD(P)-binding	0.447
PF01144	+	0.425	0.430	0.302	0.371	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Coenzyme A transferase	0.447
PF01223	+	0.078	0.084	0.011	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA/RNA non-specific endonuclease	0.409
PF13591	+	0.000	0.049	0.061	0.036	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MerR HTH family regulatory protein	0.378
PF03994	+	0.102	0.128	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function (DUF350)	0.316
PF04014	+	0.193	0.225	0.093	0.173	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antidote-toxin recognition MazE	0.316
PF00023	+	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	0.294
PF01968	+	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydantoinase/oxoprolinase	0.224
PF02894	-	0.000	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase family, C-terminal alpha/beta domain	-0.042
PF10340	-	-0.086	-0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2424)	-0.053
PF03783	-	-0.115	-0.147	0.000	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Curli production assembly/transport component CsgG	-0.053
PF03824	-	-0.119	-0.097	-0.055	-0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	High-affinity nickel-transport protein	-0.067
PF13517	+	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella	-0.086
PF00239	-	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Resolvase, N terminal domain	-0.086
PF03681	-	0.000	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.089
PF05069	-	-0.001	0.000	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage virion morphogenesis family	-0.142
PF13753	-	-0.048	0.000	0.000	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative flagellar system-associated repeat	-0.194
PF03079	-	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ARD/ARD' family	-0.194
PF07520	-	-0.084	-0.118	0.000	-0.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virulence factor SrfB	-0.208
PF00195	-	-0.094	-0.078	-0.044	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chalcone and stilbene synthases, N-terminal domain	-0.222
PF13578	-	-0.139	-0.128	0.000	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyltransferase domain	-0.222
PF13687	-	-0.042	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4153)	-0.244
PF13823	-	0.000	0.000	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alcohol dehydrogenase GroES-associated	-0.246
PF13246	-	-0.133	-0.030	-0.097	-0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative hydrolase of sodium-potassium ATPase alpha subunit	-0.258
PF13086	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.298
PF05643	-	-0.130	-0.114	-0.139	-0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative bacterial lipoprotein (DUF799)	-0.306
PF04860	-	-0.225	-0.261	-0.181	-0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein	-0.378
PF07885	-	-0.009	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	-0.431
